序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.31,0.0,932.18,279.4103,退市整理的证券
2,002808,恒久退,0.19,0.0,1638.4416,298.3355,退市整理的证券
3,002898,赛隆退,0.32,0.0,803.12,258.1787,退市整理的证券
4,300029,天龙退,0.15,0.0,852.9562,121.9415,退市整理的证券
5,600193,退市创兴,0.16,0.0,2288.7145,348.53,退市整理的证券
6,600608,退市沪科,0.17,0.0,1727.9576,289.65,退市整理的证券
7,605081,退市太和,0.4,0.0,527.2,201.56,退市整理的证券
8,000021,深科技,58.86,10.12,23963.6582,1377029.8102,涨幅偏离值达7%的证券
9,000988,华工科技,177.03,10.12,11413.7364,1996138.1256,涨幅偏离值达7%的证券
10,002208,合肥城建,18.38,10.12,11628.6708,209208.5939,涨幅偏离值达7%的证券
11,002409,雅克科技,207.46,10.12,4166.773,843628.5956,涨幅偏离值达7%的证券
12,002859,洁美科技,114.15,10.12,3949.3852,446049.1709,涨幅偏离值达7%的证券
13,200017,深中华B,1.38,7.47,85.0551,99.4692,涨幅偏离值达7%的证券
14,600129,太极集团,13.05,8.87,1723.6372,21610.0,涨幅偏离值达7%的证券
15,600576,祥源文旅,5.92,8.88,2761.2123,15950.83,涨幅偏离值达7%的证券
16,603336,宏辉果蔬,8.2,8.91,3461.9605,26874.69,涨幅偏离值达7%的证券
17,605377,华旺科技,9.52,8.9,1551.5446,14343.13,涨幅偏离值达7%的证券
18,000551,创元科技,20.08,20.13,12939.7503,242526.3548,连续三个交易日内，涨幅偏离值累计达20%的证券
19,000920,沃顿科技,15.7,20.41,5329.2722,77827.2145,连续三个交易日内，涨幅偏离值累计达20%的证券
20,000962,东方钽业,93.88,25.46,13125.6563,1143758.9797,连续三个交易日内，涨幅偏离值累计达20%的证券
21,001270,铖昌科技,153.31,24.2,3392.1504,482194.2379,连续三个交易日内，涨幅偏离值累计达20%的证券
22,002180,奔图科技,16.01,24.26,11058.3064,165554.4574,连续三个交易日内，涨幅偏离值累计达20%的证券
