序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4073.9017,46.637,1.158,4027.2648,4026.6858,4075.3343,3992.5522,659199936.0,1666220369467,16662.20亿
2,sz399001,深证成指,15812.871,30.648,0.194,15782.223,15781.786,15938.231,15487.925,80803518909.0,1851523820714,18515.24亿
3,Total,沪深总成交额,,,,,,,,,3517744190181,35177.44亿
