序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业,涨停价,涨速,振幅
21,太龙药业,600222,1.0,首板,10.015174865722656,7.25,8413.67万,41.61亿,41.61亿,2.0512776374816895,47778942.0,093352,093352,0,中药Ⅱ,,,
40,万邦医药,301520,1.0,首板,20.0,28.26,6824.77万,9.24亿,26.33亿,7.427827835083008,107104834.0,092500,093139,1,医疗服务,,,
52,双鹭药业,002038,1.0,首板,10.059171676635742,5.58,1.89亿,47.54亿,57.33亿,4.187904357910156,67776688.0,101057,101057,0,化学制药,,,
53,海南海药,000566,1.0,5天3板,9.927360534667969,4.54,4.22亿,58.87亿,58.90亿,7.583960056304932,39927297.0,101106,101106,0,化学制药,,,
55,广生堂,300436,1.0,首板,20.0,106.56,13.63亿,145.69亿,169.71亿,9.91588306427002,102845424.0,101206,101206,0,化学制药,,,
59,海思科,002653,1.0,首板,9.998198509216309,61.06,4.52亿,327.76亿,683.82亿,1.403937578201294,96174262.0,100057,100412,2,化学制药,,,
62,康缘药业,600557,1.0,首板,10.02759838104248,11.96,1.07亿,67.71亿,67.71亿,1.6368905305862427,16183076.0,102157,102157,0,中药Ⅱ,,,
64,三生国健,688336,1.0,首板,19.995176315307617,49.75,9.36亿,444.93亿,445.87亿,2.236626386642456,70061581.0,102617,102617,0,生物制品,,,
69,舒泰神,300204,1.0,首板,20.0,23.28,12.13亿,105.61亿,111.23亿,12.284405708312988,83687339.0,104527,104527,0,化学制药,,,
74,凯莱英,002821,1.0,4天2板,10.0,167.75,17.00亿,531.84亿,605.21亿,3.3437659740448,178048843.0,101803,101803,0,医疗服务,,,
87,众生药业,002317,1.0,首板,10.004426956176758,24.85,14.62亿,189.26亿,211.21亿,7.928531646728516,104780025.0,130533,134836,1,中药Ⅱ,,,
88,禾元生物-U,688765,1.0,首板,19.995346069335938,51.55,2.55亿,23.86亿,184.29亿,11.411524772644043,28043354.0,130549,150000,4,生物制品,,,
99,通化东宝,600867,1.0,首板,9.959623336791992,8.17,4.58亿,160.01亿,160.01亿,2.972109079360962,33824053.0,132118,132118,0,生物制品,,,
35,信立泰,002294,0.0,0天0板,9.121061325073242,32.9,13.16亿,366.69亿,366.77亿,3.6707985401153564,,130939,,1,化学制药,33.17,0.0,12.371476173400879
