序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688765,禾元生物-U,51.55,20.0,8.59,52813,2.55亿,22.04,51.55,42.08,43.87,42.96,11.41,-127.82,6.42,重组蛋白
2,688336,三生国健,49.75,20.0,8.29,200030,9.36亿,21.92,49.75,40.66,41.15,41.46,2.24,62.58,5.34,重组蛋白
3,300149,睿智医药,9.86,16.0,1.36,678651,6.40亿,18.82,9.95,8.35,8.5,8.5,14.3,-67.61,3.83,重组蛋白
4,300485,赛升药业,9.67,13.63,1.16,275270,2.56亿,17.04,9.75,8.3,8.53,8.51,10.05,249.7,1.39,重组蛋白
5,688062,迈威生物-U,28.47,10.26,2.65,159089,4.38亿,14.14,28.78,25.13,26.05,25.82,7.79,-13.14,119.07,重组蛋白
6,600867,通化东宝,8.17,9.96,0.74,582100,4.58亿,12.25,8.17,7.26,7.4,7.43,2.97,31.55,2.41,重组蛋白
7,920047,诺思兰德,21.02,9.88,1.89,172718,3.54亿,19.6,21.99,18.24,19.01,19.13,9.59,-121.28,21.71,重组蛋白
8,301087,可孚医疗,47.62,9.57,4.16,48782,2.31亿,12.79,48.9,43.34,43.34,43.46,2.51,26.24,2.5,重组蛋白
9,301080,百普赛斯,47.75,9.22,4.03,100953,4.66亿,12.33,48.5,43.11,43.72,43.72,8.01,43.14,3.07,重组蛋白
10,688137,近岸蛋白,36.25,7.66,2.58,12739,4489.58万,9.39,36.46,33.3,34.39,33.67,1.82,-59.75,1.25,重组蛋白
11,688222,成都先导,32.83,7.64,2.33,309092,10.01亿,10.0,33.45,30.4,30.69,30.5,7.71,79.24,8.85,重组蛋白
12,688520,神州细胞,35.3,6.97,2.3,57274,1.96亿,13.88,35.93,31.35,32.62,33.0,1.29,-23.63,234.42,重组蛋白
13,301047,义翘神州,64.74,6.76,4.1,20525,1.30亿,9.52,65.2,59.43,60.64,60.64,1.72,61.24,1.52,重组蛋白
14,688687,凯因科技,16.0,6.6,0.99,51392,8002.41万,10.06,16.12,14.61,14.92,15.01,3.01,111.47,1.63,重组蛋白
15,300683,海特生物,24.84,6.47,1.51,78678,1.91亿,9.9,24.89,22.58,23.29,23.33,6.45,-35.27,1.52,重组蛋白
