序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,粤 传 媒,002181,2天1板,-10.005078315734863,17.72,21.66,34.01 亿,201.04 亿,205.74 亿,15.98486328125,0.0,093030,1,20.010156631469727,出版
2,优迅股份,688807,0天0板,16.479949951171875,445.0,458.45,21.90 亿,66.91 亿,356.00 亿,32.207035064697266,0.0,093144,33,13.176630020141602,半导体
3,中马传动,603767,2天1板,4.713493347167969,22.66,23.8,8.37 亿,69.94 亿,69.94 亿,11.994905471801758,0.0,093522,1,10.62846565246582,汽车零部
4,科士达,002518,0天0板,9.375,63.35,63.71,20.27 亿,358.01 亿,368.84 亿,5.714467525482178,-0.12612329423427582,093839,2,9.012431144714355,其他电源
5,通宇通讯,002792,0天0板,3.9280545711517334,50.27,53.21,29.09 亿,169.82 亿,263.33 亿,16.742046356201172,0.0,093845,1,8.662393569946289,通信设备
6,海格通信,002465,0天0板,6.8758344650268555,16.01,16.48,36.85 亿,396.71 亿,397.34 亿,9.188780784606934,-0.06242197006940842,093945,4,9.012016296386719,军工电子
7,广电网络,600831,0天0板,6.117021083831787,3.99,4.14,2.55 亿,28.37 亿,28.37 亿,8.931479454040527,-0.746268630027771,093959,1,10.106383323669434,电视广播
8,雅克科技,002409,0天0板,6.262795448303223,114.19,118.21,45.44 亿,363.72 亿,543.46 亿,12.319573402404785,0.184242844581604,094015,1,4.839009761810303,半导体
9,东湖高新,600133,0天0板,7.24324369430542,9.92,10.18,8.15 亿,105.77 亿,105.77 亿,7.704923152923584,0.0,094710,1,9.513513565063477,环境治理
10,安德利,605198,0天0板,8.775862693786621,63.09,63.8,6.38 亿,170.68 亿,210.84 亿,3.760054111480713,-0.18984337151050568,095000,3,9.310344696044922,农产品加
11,和远气体,002971,6天3板,-1.4074254035949707,40.63,45.33,15.05 亿,63.55 亿,86.04 亿,22.81943702697754,-0.02460629865527153,095142,1,15.651540756225586,化学制品
12,兆易创新,603986,0天0板,6.570043563842773,400.0,412.87,278.76 亿,2671.38 亿,2804.41 亿,10.301560401916504,-0.07743998616933823,095321,2,4.4040069580078125,半导体
13,鲁信创投,600783,0天0板,5.701964855194092,22.06,22.96,10.22 亿,164.21 亿,164.21 亿,6.141408443450928,0.0,095444,2,11.691422462463379,通用设备
14,新天科技,300259,0天0板,19.31818199157715,6.3,6.34,15.07 亿,73.68 亿,73.70 亿,21.024782180786133,0.0,095742,6,21.40151596069336,通用设备
15,通鼎互联,002491,8天4板,4.869410991668701,23.69,24.85,44.23 亿,278.71 亿,291.39 亿,15.71006965637207,0.042229730635881424,100815,4,9.738821983337402,通信设备
16,中岩大地,003001,0天0板,4.215337753295898,20.52,21.66,4.13 亿,23.45 亿,35.80 亿,17.285486221313477,-0.3399708569049835,101448,1,9.547993659973145,专业工程
17,太极实业,600667,0天0板,5.991902828216553,13.09,13.59,41.74 亿,273.78 亿,273.78 亿,15.134747505187988,-0.07633587718009949,101451,1,7.287449359893799,工程咨询
18,宁波中百,600857,4天2板,5.511810779571533,14.74,15.37,4.12 亿,33.06 亿,33.06 亿,12.699433326721191,0.06788866221904755,101858,1,15.891196250915527,一般零售
19,风华高科,000636,0天0板,9.0,29.43,29.7,35.07 亿,340.51 亿,340.51 亿,10.38897705078125,-0.03396739065647125,102157,11,10.851851463317871,元件
20,西部材料,002149,0天0板,7.0704145431518555,73.9,75.92,72.28 亿,360.73 亿,360.79 亿,20.204652786254883,0.0,102809,2,9.997102737426758,小金属
