序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,600683,京投发展,-9.976798057556152,11.64,11.62亿,86.23亿,86.23亿,-13.765398025512695,12.78699016571045,4250928,150000,70199664,1,7,房地产开
2,603696,安记食品,-10.018326759338379,14.73,5.45亿,34.64亿,34.64亿,77.37806701660156,15.474874496459961,11797654,142655,96677571,1,6,调味发酵
3,000582,北部湾港,-10.0,11.34,11.19亿,244.59亿,285.44亿,31.11579132080078,4.441806316375732,21164828,142421,88506791,1,1,航运港口
4,603682,锦和商管,-10.030394554138184,11.84,5.08亿,55.94亿,55.94亿,153.48179626464844,8.503216743469238,22113568,142848,18380416,1,0,一般零售
5,603137,恒尚节能,-10.006901741027832,26.08,9.13亿,47.71亿,47.71亿,32.9426383972168,18.571382522583008,23047574,144016,108817832,1,3,装修装饰
6,000593,德龙汇能,-10.0,25.02,9.42亿,89.69亿,89.73亿,152.99749755859375,10.399213790893555,27950892,141403,1982295258,1,18,燃气Ⅱ
7,600936,北投科技,-10.067113876342773,5.36,7.52亿,89.57亿,89.57亿,89.70193481445312,8.159594535827637,40863675,130643,147924300,1,10,IT服务Ⅱ
8,002047,宝鹰股份,-10.0,3.78,3.43亿,57.31亿,57.31亿,-155.83921813964844,5.95250940322876,66937374,093633,764239128,1,1,装修装饰
9,002400,省广集团,-9.93710708618164,7.16,18.21亿,123.59亿,124.82亿,203.8465118408203,14.427443504333496,150060676,101739,364503663,1,3,广告营销
10,603758,秦安股份,-9.967427253723145,13.82,1.90亿,59.86亿,59.86亿,63.8362922668457,3.086632251739502,182486950,093104,94143222,1,0,汽车零部
