序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,蓝盾光电,300862,5,5天5板,19.994924545288086,47.29,34.95亿,71.63亿,87.31亿,51.68534851074219,31282287,101357,130951,5,通用设备
2,坤泰股份,001260,3,3天3板,9.985734939575195,23.13,2992.79万,26.60亿,26.60亿,1.1251304149627686,336990222,092500,092500,0,汽车零部
3,华西股份,000936,3,3天3板,9.936908721923828,6.97,9.51亿,61.75亿,61.76亿,15.45145320892334,43942490,092500,105703,7,化学纤维
4,天洋新材,603330,3,3天3板,9.989701271057129,10.68,2.68亿,43.44亿,46.21亿,6.239995956420898,93635436,093047,093047,0,塑料
5,澳洋健康,002172,3,3天3板,9.927360534667969,4.54,8671.64万,34.74亿,34.76亿,2.496342420578003,136260236,092500,092500,0,医疗服务
6,金 螳 螂,002081,3,3天3板,9.979209899902344,5.29,26.48亿,139.88亿,140.47亿,19.718482971191406,93738440,101648,110906,1,装修装饰
7,理工能科,002322,2,2天2板,10.033726692199707,13.05,3.23亿,45.86亿,47.70亿,7.146337985992432,39990420,093130,100745,1,软件开发
8,共进股份,603118,2,2天2板,10.025062561035156,17.56,19.50亿,138.25亿,138.25亿,14.306023597717285,92147856,093244,095220,6,通信设备
9,神奇制药,600613,2,2天2板,9.948541641235352,6.41,8008.53万,30.72亿,34.23亿,2.606569290161133,149224114,092501,092501,0,化学制药
10,博济医药,300404,2,2天2板,20.0,17.34,13.20亿,49.51亿,66.89亿,27.531600952148438,73662452,093518,094403,5,医疗服务
11,海洋王,002724,2,2天2板,10.064934730529785,6.78,1.34亿,38.50亿,52.31亿,3.474034070968628,100147380,093000,093000,0,照明设备
12,康盛股份,002418,1,首板,10.0,4.07,3.27亿,46.25亿,46.25亿,7.112495422363281,32913683,093100,093133,1,家电零部
13,大豪科技,603025,1,首板,10.0,15.18,3.15亿,168.37亿,169.51亿,1.8822494745254517,41358517,093044,093556,1,自动化设
14,华森制药,002907,1,首板,10.021629333496094,15.26,8244.08万,51.25亿,63.73亿,1.6087384223937988,131789754,092500,092500,0,中药Ⅱ
