序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,兆日科技,300333,3天2板,6.015037536621094,11.28,12.77,9.99亿,37.76亿,37.90亿,25.33684539794922,0.0,092500,1,17.01127815246582,计算机设
2,京投发展,600683,5天4板,-9.976798057556152,11.64,14.22,11.62亿,86.23亿,86.23亿,12.78699016571045,0.0,092500,1,19.953596115112305,房地产开
3,渤海化学,600800,2天1板,-4.010695457458496,3.59,4.11,5.13亿,39.84亿,39.85亿,12.344913482666016,0.0,093032,1,16.31015968322754,炼化及贸
4,久其软件,002279,0天0板,3.708987236022949,7.27,7.71,9.95亿,57.83亿,62.68亿,16.729976654052734,0.0,093109,2,10.271040916442871,软件开发
5,智度股份,000676,0天0板,4.843304634094238,7.36,7.72,16.48亿,92.66亿,92.72亿,17.431640625,0.0,093345,2,10.113959312438965,广告营销
6,石基信息,002153,0天0板,4.892601490020752,8.79,9.22,9.21亿,140.62亿,239.90亿,6.476027488708496,0.0,093403,1,10.620524406433105,软件开发
7,彩讯股份,300634,0天0板,9.077306747436523,21.87,24.06,9.86亿,94.98亿,98.68亿,10.095666885375977,0.0,093454,1,18.852867126464844,IT服务Ⅱ
8,瑞斯康达,603803,0天0板,3.6279070377349854,11.14,11.83,5.22亿,47.33亿,47.33亿,11.04348087310791,0.0,093759,1,10.04651165008545,通信设备
9,兴业科技,002674,0天0板,4.0758957862854,29.62,31.31,10.26亿,86.66亿,87.54亿,11.605598449707031,0.0,093827,1,9.416725158691406,纺织制造
10,会稽山,601579,2天1板,7.048710346221924,18.68,19.2,10.82亿,89.56亿,89.56亿,11.985241889953613,0.0,093910,5,7.106017112731934,非白酒
11,宏昌电子,603002,0天0板,5.6840715408325195,15.99,16.64,15.86亿,181.34亿,181.34亿,8.700600624084473,0.0,094509,2,9.451421737670898,电子化学
12,亚星锚链,601890,0天0板,6.868452072143555,9.18,9.45,9.78亿,88.07亿,88.07亿,11.007486343383789,0.0,094623,2,10.593713760375977,航海装备
13,誉衡药业,002437,6天4板,6.588235378265381,4.53,4.68,41.95亿,95.14亿,101.01亿,44.27064514160156,0.0,095136,2,12.70588207244873,化学制药
14,成飞集成,002190,0天0板,6.731583118438721,25.21,25.98,6.71亿,90.44亿,90.44亿,7.358654975891113,0.0,095542,2,10.96528434753418,汽车零部
15,创力集团,603012,0天0板,3.2858707904815674,9.43,10.04,7.87亿,60.96亿,60.96亿,12.660322189331055,0.0,095856,2,9.967141151428223,专用设备
16,华盛昌,002980,0天0板,5.398514270782471,95.08,99.23,13.40亿,96.30亿,179.14亿,13.846481323242188,0.0,103251,1,9.588737487792969,电网设备
17,黑芝麻,000716,0天0板,4.303278923034668,5.09,5.37,3.87亿,37.45亿,38.32亿,10.228782653808594,0.0,111157,2,13.114753723144531,休闲食品
18,二六三,002467,0天0板,5.773196220397949,5.13,5.34,7.53亿,70.12亿,70.56亿,10.815775871276855,0.0,112354,1,12.164948463439941,通信服务
19,致远新能,300985,0天0板,18.284107208251953,42.05,42.66,5.68亿,78.43亿,78.43亿,7.556729316711426,0.0,132345,3,20.253164291381836,通用设备
