序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4096.6023,-27.592,-0.669,4124.194,4098.6987,4106.5336,4052.5454,797803556.0,1194106193208,11941.06 亿
2,sz399001,深证成指,14067.503,-105.124,-0.742,14172.627,13920.286,14103.631,13701.67,83734565606.0,1453438641342,14534.39 亿
3,Total,沪深总成交额,,,,,,,,,2647544834550,26475.45 亿
