序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300170,汉得信息,26.78,17.77,4.04,2619683,66.80 亿,14.69,27.0,23.66,24.0,22.74,26.81,141.36,4.94,Kimi概念
2,300352,北信源,7.58,11.31,0.77,2425686,17.63 亿,15.42,7.86,6.81,6.86,6.81,19.0,-49.61,8.92,Kimi概念
3,300624,万兴科技,79.93,4.44,3.4,188356,14.72 亿,5.89,80.33,75.82,76.26,76.53,11.0,-188.17,14.31,Kimi概念
4,300442,润泽科技,96.35,3.42,3.19,829045,77.29 亿,11.98,98.7,87.54,91.0,93.16,5.09,25.11,11.63,Kimi概念
5,300634,彩讯股份,26.99,3.02,0.79,201655,5.30 亿,7.86,27.3,25.24,25.8,26.2,4.64,46.51,4.18,Kimi概念
6,300188,国投智能,14.06,2.93,0.4,215520,2.97 亿,5.2,14.1,13.39,13.5,13.66,2.52,-24.79,3.91,Kimi概念
7,002432,九安医疗,50.31,2.59,1.27,383206,18.86 亿,6.83,50.87,47.52,49.38,49.04,8.74,11.04,1.05,Kimi概念
8,600986,浙文互联,11.19,2.47,0.27,1335048,14.58 亿,5.95,11.23,10.58,10.63,10.92,8.98,98.58,3.19,Kimi概念
9,300781,因赛集团,40.19,1.95,0.77,113535,4.53 亿,5.99,40.96,38.6,39.0,39.42,9.37,180.73,9.88,Kimi概念
10,300785,值得买,52.49,0.79,0.41,78927,4.07 亿,4.34,52.72,50.46,51.15,52.08,6.45,582.1,5.53,Kimi概念
11,301171,易点天下,51.8,0.74,0.38,260918,13.21 亿,4.78,51.93,49.47,50.5,51.42,6.85,90.05,6.53,Kimi概念
12,600880,博瑞传播,5.32,0.57,0.03,218962,1.15 亿,2.84,5.32,5.17,5.21,5.29,2.0,555.94,1.91,Kimi概念
13,002555,三七互娱,23.11,0.17,0.04,456987,10.45 亿,4.38,23.28,22.27,22.38,23.07,2.86,16.35,3.8,Kimi概念
14,300364,中文在线,28.88,-0.31,-0.09,607485,17.22 亿,4.73,29.09,27.72,27.94,28.97,9.2,-30.32,44.5,Kimi概念
15,300860,锋尚文化,25.99,-0.95,-0.25,22956,5900.47 万,2.86,26.08,25.33,25.88,26.24,2.1,425.32,1.58,Kimi概念
