序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688158,优刻得-W,45.38,19.99,7.56,706106,31.08 亿,11.45,45.38,41.05,41.66,37.82,17.41,-270.03,8.58,东数西算
2,300846,首都在线,37.61,14.25,4.69,1426969,50.01 亿,22.57,39.03,31.6,32.48,32.92,36.36,-142.69,22.2,东数西算
3,688023,安恒信息,59.46,10.77,5.78,89861,5.10 亿,11.42,59.95,53.82,53.82,53.68,8.83,-103.8,2.55,东数西算
4,601789,宁波建工,6.04,10.02,0.55,463135,2.80 亿,0.0,6.04,6.04,6.04,5.49,4.26,37.86,1.45,东数西算
5,603138,海量数据,23.29,10.01,2.12,441273,10.00 亿,13.32,23.29,20.47,20.9,21.17,15.3,-68.05,8.92,东数西算
6,002261,拓维信息,42.96,10.01,3.91,3408357,137.98 亿,12.93,42.96,37.91,39.49,39.05,29.75,387.14,20.76,东数西算
7,600821,金开新能,9.46,10.0,0.86,803711,7.60 亿,0.0,9.46,9.46,9.46,8.6,4.02,25.25,1.95,东数西算
8,000815,美利云,17.94,9.99,1.63,2254231,38.49 亿,13.06,17.94,15.81,16.53,16.31,32.42,289.24,9.24,东数西算
9,300738,奥飞数据,24.81,8.77,2.0,1324090,31.14 亿,13.9,25.08,21.91,22.2,22.81,13.44,126.03,6.96,东数西算
10,605286,同力天启,45.74,7.65,3.25,134963,6.17 亿,6.17,46.74,44.12,44.12,42.49,8.03,29.89,3.62,东数西算
11,600589,大位科技,12.19,7.59,0.86,3881611,45.80 亿,11.12,12.36,11.1,11.2,11.33,26.25,356.9,25.45,东数西算
12,920493,并行科技,177.83,7.57,12.52,62820,10.89 亿,16.9,188.0,160.06,161.0,165.31,14.34,486.82,24.36,东数西算
13,300603,立昂技术,11.25,6.53,0.69,496943,5.48 亿,7.67,11.39,10.58,10.7,10.56,13.29,-65.46,3.73,东数西算
14,603985,恒润股份,18.61,6.4,1.12,331884,5.99 亿,10.58,18.95,17.1,17.33,17.49,7.53,95.68,2.55,东数西算
15,300383,光环新网,15.81,6.25,0.93,1928699,29.13 亿,11.56,15.97,14.25,14.4,14.88,10.75,148.42,2.23,东数西算
