序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,920375,派诺科技,20.6,22.04,3.72,342908,6.68 亿,36.61,21.94,15.76,16.0,16.88,52.82,241.9,2.74,虚拟电厂
2,301179,泽宇智能,24.07,19.99,4.01,346482,7.76 亿,22.78,24.07,19.5,19.62,20.06,14.59,125.77,4.01,虚拟电厂
3,688248,南网科技,65.39,12.61,7.32,183074,11.41 亿,17.44,67.25,57.12,57.12,58.07,3.24,87.64,11.33,虚拟电厂
4,688717,艾罗能源,128.09,12.36,14.09,122169,15.15 亿,14.54,130.58,114.0,114.0,114.0,12.33,177.09,4.69,虚拟电厂
5,300438,鹏辉能源,52.33,10.54,4.99,543138,27.39 亿,13.14,52.68,46.46,46.5,47.34,13.44,172.46,5.06,虚拟电厂
6,600268,国电南自,16.34,10.03,1.49,867674,13.42 亿,12.53,16.34,14.48,14.59,14.85,8.58,59.11,4.84,虚拟电厂
7,002015,协鑫能科,17.18,9.99,1.56,1147712,19.62 亿,5.12,17.18,16.38,17.18,15.62,7.07,27.44,2.26,虚拟电厂
8,003035,南网能源,9.58,9.99,0.87,2363807,21.64 亿,11.83,9.58,8.55,8.72,8.71,6.24,79.5,5.21,虚拟电厂
9,300880,迦南智能,27.77,9.98,2.52,404263,10.81 亿,19.37,28.88,23.99,23.99,25.25,20.72,59.55,5.17,虚拟电厂
10,688390,固德威,101.0,7.68,7.2,161476,15.99 亿,9.94,102.85,93.53,94.0,93.8,6.64,180.42,8.95,虚拟电厂
11,002380,科远智慧,40.5,5.97,2.28,230033,8.85 亿,13.21,41.15,36.1,36.65,38.22,16.23,33.58,3.99,虚拟电厂
12,002063,远光软件,7.42,5.85,0.41,3060331,22.10 亿,9.42,7.66,7.0,7.11,7.01,17.35,47.07,3.59,虚拟电厂
13,300376,易事特,8.09,5.75,0.44,1162763,9.15 亿,11.37,8.24,7.37,7.48,7.65,5.0,149.86,2.81,虚拟电厂
14,300982,苏文电能,25.83,5.64,1.38,189945,4.81 亿,8.51,25.88,23.8,23.8,24.45,9.8,398.65,1.84,虚拟电厂
15,002929,润建股份,53.08,5.34,2.69,284719,14.52 亿,10.95,53.22,47.7,49.0,50.39,13.52,1757.07,2.39,虚拟电厂
