序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
40,002261,拓维信息,42.96,10.01,3.91,3408357.0,13798037420.67,12.93,42.96,37.91,39.49,39.05,1.54,29.75,387.14,20.76,54122360123.0,49217221992.0,0.0,0.0,41.32,29.79
41,603138,海量数据,23.29,10.01,2.12,441273.0,999854656.0,13.32,23.29,20.47,20.9,21.17,1.72,15.3,-68.05,8.92,6844295416.0,6715504977.0,0.0,0.0,59.19,63.78
42,002575,群兴玩具,8.02,10.01,0.73,978454.0,755830607.62,11.66,8.02,7.17,7.23,7.29,1.89,16.71,-173.64,5.96,4944330000.0,4695673910.0,0.0,0.0,17.42,29.77
43,000066,中国长城,17.26,10.01,1.57,2247121.0,3710296235.65,12.43,17.26,15.31,15.55,15.69,2.34,6.97,2599.04,5.02,55677292259.0,55673680604.0,0.0,0.0,19.36,19.78
44,603165,荣晟环保,14.95,10.01,1.36,161423.0,231957030.0,11.33,14.95,13.41,13.55,13.59,2.39,5.52,19.2,2.01,4375562875.0,4375562875.0,0.0,0.0,21.15,21.74
45,000533,顺钠股份,16.37,10.01,1.49,536866.0,863385639.98,5.04,16.37,15.62,15.76,14.88,1.18,7.84,105.34,11.93,11308657920.0,11211852288.0,0.0,0.0,107.74,96.52
46,601877,正泰电器,39.05,10.0,3.55,925335.0,3491436647.0,11.55,39.05,34.95,35.15,35.5,1.99,4.31,15.06,1.92,83917238513.0,83917238513.0,0.0,0.0,41.95,40.01
47,600821,金开新能,9.46,10.0,0.86,803711.0,760310417.0,0.0,9.46,9.46,9.46,8.6,0.27,4.02,25.25,1.95,18894112265.0,18894112265.0,0.0,0.0,78.49,85.49
48,601567,三星医疗,32.35,10.0,2.94,770803.0,2450986628.0,6.63,32.35,30.4,30.58,29.41,4.32,5.49,22.32,3.66,45458524090.0,45458524090.0,0.0,0.0,42.57,40.53
49,002903,宇环数控,27.61,10.0,2.51,122812.0,334485601.37,7.81,27.61,25.65,26.15,25.1,0.72,11.52,1060.08,5.37,4326431780.0,2944417344.0,0.0,0.0,18.14,20.04
50,000862,银星能源,8.36,10.0,0.76,1075171.0,855346195.02,11.18,8.36,7.51,7.51,7.6,1.12,17.12,24.24,1.71,7674101259.0,5249804856.0,0.0,0.0,46.92,43.15
51,001339,智微智能,72.96,10.0,6.63,213048.0,1462266421.64,13.49,72.96,64.01,64.5,66.33,1.18,17.84,105.41,8.17,18403929446.0,8710735039.0,0.0,0.0,40.44,42.75
52,000815,美利云,17.94,9.99,1.63,2254231.0,3849463239.66,13.06,17.94,15.81,16.53,16.31,2.72,32.42,289.24,9.24,12473018848.0,12473018848.0,0.0,0.0,53.73,60.32
53,000534,万泽股份,45.36,9.99,4.12,436374.0,1872865139.94,14.94,45.36,39.2,39.95,41.24,1.7,8.73,102.01,14.75,23113120686.0,22678658070.0,0.0,0.0,127.14,106.18
54,003035,南网能源,9.58,9.99,0.87,2363807.0,2163796085.34,11.83,9.58,8.55,8.72,8.71,1.0,6.24,79.5,5.21,36287878779.0,36287878779.0,0.0,0.0,104.7,109.17
55,001258,立新能源,9.36,9.99,0.85,393402.0,357215129.04,12.22,9.36,8.32,8.33,8.51,1.3,4.22,49.36,2.88,8736000006.0,8735908746.0,0.0,0.0,25.81,31.65
56,002112,三变科技,27.63,9.99,2.51,662980.0,1708480139.31,13.34,27.63,24.28,24.66,25.12,0.92,25.3,151.79,9.33,8126847322.0,7241257967.0,0.0,0.0,112.87,108.37
57,002015,协鑫能科,17.18,9.99,1.56,1147712.0,1961535359.75,5.12,17.18,16.38,17.18,15.62,0.8,7.07,27.44,2.26,27888716869.0,27888716869.0,0.0,0.0,75.13,72.66
58,600602,云赛智联,22.26,9.98,2.02,1215680.0,2670300334.0,6.23,22.26,21.0,21.24,20.24,1.95,11.32,157.24,6.32,30444411108.0,23913984557.0,0.0,0.0,22.24,19.1
59,002730,电光科技,19.17,9.98,1.74,299932.0,553214163.96,11.7,19.17,17.13,17.19,17.43,1.54,8.67,76.45,4.26,6941071300.0,6633392800.0,0.0,0.0,29.09,27.46
60,300880,迦南智能,27.77,9.98,2.52,404263.0,1081442969.67,19.37,28.88,23.99,23.99,25.25,1.68,20.72,59.55,5.17,5418962266.0,5418384316.0,-0.04,1.39,51.91,57.96
61,002300,太阳电缆,11.57,9.98,1.05,678532.0,769035148.43,6.84,11.57,10.85,10.85,10.52,0.92,9.39,73.73,4.42,8357400909.0,8356666307.0,0.0,0.0,35.16,25.76
62,605268,王力安防,15.33,9.97,1.39,49925.0,76535025.0,0.0,15.33,15.33,15.33,13.94,0.83,1.13,43.16,4.08,6841817325.0,6752750025.0,0.0,0.0,42.6,43.67
63,002930,宏川智慧,14.67,9.97,1.33,222162.0,315248397.82,9.0,14.67,13.47,13.6,13.34,1.68,5.13,-132.0,2.88,6711376452.0,6348001373.0,0.0,0.0,26.9,31.81
64,600135,乐凯胶片,10.05,9.96,0.91,240046.0,235641125.0,9.52,10.05,9.18,9.18,9.14,2.08,4.34,-48.28,2.33,5560736345.0,5560736345.0,0.0,0.0,26.42,-2.62
65,000601,韶能股份,6.75,9.93,0.61,2235549.0,1453721277.81,12.21,6.75,6.0,6.14,6.14,3.2,21.3,31.23,1.74,7184317437.0,7084306622.0,0.0,0.0,32.09,43.62
66,300588,熙菱信息,26.5,9.82,2.37,159761.0,421484472.6,17.57,27.95,23.71,24.01,24.13,5.37,9.04,-94.28,18.52,5073982295.0,4685783795.0,0.08,0.04,-10.95,-1.85
67,920088,科力股份,80.4,9.69,7.1,161509.0,1385725365.08,22.07,91.98,75.8,91.29,73.3,1.29,50.82,124.92,10.19,7080948600.0,2555216359.0,-0.12,0.5,158.11,175.34
68,300999,金龙鱼,31.87,9.07,2.65,676927.0,2171757003.78,12.35,33.61,30.0,30.03,29.22,4.3,12.47,54.8,1.79,172786122252.0,17294162981.0,-0.06,-0.19,9.71,10.89
69,600812,华北制药,6.01,8.88,0.49,1619782.0,968334735.0,8.51,6.07,5.6,5.61,5.52,9.63,9.44,48.79,1.87,10311539524.0,10311539524.0,0.0,0.0,2.21,8.68
70,300571,平治信息,32.35,8.85,2.63,128258.0,398578046.0,13.96,32.66,28.51,28.89,29.72,2.25,11.09,455.5,3.11,4513740311.0,3740862611.0,0.09,0.06,13.91,17.0
71,300738,奥飞数据,24.81,8.77,2.0,1324090.0,3113709204.74,13.9,25.08,21.91,22.2,22.81,1.68,13.44,126.03,6.96,24442290618.0,24435369521.0,-0.08,0.0,33.96,34.18
72,301120,新特电气,29.8,8.72,2.39,611859.0,1700376703.5,12.7,29.92,26.44,27.09,27.41,1.05,27.99,220.04,7.18,11068943439.0,6514868937.0,-0.33,2.23,72.06,72.55
73,300454,深信服,127.3,8.39,9.85,229283.0,2797418669.53,11.24,128.5,115.3,118.88,117.45,2.5,8.28,-498.48,5.9,53545974952.0,35267156738.0,0.03,0.22,12.64,10.54
74,301428,世纪恒通,35.6,8.37,2.75,126858.0,439439791.74,6.33,35.76,33.68,33.81,32.85,3.06,20.73,55.32,2.76,3512533345.0,2178601345.0,0.48,1.02,0.71,6.14
75,300369,绿盟科技,9.59,8.36,0.74,1110799.0,1033841042.11,9.83,9.67,8.8,8.85,8.85,2.27,13.75,-29.73,3.12,7773863896.0,7749256350.0,0.0,0.0,20.78,28.21
76,300798,锦鸡股份,9.65,8.31,0.74,602014.0,556848955.06,18.07,10.13,8.52,8.71,8.91,1.59,15.78,-222.93,2.69,4524454070.0,3680575051.0,0.21,0.21,30.58,35.72
77,688032,禾迈股份,116.14,8.19,8.79,41575.0,474235911.0,10.55,118.5,107.17,109.0,107.35,1.5,3.35,-89.85,2.49,14409901516.0,14409901516.0,0.12,0.12,19.06,15.23
78,300419,ST浩丰,7.14,8.02,0.53,198209.0,137768562.0,10.14,7.24,6.57,6.61,6.61,2.99,5.39,-128.68,6.08,2625761918.0,2625761918.0,0.0,0.0,11.21,13.33
79,301075,多瑞医药,90.52,7.95,6.67,28726.0,250535245.74,10.24,91.39,82.8,82.88,83.85,1.47,3.59,-68.12,12.13,7241600000.0,7241600000.0,-0.48,-0.39,83.69,51.7
80,301308,江波龙,330.12,7.88,24.12,245495.0,7810744668.91,10.7,330.25,297.5,297.98,306.0,1.43,8.95,145.62,18.38,138368235542.0,90582996138.0,-0.01,0.06,36.48,34.83
81,603226,菲林格尔,35.34,7.81,2.56,71572.0,244248621.0,9.91,35.68,32.43,32.79,32.78,1.12,2.01,-269.3,13.84,12563079152.0,12563079152.0,0.0,-0.03,-1.67,11.76
82,300191,潜能恒信,49.23,7.8,3.56,587916.0,3070687471.51,13.16,54.8,48.79,52.6,45.67,1.31,26.58,-649.59,14.83,15753600000.0,10889429850.0,0.06,0.04,166.25,166.4
83,002053,云南能投,13.01,7.79,0.94,436167.0,552924822.36,9.69,13.25,12.08,12.15,12.07,3.21,4.74,39.59,1.62,11978690327.0,11978605436.0,-0.08,0.0,12.16,12.93
84,688390,固德威,101.0,7.68,7.2,161476.0,1598900620.0,9.94,102.85,93.53,94.0,93.8,1.03,6.64,180.42,8.95,24549283917.0,24549283917.0,0.21,0.42,90.64,62.56
85,605286,同力天启,45.74,7.65,3.25,134963.0,616849605.0,6.17,46.74,44.12,44.12,42.49,6.24,8.03,29.89,3.62,7684320000.0,7684320000.0,-0.02,-0.02,12.91,12.63
86,300077,国民技术,21.97,7.64,1.56,539185.0,1145475909.02,12.93,22.44,19.8,20.05,20.41,1.82,9.52,-130.3,13.32,12811293599.0,12442212978.0,0.0,0.0,2.42,8.65
87,301042,安联锐视,95.03,7.62,6.73,31159.0,284536364.04,10.09,95.8,86.89,88.36,88.3,2.25,4.72,327.65,6.3,6625831522.0,6273959190.0,0.24,0.53,31.8,7.99
88,600589,大位科技,12.19,7.59,0.86,3881611.0,4579532436.0,11.12,12.36,11.1,11.2,11.33,1.49,26.25,356.9,25.45,18098125959.0,18022547959.0,0.08,0.66,60.82,70.25
89,920493,并行科技,177.83,7.57,12.52,62820.0,1089032006.26,16.9,188.0,160.06,161.0,165.31,2.12,14.34,486.82,24.36,10618123491.0,7788322348.0,0.04,-0.03,30.54,34.16
90,605117,德业股份,124.5,7.38,8.56,242898.0,2964073426.0,10.11,126.5,114.78,115.99,115.94,1.39,2.67,36.16,12.11,113155477706.0,113155477706.0,0.09,-0.14,48.02,44.43
91,605259,绿田机械,23.05,7.26,1.56,84204.0,191272223.0,10.98,23.56,21.2,21.3,21.49,1.9,4.88,14.88,2.22,3975664000.0,3975664000.0,0.09,0.0,6.81,2.99
92,301292,海科新源,57.56,7.23,3.88,162296.0,903928990.6,11.61,58.3,52.07,52.31,53.68,2.11,19.08,-75.13,4.74,12824124982.0,4896551321.0,0.26,0.14,-18.35,-10.63
93,002151,北斗星通,44.84,7.22,3.02,879535.0,3936285679.47,9.33,46.0,42.1,42.3,41.82,2.15,19.86,1008.36,4.72,24344125339.0,19855997772.0,0.02,0.02,46.78,-1.3
94,002812,恩捷股份,65.65,7.18,4.4,421974.0,2670104689.47,10.2,65.9,59.65,60.0,61.25,1.66,5.13,-560.25,2.57,64482751994.0,54005937725.0,0.05,0.06,18.61,15.91
95,600938,中国海油,43.36,7.09,2.87,2134154.0,9411869502.0,3.8,44.54,43.0,44.54,40.49,1.08,7.14,15.16,2.62,2060898804746.0,129646400000.0,0.05,0.05,50.97,43.67
96,688330,宏力达,54.97,7.07,3.63,104165.0,553927075.0,11.53,55.97,50.05,50.74,51.34,1.52,7.44,12.05,1.74,7695800000.0,7695800000.0,0.04,-0.2,41.71,52.15
97,600989,宝丰能源,30.64,7.02,2.01,3168065.0,9873710135.0,4.96,31.49,30.07,31.49,28.63,1.3,4.32,18.83,4.89,224694150400.0,224694150400.0,0.03,-1.29,65.53,56.09
98,000911,广农糖业,7.38,6.96,0.48,358605.0,263116630.27,5.94,7.53,7.12,7.2,6.9,1.75,8.96,-504.49,24.61,2954360257.0,2954360257.0,0.0,-0.14,-8.78,0.96
99,688047,龙芯中科,160.3,6.9,10.34,174698.0,2740787760.0,8.38,162.8,150.23,153.28,149.96,2.82,4.36,-141.69,25.65,64280300000.0,64280300000.0,0.06,0.19,22.65,21.34
100,688319,欧林生物,30.5,6.87,1.96,124015.0,366536794.0,10.44,30.58,27.6,28.22,28.54,1.39,3.06,556.6,13.68,12374121450.0,12364983650.0,0.49,0.33,23.98,20.27
101,603220,中贝通信,29.31,6.85,1.88,917336.0,2635226638.0,8.46,30.1,27.78,28.77,27.43,2.45,21.12,138.64,6.39,15720306975.0,12728170800.0,0.03,0.14,30.97,37.61
102,001337,四川黄金,61.4,6.84,3.93,390131.0,2305689984.8,12.7,62.8,55.5,56.6,57.47,0.95,9.29,52.4,14.89,25788000000.0,25788000000.0,0.02,-0.1,122.54,120.39
103,301205,联特科技,253.83,6.78,16.11,197702.0,4847945721.0,14.31,260.0,225.99,227.33,237.72,1.85,29.09,301.97,20.76,32932919520.0,17249850212.0,0.25,-0.37,109.67,50.63
104,300779,惠城环保,102.6,6.76,6.5,144205.0,1484815378.16,8.29,105.88,97.91,98.0,96.1,2.42,8.95,561.33,15.32,20615756785.0,16522759404.0,0.02,-0.15,-16.07,-21.14
105,002986,宇新股份,17.67,6.7,1.11,526599.0,939022097.07,7.19,18.22,17.03,17.32,16.56,2.04,17.45,-78.6,1.77,6716744997.0,5333467600.0,0.0,-0.06,58.9,64.22
106,603856,东宏股份,14.84,6.69,0.93,120665.0,176583566.0,9.49,15.04,13.72,13.8,13.91,3.13,4.28,18.04,1.55,4185711930.0,4185711930.0,-0.34,0.07,14.24,19.01
107,001314,亿道信息,51.14,6.63,3.18,121617.0,598287955.83,7.65,51.14,47.47,48.0,47.96,4.53,23.48,783.53,3.53,7294302760.0,2649002701.0,0.18,0.35,10.17,14.13
108,600123,兰花科创,7.09,6.62,0.44,1649751.0,1188506404.0,3.91,7.32,7.06,7.1,6.65,2.12,11.2,745.11,0.66,10445271749.0,10445271749.0,0.0,-0.14,10.09,19.97
109,300977,深圳瑞捷,20.96,6.61,1.3,100893.0,213168323.76,12.21,21.8,19.4,19.5,19.66,3.7,10.64,88.21,2.3,3190672198.0,1987051660.0,0.0,0.14,10.26,21.93
110,300603,立昂技术,11.25,6.53,0.69,496943.0,548304558.87,7.67,11.39,10.58,10.7,10.56,2.53,13.29,-65.46,3.73,5228980099.0,4206726045.0,-0.09,0.09,10.84,15.74
111,688328,深科达,42.3,6.42,2.55,128005.0,513731102.0,13.16,42.53,37.3,38.5,39.75,1.93,13.55,159.69,4.81,3995501279.0,3995501279.0,-0.05,-0.09,66.27,44.96
112,688121,卓然股份,12.78,6.41,0.77,139976.0,175086310.0,8.74,12.97,11.92,12.07,12.01,3.25,6.91,40.87,1.18,2985586958.0,2590080004.0,0.0,-0.31,3.48,17.03
113,603985,恒润股份,18.61,6.4,1.12,331884.0,599057105.0,10.58,18.95,17.1,17.33,17.49,2.27,7.53,95.68,2.55,8204367436.0,8204367436.0,0.11,-0.05,33.6,22.11
114,300226,上海钢联,29.1,6.4,1.75,285464.0,805786400.49,9.73,29.24,26.58,27.0,27.35,1.87,9.32,41.52,4.33,9274793380.0,8914949822.0,0.14,0.24,21.1,15.84
115,300677,英科医疗,48.61,6.34,2.9,364918.0,1814795646.54,8.64,51.73,47.78,47.99,45.71,2.55,7.84,25.82,1.75,31827556114.0,22633457749.0,0.12,0.02,12.47,24.96
116,688309,恒誉环保,51.98,6.34,3.1,42478.0,208252539.0,10.6,51.98,46.8,49.32,48.88,1.05,5.35,114.86,5.34,4127277963.0,4127277963.0,0.21,0.54,122.9,115.42
117,688207,格灵深瞳,16.99,6.32,1.01,110997.0,181420496.0,10.89,17.23,15.49,15.78,15.98,1.56,4.29,-24.4,2.34,4399953768.0,4399953768.0,-0.12,-0.06,8.15,11.78
118,300383,光环新网,15.81,6.25,0.93,1928699.0,2913366330.04,11.56,15.97,14.25,14.4,14.88,1.62,10.75,148.42,2.23,28419942911.0,28356090811.0,-0.06,0.13,24.59,26.38
119,002803,吉宏股份,18.85,6.2,1.1,167896.0,312707363.64,8.51,19.17,17.66,17.75,17.75,2.04,5.81,29.53,3.22,8490139679.0,5443318044.0,0.16,0.0,14.94,15.22
120,920207,众诚科技,39.09,6.17,2.27,116696.0,439055321.61,13.8,39.88,34.8,34.89,36.82,1.21,20.72,4580.33,12.1,3603902550.0,2201332554.0,-0.03,-0.76,85.44,74.51
121,300496,中科创达,70.61,6.15,4.09,305797.0,2097605461.63,7.53,71.57,66.56,67.2,66.52,2.2,8.3,106.54,3.23,32535050478.0,26028328104.0,0.0,0.41,7.74,4.61
122,300643,万通智控,22.98,6.05,1.31,268478.0,598542090.76,8.31,23.18,21.38,21.6,21.67,2.28,11.63,31.36,4.2,5314206487.0,5304952809.0,0.09,0.04,21.39,18.21
123,688268,华特气体,72.36,6.05,4.13,93737.0,667973469.0,7.25,72.47,67.52,68.0,68.23,1.43,7.82,60.38,4.3,8682937840.0,8677076680.0,0.04,-0.03,25.17,26.08
124,300763,锦浪科技,94.25,6.01,5.34,273827.0,2530414327.88,8.64,95.49,87.81,88.53,88.91,0.96,8.51,32.51,4.12,37516989591.0,30309994634.0,-0.03,0.16,35.44,31.98
125,605287,德才股份,46.85,6.0,2.65,84169.0,382302191.0,9.55,47.44,43.22,43.33,44.2,0.73,6.01,100.25,4.22,6559000000.0,6559000000.0,-0.13,-0.02,75.27,80.75
126,001267,汇绿生态,41.53,5.97,2.34,787755.0,3079639434.72,15.67,42.14,36.0,37.47,39.19,1.01,13.0,472.86,20.58,32607889077.0,25173795231.0,0.05,0.02,126.44,89.63
127,002380,科远智慧,40.5,5.97,2.28,230033.0,884799352.32,13.21,41.15,36.1,36.65,38.22,1.3,16.23,33.58,3.99,9719661785.0,5740951545.0,-0.34,0.17,55.47,48.9
128,688327,云从科技-UW,15.64,5.96,0.88,493826.0,741005890.0,10.98,15.77,14.15,14.54,14.76,1.33,5.93,-29.81,21.72,16242898853.0,13035017866.0,-0.13,0.26,12.36,8.84
129,002881,美格智能,49.0,5.9,2.73,207028.0,1002224937.07,6.72,50.0,46.89,47.1,46.27,2.41,11.38,85.0,7.65,12826078300.0,8914323530.0,0.02,0.0,0.76,9.96
130,301317,鑫磊股份,59.2,5.87,3.28,143307.0,794421514.19,16.43,60.64,51.45,54.0,55.92,1.55,27.46,18.39,6.92,9305648000.0,3090046594.0,0.24,0.39,88.84,83.62
131,002063,远光软件,7.42,5.85,0.41,3060331.0,2209772341.79,9.42,7.66,7.0,7.11,7.01,4.09,17.35,47.07,3.59,14172686388.0,13086823065.0,-0.13,0.0,21.24,22.24
132,600673,东阳光,40.0,5.82,2.2,2096536.0,7845614065.0,19.18,41.58,34.33,35.0,37.8,2.46,6.98,99.71,12.36,120382202360.0,120062317080.0,0.68,1.14,92.77,78.33
133,600546,山煤国际,12.4,5.8,0.68,1195872.0,1515595567.0,5.2,12.89,12.28,12.38,11.72,2.06,6.03,17.62,1.5,24582456136.0,24582456136.0,0.16,0.08,16.98,22.89
134,601118,海南橡胶,7.86,5.79,0.43,1744566.0,1361762107.0,7.0,8.05,7.53,7.65,7.43,1.82,4.08,-91.68,3.47,33636302484.0,33636302484.0,0.0,0.13,32.55,34.36
135,001203,大中矿业,37.88,5.78,2.07,376836.0,1372119388.72,11.95,38.38,34.1,35.31,35.81,1.0,2.86,73.34,8.92,58073086878.0,49824184967.0,0.0,0.19,41.71,23.59
