序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1072.52,1.105,295.58亿
2,sz002384,东山精密,206.65,-4.989,259.23亿
3,sz000938,紫光股份,42.45,-5.457,226.60亿
4,sz300502,新易盛,497.3,-2.26,224.29亿
5,sh603986,兆易创新,451.96,-3.838,216.70亿
6,sz002156,通富微电,69.82,-6.782,149.83亿
7,sz000977,浪潮信息,87.96,-2.774,145.67亿
8,sh601899,紫金矿业,33.06,2.671,144.97亿
9,sh600584,长电科技,80.81,-5.794,139.53亿
10,sh688256,寒武纪,1249.0,-4.656,137.58亿
11,sz300750,宁德时代,385.99,3.688,136.10亿
12,sh688347,华虹宏力,341.0,-12.578,133.64亿
13,sz001309,德明利,435.0,-4.856,116.99亿
14,sh688981,中芯国际,145.09,-6.749,110.95亿
15,sh688008,澜起科技,225.5,1.121,110.31亿
16,sz300274,阳光电源,117.79,7.131,107.19亿
17,sh600487,亨通光电,55.67,0.998,103.58亿
18,sz000063,中兴通讯,35.92,-4.213,103.45亿
19,sz002371,北方华创,740.0,-3.141,101.39亿
20,sh601138,工业富联,62.88,3.574,100.75亿
