序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688166,博瑞医药,57.66,20.0,9.61,284869,15.26 亿,21.54,57.66,47.31,48.6,48.05,6.73,447.52,9.92,超级真菌
2,600267,海正药业,11.39,10.05,1.04,493332,5.48 亿,9.57,11.39,10.4,10.4,10.35,4.12,9.6,1.53,超级真菌
3,600664,哈药股份,4.44,9.9,0.4,4572963,19.74 亿,10.64,4.44,4.01,4.28,4.04,18.16,25.52,1.98,超级真菌
4,600513,联环药业,23.75,6.6,1.47,561339,12.95 亿,7.5,23.82,22.15,22.95,22.28,19.66,-145.02,5.08,超级真菌
5,000790,华神科技,4.19,5.01,0.2,417599,1.74 亿,9.02,4.33,3.97,4.01,3.99,6.71,-8.16,3.65,超级真菌
6,002422,科伦药业,35.7,4.11,1.41,339414,11.92 亿,4.9,35.79,34.11,34.66,34.29,2.6,33.52,2.36,超级真菌
7,300267,尔康制药,4.14,3.76,0.15,1572954,6.41 亿,5.01,4.14,3.94,4.03,3.99,11.06,161.83,1.91,超级真菌
8,000597,东北制药,5.49,3.0,0.16,372760,2.02 亿,5.07,5.51,5.24,5.35,5.33,2.65,30.13,1.42,超级真菌
9,600276,恒瑞医药,57.73,2.76,1.55,1029480,59.45 亿,2.51,58.45,57.04,57.94,56.18,1.61,49.69,6.25,超级真菌
10,603811,诚意药业,12.28,2.76,0.33,102522,1.25 亿,3.43,12.31,11.9,12.08,11.95,3.13,21.12,3.04,超级真菌
11,600521,华海药业,16.51,2.61,0.42,480915,7.91 亿,3.54,16.66,16.09,16.31,16.09,3.21,92.6,2.62,超级真菌
12,600812,华北制药,5.66,2.35,0.13,374039,2.11 亿,3.8,5.73,5.52,5.6,5.53,2.18,45.95,1.76,超级真菌
13,600789,鲁抗医药,8.48,2.17,0.18,241121,2.03 亿,2.41,8.51,8.31,8.35,8.3,2.68,47.08,1.93,超级真菌
14,600420,国药现代,10.0,1.94,0.19,186211,1.85 亿,2.65,10.05,9.79,9.87,9.81,1.39,14.24,0.97,超级真菌
15,600613,神奇制药,6.4,1.91,0.12,235251,1.50 亿,3.66,6.48,6.25,6.38,6.28,4.91,50.96,1.47,超级真菌
