序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4094.3972,20.496,0.503,4073.9017,4058.1695,4097.415,4052.17,598412203.0,1530325961725,15303.26亿
2,sz399001,深证成指,16205.557,392.686,2.483,15812.871,15811.668,16232.232,15809.651,74457907119.0,1743418559652,17434.19亿
3,Total,沪深总成交额,,,,,,,,,3273744521377,32737.45亿
