序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz000725,京东方Ａ,8.68,9.182,445.57亿
12,sz000021,深科技,64.27,9.191,163.73亿
16,sz002008,大族激光,150.11,6.31,157.02亿
18,sh603019,中科曙光,107.23,10.002,153.52亿
