序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,天融信,002212,0天0板,7.168458938598633,5.98,6.14,5.88亿,69.78亿,70.53亿,8.311262130737305,0.0,093227,6,9.67741870880127,软件开发
2,海星股份,603115,0天0板,3.788135528564453,122.47,129.8,10.72亿,296.24亿,296.24亿,3.5393712520599365,0.04901560768485069,093544,2,12.118644714355469,元件
3,天洋新材,603330,0天0板,5.16304349899292,7.74,8.1,3.22亿,31.48亿,33.49亿,10.161426544189453,0.12936609983444214,093902,1,10.59782600402832,塑料
4,万邦医药,301520,2天1板,15.003538131713867,32.5,33.91,4.73亿,10.63亿,30.28亿,44.11766815185547,0.0,094221,1,10.297239303588867,医疗服务
5,四方科技,603339,0天0板,3.8517441749572754,14.29,15.14,2.93亿,44.22亿,44.22亿,6.59259033203125,-0.34867504239082336,094242,1,11.19186019897461,通用设备
6,北玻股份,002613,0天0板,4.8128342628479,3.92,4.11,4.14亿,30.33亿,43.14亿,13.520838737487793,0.0,094457,1,12.032085418701172,玻璃玻纤
7,中天精装,002989,0天0板,2.999091148376465,34.0,36.31,3.57亿,62.33亿,68.55亿,5.630843162536621,0.0,095218,1,13.056649208068848,装修装饰
8,红星发展,600367,0天0板,9.998251914978027,62.93,62.93,26.00亿,202.62亿,214.67亿,13.208118438720703,0.0,095508,4,10.575074195861816,化学原料
9,同兴达,002845,0天0板,9.698996543884277,16.4,16.45,6.38亿,41.04亿,53.72亿,15.872172355651855,0.12210012972354889,095527,1,10.635451316833496,光学光电
10,天津普林,002134,0天0板,7.112675666809082,30.42,31.24,7.58亿,75.32亿,75.37亿,10.077017784118652,0.03288391977548599,100218,1,11.0563383102417,元件
11,嘉泽新能,601619,0天0板,6.699751853942871,4.3,4.43,4.45亿,104.69亿,125.25亿,4.2296271324157715,-0.23201856017112732,100251,1,11.166253089904785,电力
12,星德胜,603344,0天0板,4.848484516143799,24.22,25.41,1.49亿,13.09亿,47.12亿,11.475852966308594,-0.0412711538374424,100343,1,10.952381134033203,电机Ⅱ
13,电科网安,002268,0天0板,5.0488600730896,12.9,13.51,2.49亿,109.04亿,109.09亿,2.273792028427124,-0.07745933532714844,100424,1,10.586318969726562,计算机设
14,庄园牧场,002910,0天0板,0.36231884360313416,11.08,12.14,5.41亿,18.95亿,21.67亿,28.105266571044922,0.45330914855003357,101700,1,12.137681007385254,饮料乳品
15,卓郎智能,600545,0天0板,7.476635456085205,8.05,8.24,25.30亿,143.93亿,143.93亿,18.195667266845703,0.0,104027,1,14.41922664642334,专用设备
16,大位科技,600589,0天0板,7.903055667877197,10.24,10.44,22.28亿,151.40亿,152.03亿,14.823285102844238,0.0,105114,1,12.01264476776123,IT服务Ⅱ
17,盛视科技,002990,0天0板,6.4690022468566895,79.0,81.62,11.77亿,109.03亿,206.86亿,10.884942054748535,0.0,111718,2,9.218329429626465,计算机设
18,大族激光,002008,0天0板,6.3101983070373535,150.11,155.32,157.02亿,1436.14亿,1545.54亿,10.989871978759766,-0.006661337800323963,130000,1,11.78470230102539,自动化设
19,北京利尔,002392,0天0板,5.905511856079102,8.07,8.38,3.75亿,93.41亿,96.07亿,4.039903163909912,-0.12376237660646439,130048,2,11.679790496826172,装修建材
20,中电港,001287,0天0板,7.0814714431762695,31.15,32.0,16.22亿,236.71亿,236.71亿,6.966789245605469,-0.03209242597222328,130224,1,11.859745979309082,其他电子
21,京东方Ａ,000725,0天0板,9.182390213012695,8.68,8.75,445.57亿,3069.87亿,3215.45亿,14.668702125549316,-0.34443166851997375,130836,2,8.050313949584961,光学光电
22,晶华新材,603683,0天0板,8.10241985321045,30.82,31.36,5.29亿,88.83亿,89.75亿,6.183424949645996,-0.4200322926044464,141213,2,12.486846923828125,化学制品
23,沃尔核材,002130,0天0板,8.095780372619629,18.96,19.29,12.84亿,217.46亿,265.42亿,6.0577073097229,-0.10537407547235489,141406,2,11.573546409606934,其他电子
24,深科技,000021,2天1板,9.191301345825195,64.27,64.75,163.73亿,1011.70亿,1011.85亿,16.90540885925293,0.0,143303,3,12.147468566894531,消费电子
25,赛隆退,002898,0天0板,9.375,0.35,0.35,524.16万,3544.19万,6160.00万,15.908075332641602,0.0,144730,2,15.625,化学制药
26,正帆科技,688596,0天0板,19.87869644165039,79.06,79.14,45.81亿,232.54亿,232.54亿,20.95909881591797,0.0,145628,1,12.934041023254395,专用设备
