序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.34,0.0,245.451,81.58,退市整理的证券
2,002808,恒久退,0.21,0.0,2415.4407,494.3827,退市整理的证券
3,002898,赛隆退,0.35,0.0,1610.8907,524.1643,退市整理的证券
4,300029,天龙退,0.15,0.0,1435.8864,214.938,退市整理的证券
5,000017,深中华A,6.12,20.76,6155.5436,34416.7601,连续三个交易日内，涨幅偏离值累计达20%的证券
6,000021,深科技,64.27,22.04,73304.039,4260609.2821,连续三个交易日内，涨幅偏离值累计达20%的证券
7,001229,魅视科技,36.32,26.09,1998.7634,63007.6058,连续三个交易日内，涨幅偏离值累计达20%的证券
8,002106,莱宝高科,17.52,24.61,20306.8924,325287.8061,连续三个交易日内，涨幅偏离值累计达20%的证券
9,002182,宝武镁业,15.57,24.61,17528.644,247587.6753,连续三个交易日内，涨幅偏离值累计达20%的证券
10,002628,成都路桥,5.35,20.65,10887.5908,53701.6697,连续三个交易日内，涨幅偏离值累计达20%的证券
11,003004,声迅股份,81.55,22.37,1484.2282,112601.8117,连续三个交易日内，涨幅偏离值累计达20%的证券
12,600539,狮头股份,16.31,25.9,6729.7158,100184.62,连续三个交易日内，涨幅偏离值累计达20%的证券
13,600545,卓郎智能,8.05,25.44,68743.4954,526073.52,连续三个交易日内，涨幅偏离值累计达20%的证券
14,600552,凯盛科技,32.58,21.7,60018.0453,1861939.01,连续三个交易日内，涨幅偏离值累计达20%的证券
15,600707,彩虹股份,16.89,24.55,91176.2868,1364478.24,连续三个交易日内，涨幅偏离值累计达20%的证券
16,603061,金海通,502.22,26.17,1099.3334,495368.73,连续三个交易日内，涨幅偏离值累计达20%的证券
17,603657,春光科技,27.23,22.3,2547.5292,61205.95,连续三个交易日内，涨幅偏离值累计达20%的证券
18,603983,丸美生物,28.14,27.56,2714.4897,70345.34,连续三个交易日内，涨幅偏离值累计达20%的证券
19,605111,新洁能,99.14,23.28,10948.6922,976234.34,连续三个交易日内，涨幅偏离值累计达20%的证券
20,000048,京基智农,22.09,17.29,3213.7529,68367.2242,振幅值达15%的证券
21,002119,康强电子,39.92,17.38,9548.659,352636.3787,振幅值达15%的证券
22,002167,东方锆业,22.07,19.82,15255.4281,307723.601,振幅值达15%的证券
23,002552,宝鼎科技,61.0,16.04,1785.7022,103660.2367,振幅值达15%的证券
24,002943,宇晶股份,44.23,17.96,2700.1107,126445.3526,振幅值达15%的证券
25,600206,有研新材,66.6,16.33,14487.5389,929878.34,振幅值达15%的证券
26,600353,旭光电子,45.6,17.47,7293.3659,307019.31,振幅值达15%的证券
27,603155,新亚强,28.58,16.31,3543.1394,99426.8,振幅值达15%的证券
28,603261,立航科技,49.95,16.45,553.57,27111.2,振幅值达15%的证券
29,603823,百合花,54.57,22.22,2160.1261,111366.79,振幅值达15%的证券
30,000100,TCL科技,5.82,7.92,117183.0549,665639.9856,涨幅偏离值达7%的证券
31,000938,紫光股份,28.86,7.92,16786.6097,469848.1943,涨幅偏离值达7%的证券
32,002202,金风科技,23.9,7.92,20602.3999,487502.2659,涨幅偏离值达7%的证券
33,002407,多氟多,50.23,7.92,18836.9951,939266.8642,涨幅偏离值达7%的证券
34,002600,领益智造,17.34,7.92,30315.4025,510854.8477,涨幅偏离值达7%的证券
35,200725,京东方B,5.96,7.82,1160.5797,5893.1379,涨幅偏离值达7%的证券
36,603222,济民健康,8.45,9.52,964.798,8071.22,涨幅偏离值达7%的证券
37,603577,汇金通,9.42,9.54,864.282,7889.84,涨幅偏离值达7%的证券
38,603928,兴业股份,14.8,9.53,1300.5515,18933.19,涨幅偏离值达7%的证券
39,605018,长华集团,14.91,9.53,1336.934,19035.05,涨幅偏离值达7%的证券
40,000636,风华高科,72.24,-12.08,4472.26,323076.0624,跌幅偏离值达7%的证券
41,000703,恒逸石化,13.57,-11.61,17286.0212,236125.7979,跌幅偏离值达7%的证券
42,000766,通化金马,19.4,-12.08,1949.8773,38307.2015,跌幅偏离值达7%的证券
43,002674,兴业科技,28.53,-12.08,683.5,19500.7249,跌幅偏离值达7%的证券
44,002971,和远气体,62.0,-12.06,2936.852,184278.6819,跌幅偏离值达7%的证券
45,200468,宁通信B,2.93,-9.96,85.6479,224.2378,跌幅偏离值达7%的证券
46,600566,济川药业,22.19,-10.48,1547.8339,34768.54,跌幅偏离值达7%的证券
47,600791,京能置业,8.74,-10.49,2674.4678,24445.65,跌幅偏离值达7%的证券
48,603262,技源集团,24.62,-10.52,728.7013,18540.69,跌幅偏离值达7%的证券
49,605098,行动教育,54.16,-9.77,303.398,17042.57,跌幅偏离值达7%的证券
50,605318,法狮龙,112.86,-10.5,674.2373,78238.5,跌幅偏离值达7%的证券
51,600996,贵广网络,6.94,-20.68,12037.1118,91455.73,连续三个交易日内，跌幅偏离值累计达20%的证券
52,603637,镇海股份,15.26,-20.01,3903.4448,63827.17,连续三个交易日内，跌幅偏离值累计达20%的证券
53,605255,天普股份,65.79,-20.46,591.922,41952.73,连续三个交易日内，跌幅偏离值累计达20%的证券
54,001237,惠康科技,71.72,30.51,1063.5994,74080.9447,换手率达20%的证券
55,002354,天娱数科,9.3,33.07,53801.0577,499917.4005,换手率达20%的证券
56,002910,庄园牧场,11.08,28.11,4807.7416,54066.7887,换手率达20%的证券
57,002962,五方光电,21.98,30.92,6468.4865,138844.0043,换手率达20%的证券
58,603399,永杉锂业,22.48,21.09,10806.6123,238327.72,换手率达20%的证券
59,603407,长裕集团,106.02,30.92,1110.4393,113886.93,换手率达20%的证券
60,603435,嘉德利,68.26,22.8,813.7536,54979.49,换手率达20%的证券
61,603459,红板科技,112.21,39.8,3146.063,333748.14,换手率达20%的证券
62,920072,科莱瑞迪,37.85,60.74,878.6744,33671.0,换手率达20%的证券
63,920083,金戈新材,50.6,26.7,536.3077,26495.05,换手率达20%的证券
64,920367,新赣江,22.42,26.5,1112.6962,23838.22,换手率达20%的证券
65,920662,方盛股份,26.91,26.27,709.4305,18092.7,换手率达20%的证券
66,300162,雷曼光电,13.81,37.47,34058.0388,432836.7997,
67,300540,蜀道装备,37.9,49.96,10860.1548,346992.905,
68,301045,天禄科技,89.08,35.67,2135.0573,162011.6936,
69,301307,美利信,75.29,30.52,5217.3926,361862.8869,
70,301520,万邦医药,32.5,35.14,1685.4575,54167.2242,
71,688503,聚和材料,132.7,31.07,6863.3595,782797.39,
