序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3952.179,-4.392,-0.111,3956.571,3950.2368,3970.3095,3947.7981,510581645.0,970365152113,9703.65亿
2,sz399001,深证成指,13953.065,-95.811,-0.682,14048.876,14019.277,14148.684,13949.618,63034607975.0,1131349872246,11313.50亿
3,Total,沪深总成交额,,,,,,,,,2101715024359,21017.15亿
