序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,深中华A,000017,7,7天7板,9.990394592285156,11.45,12.53亿,50.47亿,78.91亿,25.082805633544922,10069130,093300,144706,14,饰品
2,海鸥住工,002084,5,5天5板,10.056926727294922,5.8,3900.21万,37.39亿,37.47亿,1.0431482791900635,360809920,092500,092500,0,家居用品
3,冀衡医药,002742,4,10天5板,10.052909851074219,6.24,13.45亿,32.69亿,42.69亿,41.97233581542969,41307196,093000,143857,3,化学制药
4,捷荣技术,002855,4,4天4板,9.992486953735352,14.64,7503.15万,36.05亿,36.08亿,2.081451416015625,63064728,092500,092500,0,消费电子
5,万向德农,600371,4,9天6板,10.009532928466797,11.54,5664.58万,33.76亿,33.76亿,1.6777215003967285,163270874,092502,092502,0,种植业
6,锦龙股份,000712,3,3天3板,9.972041130065918,11.8,1.79亿,105.70亿,105.73亿,1.6920617818832397,237252275,092500,092500,0,证券Ⅱ
7,新农股份,002942,3,3天3板,9.994739532470703,20.91,5.12亿,29.01亿,32.51亿,18.389476776123047,13286214,092500,140357,3,农化制品
8,千金药业,600479,3,3天3板,9.983498573303223,13.33,13.92亿,55.79亿,65.61亿,25.61577033996582,47124255,093427,142121,10,中药Ⅱ
9,昊华科技,600378,2,2天2板,10.008254051208496,53.31,29.76亿,571.78亿,687.70亿,5.205942630767822,431331956,092502,094526,3,化学制品
10,新赛股份,600540,2,2天2板,10.0217866897583,5.05,2609.04万,29.36亿,29.36亿,0.8886521458625793,189528424,092503,092503,0,种植业
11,海鸥股份,603269,2,2天2板,10.019841194152832,22.18,3.42亿,95.81亿,95.81亿,3.5946226119995117,64238314,093113,093228,1,通用设备
12,中安科,600654,2,2天2板,10.0,3.63,4.23亿,84.12亿,103.29亿,5.031227111816406,125670948,092503,093321,1,软件开发
13,莱绅通灵,603900,2,2天2板,9.943977355957031,7.85,1.75亿,26.90亿,26.92亿,6.508481025695801,62234800,093001,093001,0,饰品
14,花溪科技,920895,2,2天2板,29.96923065185547,21.12,1.93亿,6.07亿,11.94亿,38.169036865234375,13183779,111125,133116,1,专用设备
15,合锻智能,603011,2,2天2板,9.984089851379395,27.65,22.04亿,136.71亿,136.71亿,16.5865421295166,45887940,095241,144541,10,专用设备
16,香江控股,600162,2,2天2板,10.061601638793945,5.36,8.11亿,175.19亿,175.19亿,4.694637775421143,70204004,093620,134920,4,房地产开
17,星网锐捷,002396,2,6天3板,10.014991760253906,36.69,41.41亿,277.90亿,279.05亿,15.157744407653809,144942377,093609,145251,7,通信设备
18,沃特股份,002886,2,6天3板,10.0,26.4,1.12亿,55.20亿,69.49亿,2.030102014541626,265290960,092500,092500,0,塑料
19,久其软件,002279,1,首板,9.984399795532227,7.05,3.23亿,56.12亿,60.79亿,5.8414483070373535,122216685,093257,093257,0,软件开发
20,时代出版,600551,1,首板,9.970674514770508,7.5,1.38亿,50.85亿,50.85亿,2.7304041385650635,33831150,093050,093302,1,出版
21,德尔未来,002631,1,首板,10.0217866897583,10.1,9.64亿,80.16亿,80.53亿,12.116863250732422,25298954,093000,130818,9,家居用品
22,鼎捷数智,300378,1,首板,19.99359130859375,37.45,5.18亿,100.93亿,101.70亿,5.182827949523926,99647709,093024,093024,0,软件开发
23,天娱数科,002354,1,首板,9.943977355957031,7.85,7.19亿,127.72亿,129.88亿,5.627326488494873,529592768,093000,093000,0,广告营销
24,福达合金,603045,1,首板,9.9946928024292,62.18,3.80亿,84.22亿,84.22亿,4.5801801681518555,56924111,093512,093539,1,金属新材
25,竞业达,003005,1,首板,10.029282569885254,15.03,9033.65万,20.17亿,34.78亿,4.543655872344971,39736449,093609,093609,0,IT服务Ⅱ
