序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,锡华科技,603248,4,4天4板,9.982094764709473,24.57,5.65亿,17.57亿,113.02亿,33.2144660949707,48929213,093058,095255,1,风电设备
2,华瓷股份,001216,4,4天4板,10.01006031036377,21.87,4.96亿,53.98亿,63.85亿,9.296019554138184,98271095,093009,095639,1,家居用品
3,内蒙新华,603230,3,3天3板,10.040816307067871,13.48,8.67亿,47.65亿,47.65亿,18.46648406982422,32045451,092501,141307,6,出版
4,世联行,002285,3,3天3板,9.885931968688965,2.89,7.11亿,57.19亿,57.59亿,12.889113426208496,41009813,093515,132506,1,房地产服
5,华纺股份,600448,2,2天2板,9.937888145446777,3.54,1.71亿,22.30亿,22.30亿,7.669580936431885,68793457,092501,092501,0,纺织制造
6,经纬股份,301390,2,2天2板,20.0,54.0,2.39亿,26.49亿,32.40亿,9.017542839050293,98828640,092500,092500,0,工程咨询
7,科森科技,603626,2,5天3板,10.0046968460083,23.42,15.65亿,129.95亿,129.95亿,12.178646087646484,63193951,093141,110517,5,消费电子
8,新宏泽,002836,2,2天2板,9.963099479675293,11.92,1.48亿,27.46亿,27.46亿,5.49567174911499,278374578,093400,093633,2,包装印刷
9,南华生物,000504,2,2天2板,10.0,10.01,1.88亿,32.95亿,33.04亿,5.747257232666016,75129054,093009,093139,1,医疗服务
10,龙头股份,600630,2,2天2板,9.94694995880127,8.29,3.27亿,35.22亿,35.22亿,9.330074310302734,84059820,093023,093411,1,服装家纺
11,金健米业,600127,2,2天2板,9.984639167785645,14.32,41.61亿,91.90亿,91.90亿,47.06491470336914,31688728,104156,142417,35,农产品加
12,华软科技,002453,2,2天2板,10.103093147277832,5.34,4.47亿,34.34亿,43.38亿,13.440363883972168,39242575,092500,104115,1,化学制品
13,福龙马,603686,1,首板,10.028449058532715,15.47,3.48亿,64.27亿,64.27亿,5.411704063415527,133395272,093002,093002,0,环境治理
14,百通能源,001376,1,首板,9.991312026977539,12.66,1.47亿,27.22亿,61.86亿,5.414848804473877,106626318,092500,092500,0,电力
15,中电鑫龙,002298,1,首板,10.024450302124023,9.0,4.13亿,59.88亿,66.61亿,6.945181369781494,79160967,093336,093354,1,电网设备
16,海安集团,001233,1,首板,9.990346908569336,45.58,1.47亿,17.19亿,84.77亿,8.610479354858398,14361984,093239,094148,3,汽车零部
17,瑞康医药,002589,1,首板,10.1010103225708,3.27,3.14亿,44.65亿,49.20亿,7.116412162780762,48221709,093503,093503,0,医药商业
18,国脉文化,600640,1,首板,10.03649616241455,12.06,2.82亿,95.46亿,95.46亿,3.0165693759918213,39756441,093500,101251,1,广告营销
19,大亚圣象,000910,1,首板,10.058026313781738,5.69,5970.65万,31.14亿,31.15亿,1.9483506679534912,45739065,093733,093803,1,家居用品
20,天津普林,002134,1,首板,9.983766555786133,27.1,8.83亿,66.86亿,67.16亿,13.354762077331543,39796350,093827,102745,5,元件
21,肯特催化,603120,1,首板,9.994426727294922,59.21,3.36亿,22.44亿,53.53亿,15.126148223876953,32214325,093841,094853,2,化学制品
22,三羊马,001317,1,首板,10.010090827941895,54.51,2.01亿,46.61亿,46.64亿,4.4138641357421875,113021143,093542,093542,0,铁路公路
23,海量数据,603138,1,首板,10.035335540771484,15.57,3.78亿,44.89亿,45.72亿,8.58446979522705,74182797,094057,094142,1,IT服务Ⅱ
24,会稽山,601579,1,8天4板,10.01675033569336,32.84,7.28亿,157.46亿,157.46亿,4.76100492477417,56054596,094207,094304,1,非白酒
25,华塑控股,000509,1,首板,9.91253662109375,3.77,3.09亿,40.46亿,40.46亿,7.719494342803955,14737684,094330,132921,5,光学光电
26,威星智能,002849,1,首板,10.016242027282715,20.32,5.45亿,44.44亿,44.83亿,12.425174713134766,13435584,094403,110024,5,通用设备
27,远 望 谷,002161,1,6天3板,10.015174865722656,7.25,3.81亿,53.62亿,53.63亿,7.327219486236572,82801815,094415,094415,0,其他电子
28,和顺石油,603353,1,4天2板,9.990938186645508,48.55,5.83亿,82.74亿,82.74亿,7.201042175292969,25002279,094459,103026,5,炼化及贸
29,太阳电缆,002300,1,3天2板,10.02538013458252,8.67,6.49亿,62.62亿,62.63亿,10.632800102233887,77512531,094509,094509,0,电网设备
30,诚邦股份,603316,1,首板,10.019776344299316,16.69,6.73亿,44.11亿,45.06亿,15.49608325958252,39868571,093914,100605,3,半导体
31,陕西旅游,603402,1,首板,10.00856876373291,64.19,2.61亿,16.13亿,64.53亿,16.597742080688477,43884841,094519,094519,0,旅游及景
32,航天动力,600343,1,首板,10.0,21.67,7.37亿,138.30亿,138.30亿,5.456145286560059,71521444,094526,094526,0,通用设备
33,浩瀚深度,688292,1,首板,20.020854949951172,23.02,2.36亿,36.45亿,36.45亿,6.8113250732421875,68637375,094550,094550,0,计算机设
