序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,中材科技,002080,0天0板,2.6069176197052,60.22,64.56,68.73亿,1010.57亿,1010.57亿,6.7050981521606445,0.0,092500,1,11.518146514892578,玻璃玻纤
2,中晶科技,003026,4天3板,0.5405405759811401,37.2,40.7,22.26亿,53.63亿,70.52亿,39.654319763183594,0.0,092500,3,10.675675392150879,半导体
3,贝瑞基因,000710,0天0板,5.971897125244141,9.05,9.39,3.48亿,30.37亿,31.99亿,11.252179145812988,0.0,093212,1,8.196721076965332,医疗服务
4,双成药业,002693,0天0板,3.4792368412017822,9.22,9.8,4.07亿,37.89亿,38.23亿,10.483370780944824,0.0,093406,2,9.988776206970215,化学制药
5,沃顿科技,000920,2天1板,4.196357727050781,13.16,13.89,7.61亿,62.19亿,62.20亿,12.000529289245605,0.0,093445,2,7.363420486450195,塑料
6,华升股份,600156,0天0板,5.046948432922363,8.95,9.37,2.61亿,35.99亿,35.99亿,7.218484878540039,0.0,093639,1,9.74178409576416,纺织制造
7,铭普光磁,002902,0天0板,6.995884895324707,31.2,32.08,20.58亿,58.18亿,73.32亿,35.20815658569336,0.0,093757,7,8.26474666595459,通信设备
8,王子新材,002735,0天0板,7.379767894744873,12.95,13.27,8.10亿,36.92亿,48.60亿,21.875864028930664,0.0,094045,2,9.28689956665039,包装印刷
9,闽东电力,000993,8天6板,9.070673942565918,19.6,19.77,20.88亿,89.76亿,89.76亿,23.508142471313477,0.0,094524,11,8.180299758911133,电力
10,澳洋健康,002172,0天0板,4.970178604125977,5.28,5.53,13.47亿,40.40亿,40.43亿,33.12925720214844,0.0,095718,1,12.127236366271973,医疗服务
11,百普赛斯,301080,0天0板,10.273972511291504,109.48,119.14,22.50亿,138.86亿,183.58亿,15.915246963500977,0.0,095842,1,17.596696853637695,生物制品
12,中闽能源,600163,0天0板,4.215851306915283,6.18,6.52,10.35亿,117.61亿,117.61亿,8.674922943115234,0.0,095842,3,11.129847526550293,电力
13,泓博医药,301230,0天0板,10.758099555969238,35.21,38.15,13.31亿,57.30亿,63.71亿,23.067943572998047,0.0,095848,1,19.125511169433594,医疗服务
14,海洋王,002724,0天0板,4.392386436462402,7.13,7.51,3.80亿,40.39亿,55.01亿,9.33541202545166,0.0,102106,1,11.127379417419434,照明设备
15,古越龙山,600059,0天0板,8.629441261291504,10.7,10.84,11.59亿,97.54亿,97.54亿,12.058136940002441,0.0,103500,9,12.081218719482422,非白酒
16,德创环保,603177,0天0板,7.89724063873291,11.34,11.56,1.13亿,23.16亿,23.16亿,4.952246189117432,0.0,105548,2,9.705042839050293,环境治理
17,南宁百货,600712,0天0板,5.731225490570068,5.35,5.57,3.85亿,28.82亿,29.14亿,13.331852912902832,0.0,110052,2,10.474308967590332,一般零售
18,佰奥智能,300836,0天0板,19.420068740844727,62.6,62.9,4.99亿,39.72亿,58.02亿,13.15127944946289,0.0,110157,4,19.496376037597656,专用设备
19,先锋电子,002767,0天0板,3.630175828933716,18.27,19.39,9730.36万,23.80亿,27.41亿,4.06051778793335,0.0,111048,1,10.26659107208252,通用设备
20,华东重机,002685,0天0板,6.591337203979492,5.66,5.84,5.22亿,57.03亿,57.04亿,9.207932472229004,0.0,112048,2,10.54613971710205,工程机械
21,德尔未来,002631,4天2板,9.975062370300293,13.23,13.23,12.62亿,105.01亿,105.48亿,12.35740852355957,0.0,130012,6,10.22443962097168,家居用品
22,东微半导,688261,0天0板,15.157090187072754,81.37,84.79,13.04亿,99.35亿,99.80亿,13.261612892150879,0.0,130052,2,15.992074966430664,半导体
23,陕鼓动力,601369,0天0板,7.380952835083008,9.02,9.24,3.68亿,153.90亿,155.31亿,2.447242021560669,0.0,134700,1,11.071428298950195,专用设备
24,华体科技,603679,0天0板,8.474576950073242,25.6,25.96,4.17亿,45.49亿,45.49亿,9.280932426452637,0.0,140454,3,10.423728942871094,光学光电
25,新城控股,601155,0天0板,9.874326705932617,12.24,12.25,4.73亿,276.09亿,276.09亿,1.7680037021636963,0.0,142232,7,10.41292667388916,房地产开
