序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,艾艾精工,603580,0天0板,2.1328957080841064,24.9,26.82,1.23亿,32.54亿,32.54亿,3.65377140045166,-0.4000000059604645,092502,1,13.37161636352539,塑料
2,韵达股份,002120,0天0板,8.176100730895996,6.88,7.0,7.03亿,193.68亿,199.47亿,3.6487672328948975,-0.14513787627220154,093000,1,6.4465413093566895,物流
3,华孚时尚,002042,0天0板,6.45161247253418,3.63,3.75,2.20亿,61.73亿,61.73亿,3.5121893882751465,-0.2747252881526947,093018,1,8.797654151916504,纺织制造
4,兴业股份,603928,4天3板,-2.702702760696411,14.4,16.28,11.12亿,49.06亿,49.06亿,21.28187370300293,-0.0693962499499321,093030,1,14.45945930480957,塑料
5,春晖智控,300943,0天0板,4.5606231689453125,47.0,53.94,15.99亿,62.71亿,95.80亿,24.493467330932617,0.0,093245,2,18.420467376708984,通用设备
6,长源东谷,603950,3天2板,3.3992655277252197,87.3,92.87,16.23亿,282.74亿,282.97亿,5.608188152313232,-0.5128205418586731,093307,2,8.966007232666016,汽车零部
7,键邦股份,603285,0天0板,-1.383619785308838,44.19,49.29,4.78亿,27.53亿,70.70亿,16.395524978637695,-0.40567949414253235,093348,4,12.58647632598877,化学制品
8,京泉华,002885,0天0板,-2.3984336853027344,39.88,44.95,15.21亿,94.62亿,108.04亿,15.199360847473145,0.15067805349826813,093439,1,13.901126861572266,其他电子
9,金瑞矿业,600714,0天0板,0.9741840958595276,20.73,22.58,8.97亿,59.74亿,59.74亿,14.737160682678223,0.09657170623540878,093918,1,13.00535774230957,化学原料
10,恒银科技,603106,0天0板,6.6187052726745605,7.41,7.65,1.37亿,38.57亿,38.57亿,3.5381886959075928,0.0,094135,1,11.079136848449707,计算机设
11,蜀道装备,300540,4天2板,14.010554313659668,43.21,45.48,19.35亿,89.33亿,98.34亿,21.355716705322266,0.0,094218,17,18.944591522216797,专用设备
12,火炬电子,603678,0天0板,5.421687126159668,87.5,91.3,45.36亿,416.12亿,416.12亿,10.821992874145508,0.26354989409446716,094728,1,8.795181274414062,军工电子
13,万泽股份,000534,0天0板,7.309941291809082,29.36,30.1,10.36亿,147.07亿,149.60亿,7.025014400482178,0.0,094730,3,7.638888835906982,生物制品
14,合锻智能,603011,0天0板,1.602176547050476,33.61,36.39,23.05亿,166.17亿,166.17亿,13.446829795837402,0.20870600640773773,094840,2,12.091897964477539,专用设备
15,申昊科技,300853,0天0板,9.776626586914062,33.91,37.07,7.05亿,33.34亿,49.83亿,20.462665557861328,0.0,094903,4,20.29783058166504,电网设备
16,超声电子,000823,12天6板,1.3645224571228027,26.0,28.22,44.41亿,154.68亿,154.69亿,27.887256622314453,0.03847633674740791,094948,1,11.539960861206055,元件
17,振华股份,603067,2天1板,6.934543132781982,49.5,50.92,34.08亿,373.99亿,373.99亿,9.016372680664062,0.0,094950,5,6.804924964904785,化学原料
18,昊华科技,600378,3天2板,7.4555583000183105,81.0,82.92,111.45亿,868.78亿,1044.90亿,12.742073059082031,-0.9779951572418213,095222,18,8.105598449707031,化学制品
19,辉丰股份,002496,0天0板,7.567567348480225,1.99,2.04,1.56亿,23.51亿,30.00亿,6.65919828414917,-0.5,095527,2,9.729729652404785,农化制品
20,钒钛股份,000629,0天0板,6.2874250411987305,3.55,3.67,16.87亿,329.81亿,329.83亿,5.075686931610107,0.0,095633,2,10.7784423828125,冶钢原料
21,豫光金铅,600531,0天0板,6.5718159675598145,15.73,16.24,22.59亿,190.22亿,190.22亿,11.840831756591797,0.19108280539512634,095724,8,11.924118995666504,工业金属
22,盈新发展,000620,4天2板,10.0,3.85,3.85,31.41亿,179.86亿,226.06亿,17.992002487182617,0.0,100121,26,11.142857551574707,房地产开
23,瑞玛精密,002976,0天0板,7.063492298126221,26.98,27.72,4.85亿,32.84亿,52.51亿,14.928841590881348,0.44676098227500916,100609,1,11.468254089355469,汽车零部
24,新金路,000510,0天0板,-0.3220611810684204,24.76,27.32,24.88亿,150.20亿,160.58亿,15.944029808044434,0.4462474584579468,101130,1,11.795491218566895,化学原料
25,盛剑科技,603324,0天0板,7.8813886642456055,55.3,56.39,10.81亿,81.67亿,81.67亿,13.399032592773438,-0.16248419880867004,101157,7,12.075692176818848,环保设备
26,株冶集团,600961,0天0板,8.984253883361816,35.3,35.63,36.89亿,265.39亿,378.72亿,14.139671325683594,0.02833663858473301,101454,7,12.009880065917969,工业金属
27,阳谷华泰,300121,0天0板,20.0,15.12,15.12,14.86亿,64.93亿,67.32亿,23.723743438720703,0.0,101933,17,21.190475463867188,橡胶
28,龙图光罩,688721,0天0板,18.60226058959961,69.24,70.06,11.54亿,37.03亿,92.44亿,31.83609390258789,0.0,102143,6,18.94484519958496,半导体
29,江化微,603078,2天1板,6.5560503005981445,52.66,54.36,35.69亿,203.08亿,203.08亿,17.625383377075195,0.03799392282962799,102312,1,8.822339057922363,电子化学
30,德生科技,002908,0天0板,6.003159523010254,6.71,6.96,1.31亿,21.60亿,28.95亿,6.074903964996338,-0.1488095223903656,102406,1,10.7424955368042,IT服务Ⅱ
31,京仪装备,688652,0天0板,12.40445613861084,225.0,240.2,37.99亿,271.69亿,378.00亿,14.10846996307373,0.0,102550,3,19.323575973510742,半导体
32,诚邦股份,603316,0天0板,6.847984313964844,22.0,22.65,7.47亿,58.14亿,58.14亿,12.83297348022461,0.04547521471977234,102859,2,10.247693061828613,基础建设
33,星光股份,002076,0天0板,7.339449405670166,2.34,2.4,2.32亿,24.39亿,25.95亿,9.539029121398926,0.0,103027,21,10.550458908081055,照明设备
34,交运股份,600676,0天0板,6.471494674682617,6.91,7.14,2.04亿,71.07亿,71.07亿,2.845883846282959,0.2902757525444031,103330,1,10.93990707397461,汽车服务
35,唐人神,002567,0天0板,6.567164421081543,3.57,3.69,2.25亿,51.11亿,51.16亿,4.40826940536499,-0.2793295979499817,104136,1,10.447761535644531,饲料
36,济高发展,600807,0天0板,6.837607383728027,2.5,2.57,9708.28万,19.68亿,22.12亿,4.937317371368408,-0.39840638637542725,104550,1,11.538461685180664,医疗器械
37,大智慧,601519,0天0板,6.6048665046691895,9.2,9.49,9.83亿,183.00亿,183.00亿,5.3677802085876465,0.0,104707,1,11.239860534667969,软件开发
38,大禹生物,920970,0天0板,26.829269409179688,6.76,6.92,1.21亿,4.74亿,7.49亿,26.72462272644043,-0.7342143654823303,105002,2,30.956850051879883,动物保健
39,南卫股份,603880,0天0板,2.8328611850738525,7.26,7.77,2.21亿,20.98亿,20.98亿,10.40366268157959,-0.13755157589912415,105128,1,14.022663116455078,医疗器械
40,皖维高新,600063,0天0板,8.289473533630371,8.23,8.36,20.63亿,170.29亿,170.29亿,12.241775512695312,-0.12135922163724899,105545,2,10.657894134521484,化学纤维
41,麒盛科技,603610,0天0板,3.6191537380218506,18.61,19.76,3.38亿,65.69亿,65.69亿,5.039669036865234,0.21540117263793945,105943,2,11.302895545959473,家居用品
42,海晨股份,300873,2天1板,20.016714096069336,28.72,28.72,15.24亿,67.18亿,66.23亿,23.496234893798828,0.0,110003,4,11.951525688171387,物流
43,银河微电,688689,0天0板,19.746599197387695,77.5,77.66,17.95亿,102.05亿,100.36亿,19.66944694519043,0.0,110341,3,27.364030838012695,半导体
44,新化股份,603867,0天0板,8.987757682800293,36.5,36.84,5.63亿,78.73亿,79.38亿,7.371338367462158,-0.0547645166516304,110521,1,11.466109275817871,化学制品
45,永和股份,605020,0天0板,8.030451774597168,43.99,44.79,25.53亿,221.24亿,224.71亿,11.667351722717285,0.0,110713,1,9.111001968383789,化学制品
46,巨力索具,002342,0天0板,7.0409135818481445,11.25,11.56,23.92亿,107.40亿,108.00亿,22.453365325927734,0.0,110903,1,11.227402687072754,通用设备
47,东方嘉盛,002889,0天0板,8.108107566833496,11.2,11.4,9853.76万,28.14亿,42.30亿,3.5385682582855225,-0.08920606225728989,110927,1,10.61776065826416,物流
48,波长光电,301421,0天0板,16.851762771606445,121.0,124.26,22.78亿,56.03亿,140.02亿,41.6905632019043,0.0,110951,3,18.647994995117188,光学光电
49,华谊集团,600623,0天0板,7.311028480529785,8.66,8.88,4.66亿,162.46亿,183.55亿,2.9184837341308594,-0.2304147481918335,111203,2,14.002477645874023,化学原料
50,诚志股份,000990,0天0板,8.068459510803223,8.84,9.0,5.31亿,107.43亿,107.43亿,4.982367992401123,-0.11299435049295425,111230,6,9.779951095581055,化学原料
51,优彩资源,002998,0天0板,6.758832931518555,6.95,7.16,2.16亿,18.80亿,24.66亿,11.61164379119873,0.0,112324,1,9.831028938293457,化学纤维
52,步步高,002251,0天0板,6.21301794052124,3.59,3.72,7.29亿,77.27亿,96.52亿,9.472692489624023,-0.2777777910232544,112457,2,11.242603302001953,一般零售
53,创新医疗,002173,0天0板,8.974359512329102,17.85,18.02,11.77亿,75.12亿,78.77亿,16.15835952758789,-0.0559910424053669,112727,1,12.94261360168457,医疗服务
54,衢州东峰,601515,0天0板,7.1875,3.43,3.52,1.55亿,66.01亿,66.01亿,2.3548483848571777,-0.2906976640224457,112756,4,10.625,包装印刷
55,城地香江,603887,0天0板,3.640256881713867,9.68,10.27,2.90亿,58.28亿,58.28亿,4.930848598480225,0.0,130209,1,10.920771598815918,IT服务Ⅱ
56,海思科,002653,0天0板,9.978896141052246,72.96,72.97,14.96亿,391.64亿,817.09亿,4.193151950836182,1.1086474657058716,130330,4,18.028337478637695,化学制药
57,宁波韵升,600366,0天0板,8.9237060546875,15.99,16.15,28.63亿,175.74亿,175.74亿,16.499530792236328,-0.0625,130349,9,10.490463256835938,金属新材
58,华锦股份,000059,0天0板,8.266666412353516,4.06,4.13,2.00亿,64.94亿,64.94亿,3.1627731323242188,0.0,130354,1,11.466666221618652,炼化及贸
59,天域生物,603717,0天0板,4.490500450134277,6.05,6.37,2.54亿,17.55亿,17.55亿,14.190510749816895,0.16556291282176971,130406,1,9.15371322631836,基础建设
60,永和智控,002795,0天0板,8.22122573852539,7.24,7.36,2.62亿,31.45亿,31.98亿,8.498953819274902,-0.41265472769737244,130503,1,11.360239028930664,通用设备
61,同兴科技,003027,0天0板,8.777969360351562,18.96,19.17,1.67亿,19.88亿,24.79亿,8.559123992919922,-0.4724409580230713,130615,1,11.646586418151855,环境治理
62,贵州燃气,600903,0天0板,3.9156627655029297,6.9,7.3,3.59亿,80.31亿,80.31亿,4.379067420959473,-0.28901731967926025,130625,3,10.993976593017578,燃气Ⅱ
63,氯碱化工,600618,0天0板,7.263681411743164,10.78,11.06,2.26亿,80.83亿,124.66亿,2.8258843421936035,-0.09267840534448624,130644,1,10.746269226074219,化学原料
64,招商证券,600999,0天0板,8.720378875732422,22.94,23.21,54.63亿,1702.61亿,1994.98亿,3.261928081512451,0.13094718754291534,130715,2,9.952607154846191,证券Ⅱ
65,顶点软件,603383,0天0板,6.739457607269287,28.35,29.22,2.50亿,58.22亿,58.22亿,4.305974960327148,0.10593220591545105,131038,1,10.316265106201172,软件开发
66,财富趋势,688318,0天0板,14.28972053527832,81.5,85.57,13.98亿,292.23亿,292.23亿,4.852084636688232,0.0,131202,1,21.133081436157227,软件开发
67,长江证券,000783,0天0板,8.102563858032227,10.54,10.73,45.27亿,582.87亿,582.87亿,7.901268482208252,0.0,131912,1,11.487178802490234,证券Ⅱ
68,千红制药,002550,0天0板,9.661835670471191,6.81,6.83,4.52亿,64.10亿,87.15亿,7.277529716491699,-0.14662756025791168,132454,6,12.3993558883667,化学制药
69,新华保险,601336,0天0板,9.587663650512695,65.38,65.63,42.67亿,1363.46亿,2039.56亿,3.2135214805603027,0.0,132651,2,11.096211433410645,保险Ⅱ
70,立方制药,003020,0天0板,9.115462303161621,16.16,16.29,1.23亿,27.24亿,36.88亿,4.610009670257568,0.0,133645,1,11.546252250671387,化学制药
71,乐山电力,600644,0天0板,8.860759735107422,8.6,8.69,2.88亿,49.74亿,49.74亿,5.937874794006348,0.0,134604,1,9.873417854309082,电力
72,华森制药,002907,0天0板,6.405426025390625,14.12,14.6,1.74亿,47.42亿,58.96亿,3.744335889816284,-0.07077140361070633,140748,1,12.81085205078125,中药Ⅱ
73,武商集团,000501,0天0板,6.42750358581543,7.12,7.36,1.11亿,54.70亿,54.75亿,2.0473580360412598,0.0,141209,1,10.463377952575684,一般零售
74,新天然气,603393,0天0板,7.099486351013184,22.93,23.55,2.89亿,97.04亿,97.21亿,3.009392261505127,0.0,141338,1,10.69593620300293,燃气Ⅱ
