序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4112.4453,18.048,0.441,4094.3972,4090.7598,4143.3135,4087.5354,672331791.0,1698487572313,16984.88亿
2,sz399001,深证成指,16119.168,-86.389,-0.533,16205.557,16226.975,16332.48,15988.417,87314089113.0,1961503719780,19615.04亿
3,Total,沪深总成交额,,,,,,,,,3659991292093,36599.91亿
