序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1161.16,-3.074,338.92 亿
2,sz300394,天孚通信,455.2,1.707,289.27 亿
3,sh601138,工业富联,73.4,-2.133,273.85 亿
4,sh603986,兆易创新,467.01,-3.311,267.15 亿
5,sh600584,长电科技,82.05,-3.174,265.08 亿
6,sh600487,亨通光电,77.12,9.421,243.18 亿
7,sz300502,新易盛,706.45,-1.655,237.87 亿
8,sh688981,中芯国际,139.91,-8.972,221.38 亿
9,sz300750,宁德时代,424.0,2.002,211.39 亿
10,sz002475,立讯精密,73.29,0.673,198.79 亿
11,sz300476,胜宏科技,368.52,-1.807,198.65 亿
12,sh688256,寒武纪,1310.0,-5.857,194.15 亿
13,sz000725,京东方Ａ,5.11,-10.035,191.36 亿
14,sh688008,澜起科技,253.0,-3.058,189.27 亿
15,sz000988,华工科技,151.92,-8.277,165.80 亿
16,sz002384,东山精密,213.05,-2.717,165.76 亿
17,sz002185,华天科技,19.34,-10.005,162.58 亿
18,sh600522,中天科技,42.19,4.121,160.15 亿
19,sz300274,阳光电源,177.99,-6.365,160.13 亿
20,sz300136,信维通信,98.65,-13.221,143.88 亿
