序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002983,芯瑞达,-9.99635124206543,24.67,2.17 亿,31.62 亿,55.18 亿,45.284942626953125,6.626006126403809,1452273,144833,21999690,1,3,光学光电
2,603391,力聚热能,-9.992565155029297,60.53,1.61 亿,13.77 亿,55.08 亿,367.7901611328125,10.908646583557129,1513250,145054,5998523,1,0,专用设备
3,603286,日盈电子,-9.998373985290527,55.36,3.00 亿,64.01 亿,65.11 亿,-292.2978210449219,4.48903751373291,1539008,144259,11298976,1,1,汽车零部
4,605399,晨光新材,-9.981048583984375,14.25,1.73 亿,44.39 亿,44.49 亿,-57.47221755981445,3.7487947940826416,1695750,141951,10002075,1,0,化学制品
5,001360,南矿集团,-10.0,20.52,2.22 亿,25.75 亿,41.86 亿,80.85906219482422,8.280776977539062,2049948,145215,20489220,1,0,专用设备
6,605069,正和生态,-10.015174865722656,11.86,1.14 亿,25.11 亿,25.11 亿,-48.64643478393555,4.3363847732543945,2510762,144921,15765498,1,0,环境治理
7,002643,万润股份,-10.0,14.85,6.60 亿,135.03 亿,137.06 亿,39.01424026489258,4.750865459442139,3068010,144306,61296344,1,17,电子化学
8,001366,播恩集团,-9.969788551330566,14.9,2.04 亿,23.94 亿,23.94 亿,65.41915130615234,7.994181156158447,5252250,135100,35871750,1,17,饲料
9,000670,盈方微,-10.031023979187012,8.7,9.20 亿,71.50 亿,73.49 亿,-157.03033447265625,12.370760917663574,5824650,143018,76294650,1,0,其他电子
10,603690,至纯科技,-10.00361156463623,24.92,7.82 亿,95.43 亿,95.43 亿,-30.257099151611328,7.903594493865967,6252926,144325,44687539,1,3,半导体
11,603353,和顺石油,-10.003521919250488,51.1,6.65 亿,87.08 亿,87.84 亿,99.50757598876953,7.207777500152588,6443710,135742,103630800,1,15,炼化及贸
12,603067,振华股份,-10.01026725769043,35.06,13.76 亿,264.89 亿,264.89 亿,54.45089340209961,5.04849910736084,6990823,141250,116405154,1,5,化学原料
13,001257,盛龙股份,-10.0,25.2,11.20 亿,34.51 亿,462.66 亿,30.03757667541504,31.191984176635742,7013160,143942,82754275,1,11,小金属
14,603373,安邦护卫,-9.989723205566406,43.79,1.47 亿,19.89 亿,47.09 亿,50.51264572143555,7.103663444519043,7342619,133917,12694721,1,1,专业服务
15,605488,福莱新材,-9.989429473876953,34.06,4.46 亿,94.08 亿,102.82 亿,136.47227478027344,4.596278190612793,7367178,143849,36335208,1,9,塑料
16,002792,通宇通讯,-9.991368293762207,41.71,15.57 亿,140.91 亿,218.49 亿,-422.54461669921875,10.63931941986084,8130780,144503,87048769,1,0,通信设备
17,002990,盛视科技,-10.0,46.53,7.37 亿,64.22 亿,121.84 亿,799.5881958007812,11.063946723937988,10399455,144757,22185504,1,3,计算机设
18,002918,蒙娜丽莎,-10.026738166809082,13.46,5.38 亿,28.83 亿,55.03 亿,-75.89970397949219,17.81023597717285,12828416,132957,122381012,1,44,家居用品
19,002012,凯恩股份,-10.011507987976074,7.82,6.42 亿,36.57 亿,36.57 亿,222.28611755371094,16.436447143554688,14559283,135318,60708059,2,3,造纸
20,603779,威龙股份,-10.0,9.81,6.05 亿,32.58 亿,32.58 亿,-108.599853515625,17.764909744262695,15030882,144607,42700968,1,4,非白酒
21,605500,森林包装,-10.010110855102539,8.9,2.06 亿,36.88 亿,36.88 亿,-313.36737060546875,5.4855427742004395,15296038,141533,35310891,2,0,造纸
22,002669,康达新材,-10.017171859741211,15.72,14.82 亿,47.59 亿,47.69 亿,173.70262145996094,29.253114700317383,16974471,140418,61939944,1,0,化学制品
23,002952,亚世光电,-10.006649017333984,27.07,3.31 亿,35.64 亿,44.49 亿,124.529296875,9.00485897064209,18195100,132854,49902190,1,16,光学光电
24,002442,龙星科技,-10.045661926269531,5.91,4.95 亿,29.12 亿,29.74 亿,84.185791015625,16.80447769165039,20083953,141006,411499116,2,3,橡胶
25,002169,智光电气,-9.972602844238281,16.43,11.11 亿,124.65 亿,128.60 亿,141.0343017578125,8.629664421081543,20918445,142551,77767132,1,5,电网设备
26,002388,新亚制程,-9.91735553741455,5.45,6.56 亿,27.58 亿,27.83 亿,151.4860076904297,22.858116149902344,21120385,141606,25660780,1,0,其他电子
27,002613,北玻股份,-9.959349632263184,4.43,8.15 亿,34.27 亿,48.76 亿,707.1105346679688,22.975261688232422,22187477,133818,92762334,1,2,玻璃玻纤
28,002273,水晶光电,-9.993139266967773,39.36,43.15 亿,536.11 亿,547.35 亿,55.47282791137695,7.781142234802246,23917497,144454,146557391,1,2,光学光电
29,002922,伊戈尔,-10.006346702575684,42.54,16.99 亿,160.38 亿,179.77 亿,65.44216918945312,10.028841018676758,28031945,135203,98207844,1,0,其他电子
30,002585,双星新材,-10.026385307312012,10.23,19.28 亿,90.72 亿,116.76 亿,719.3057250976562,20.183460235595703,30182356,144957,41729346,1,0,塑料
31,000969,安泰科技,-9.992162704467773,22.97,24.13 亿,239.20 亿,241.30 亿,60.80339813232422,9.64493179321289,30264812,143021,148999499,1,6,金属新材
32,603203,快克智能,-10.0,67.5,10.69 亿,168.18 亿,171.36 亿,55.58445358276367,5.957156658172607,31218750,143727,118961325,1,3,自动化设
33,002119,康强电子,-9.980430603027344,23.0,11.72 亿,86.32 亿,86.32 亿,84.7301025390625,13.043394088745117,32399088,143606,47857204,1,0,半导体
34,000509,华塑控股,-9.947644233703613,5.16,15.78 亿,55.37 亿,55.37 亿,-552.0354614257812,26.158052444458008,32794380,132609,229627696,1,23,光学光电
35,002380,科远智慧,-9.990917205810547,39.64,4.68 亿,56.37 亿,95.13 亿,31.191635131835938,7.995734214782715,37729352,133618,17314752,1,1,IT服务Ⅱ
36,002421,达实智能,-10.065646171569824,4.11,26.04 亿,82.34 亿,87.16 亿,-134.3172149658203,29.818172454833984,39387687,141557,212689884,1,11,IT服务Ⅱ
37,600460,士兰微,-9.989593505859375,34.6,64.28 亿,575.77 亿,575.77 亿,68.92572784423828,10.77401065826416,59897132,142830,539957220,1,8,半导体
38,001270,铖昌科技,-10.0,145.8,22.29 亿,298.60 亿,300.52 亿,167.98280334472656,7.2249579429626465,70413235,135800,157631376,1,7,军工电子
39,600707,彩虹股份,-10.036831855773926,9.77,20.28 亿,350.52 亿,350.59 亿,1584.698974609375,5.581196308135986,71736225,135645,104510667,1,0,光学光电
40,002465,海格通信,-10.0,15.84,30.49 亿,392.50 亿,393.12 亿,1686.4925537109375,7.546353340148926,78633925,133745,384448061,1,10,军工电子
41,000962,东方钽业,-10.001508712768555,59.66,17.62 亿,299.29 亿,314.68 亿,144.7578125,5.637411117553711,82845665,135454,136132188,1,0,小金属
42,601958,金钼股份,-9.981378555297852,24.17,31.90 亿,779.87 亿,779.87 亿,21.624099731445312,3.984762668609619,86672798,132740,380026674,1,12,小金属
43,002617,露笑科技,-10.038986206054688,9.23,29.76 亿,173.30 亿,176.22 亿,62.12250518798828,16.448646545410156,88684138,141251,234920245,1,6,电力
44,603290,斯达半导,-10.0,128.7,23.68 亿,308.20 亿,308.20 亿,289.37237548828125,7.344552993774414,91464516,140341,153377066,1,2,半导体
45,002297,博云新材,-10.0,20.61,29.39 亿,118.12 亿,118.12 亿,22.318706512451172,24.243839263916016,177537301,141639,235630788,1,7,航空装备
46,002173,创新医疗,-10.014103889465332,19.14,5.51 亿,80.55 亿,84.46 亿,-83.95911407470703,6.715756416320801,184706435,094436,781403111,1,0,医疗服务
47,603005,晶方科技,-10.0,41.04,48.54 亿,267.65 亿,267.65 亿,102.25597381591797,17.474225997924805,195962470,135335,274358593,1,1,半导体
48,002185,华天科技,-10.004652976989746,19.34,162.58 亿,631.68 亿,631.83 亿,182.00685119628906,24.548471450805664,368702034,144342,483220226,1,1,半导体
49,000725,京东方Ａ,-10.035211563110352,5.11,191.36 亿,1857.06 亿,1892.97 亿,27.719993591308594,9.975838661193848,541649447,141606,984113641,1,3,光学光电
50,603601,再升科技,-9.987250328063965,21.18,19.62 亿,241.95 亿,241.95 亿,422.7860107421875,8.0646390914917,2115436012,093505,33032678634,1,2,专业工程
