序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,皖维高新,600063,2天1板,0.7194244861602783,7.0,7.65,19.71 亿,144.84 亿,144.84 亿,12.914933204650879,-0.7092198133468628,092501,1,10.503597259521484,化学纤维
2,华塑控股,000509,5天4板,-9.947644233703613,5.16,6.3,15.78 亿,55.37 亿,55.37 亿,26.158052444458008,0.0,093003,1,19.895288467407227,光学光电
3,新时达,002527,0天0板,6.439393997192383,14.05,14.52,6.65 亿,74.31 亿,93.16 亿,8.7664155960083,0.0,093039,2,3.8636364936828613,专用设备
4,诚邦股份,603316,0天0板,6.838453769683838,21.56,22.2,16.67 亿,56.98 亿,56.98 亿,28.899667739868164,-0.4157043993473053,093121,7,7.433102130889893,基础建设
5,南华期货,603093,0天0板,6.485962867736816,22.0,22.73,6.08 亿,134.21 亿,157.90 亿,4.455338478088379,-0.2719855010509491,093152,4,6.437560081481934,多元金融
6,黄河旋风,600172,6天4板,-3.5616438388824463,14.08,16.06,62.77 亿,179.70 亿,203.06 亿,32.58361053466797,0.0,093448,2,14.589041709899902,通用设备
7,博杰股份,002975,6天3板,7.462019443511963,144.3,147.71,35.33 亿,198.20 亿,300.33 亿,17.630470275878906,0.22921441495418549,093500,11,6.1140899658203125,自动化设
8,泓禧科技,920857,0天0板,17.723155975341797,18.2,20.09,7998.85 万,13.47 亿,13.47 亿,5.8621931076049805,0.0,093548,1,28.39586067199707,消费电子
9,光电股份,600184,0天0板,5.618860721588135,26.88,28.0,16.56 亿,156.64 亿,156.64 亿,10.338462829589844,0.11173184216022491,093550,2,10.058938980102539,地面兵装
10,江化微,603078,0天0板,3.2738096714019775,34.7,36.96,19.89 亿,133.82 亿,133.82 亿,14.478206634521484,0.0,093701,2,8.809523582458496,电子化学
11,泰坦股份,003036,8天4板,-0.4067891836166382,71.0,78.42,16.08 亿,153.56 亿,153.57 亿,10.078593254089355,0.41012588143348694,093748,2,12.372001647949219,专用设备
12,引力传媒,603598,0天0板,6.425120830535889,22.03,22.77,8.54 亿,59.35 亿,59.41 亿,14.157901763916016,0.0,093835,2,9.1304349899292,广告营销
13,高乐股份,002348,2天1板,5.058099746704102,15.37,16.09,10.11 亿,138.87 亿,145.58 亿,7.131659984588623,0.0651041716337204,093918,4,7.928913116455078,文娱用品
14,卓郎智能,600545,0天0板,3.5479631423950195,7.88,8.37,19.57 亿,140.89 亿,140.89 亿,13.585721015930176,0.1270647943019867,093928,1,9.986859321594238,专用设备
15,欢瑞世纪,000892,0天0板,2.1028037071228027,4.37,4.71,5.19 亿,31.06 亿,42.87 亿,16.417734146118164,0.0,094224,1,12.14953327178955,影视院线
