序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,香江控股,600162,5,5天5板,9.842519760131836,2.79,3.16 亿,91.19 亿,91.19 亿,3.513944149017334,143717377,093052,093052,0,房地产开
2,华电能源,600726,5,5天5板,9.989142417907715,10.13,16.95 亿,757.25 亿,801.01 亿,2.2574942111968994,170611273,093236,095315,6,电力
3,合锻智能,603011,3,3天3板,10.022074699401855,24.92,13.52 亿,123.21 亿,123.21 亿,11.083148002624512,160287209,093156,101847,2,专用设备
4,粤电力Ａ,000539,3,3天3板,10.037175178527832,8.88,10.24 亿,226.92 亿,466.23 亿,4.557493686676025,192638395,093118,093215,1,电力
5,盛剑科技,603324,2,2天2板,10.009624481201172,34.29,5.07 亿,50.64 亿,50.64 亿,10.138910293579102,39772971,093145,102230,2,环保设备
6,华锋股份,002806,2,6天3板,9.994050979614258,18.49,9.90 亿,32.19 亿,39.29 亿,31.414199829101562,29814422,093000,105836,2,汽车零部
7,天地在线,002995,2,2天2板,10.024096488952637,22.83,4.15 亿,25.66 亿,40.51 亿,16.64168357849121,95531769,095336,095336,0,广告营销
8,天健集团,000090,2,2天2板,10.0,3.85,4.68 亿,71.93 亿,71.94 亿,6.657456398010254,38883344,094900,103148,1,房地产开
9,诺德股份,600110,2,2天2板,9.991312026977539,12.66,34.39 亿,219.67 亿,219.67 亿,15.969735145568848,78036480,094144,142859,9,电池
10,荣旗科技,301360,1,首板,20.005474090576172,87.7,3.32 亿,29.48 亿,60.81 亿,11.43253231048584,92434046,093215,093215,0,通用设备
11,阳光股份,000608,1,3天2板,10.096153259277344,4.58,1.06 亿,34.14 亿,34.35 亿,3.1595075130462646,26001667,093233,093233,0,房地产开
12,欧晶科技,001269,1,首板,9.98719596862793,25.77,1.55 亿,49.58 亿,49.58 亿,3.173773765563965,52967116,093309,093309,0,光伏设备
13,春秋电子,603890,1,首板,10.022172927856445,24.81,10.21 亿,110.85 亿,110.85 亿,9.317044258117676,67267551,093346,141758,1,消费电子
14,光大嘉宝,600622,1,首板,9.876543045043945,2.67,2.34 亿,40.04 亿,40.04 亿,5.899663925170898,21403788,093414,094805,2,房地产开
15,泓淋电力,301439,1,首板,19.98773765563965,19.57,2.37 亿,35.86 亿,76.15 亿,6.611410140991211,259378705,092500,092500,0,电网设备
16,青龙管业,002457,1,首板,9.964093208312988,12.25,2.73 亿,40.83 亿,40.85 亿,6.748215198516846,16824150,093057,093057,0,装修建材
17,新亚电子,605277,1,首板,10.008935928344727,24.62,2.30 亿,78.32 亿,79.77 亿,2.9378862380981445,122879577,092503,092503,0,消费电子
18,深南电A,000037,1,首板,10.047846794128418,11.5,3.57 亿,38.97 亿,69.32 亿,9.329279899597168,57297473,093554,093554,0,电力
19,韩建河山,603616,1,首板,10.071942329406738,6.12,1.43 亿,23.52 亿,23.70 亿,6.17407751083374,11601684,093535,093535,0,水泥
20,得邦照明,603303,1,首板,10.015290260314941,28.78,3.62 亿,137.26 亿,137.26 亿,2.668776035308838,3805636,093520,145208,16,照明设备
21,国检集团,603060,1,首板,9.952607154846191,6.96,1.49 亿,55.96 亿,55.96 亿,2.6995413303375244,17737560,094114,094114,0,专业服务
22,中央商场,600280,1,首板,9.965636253356934,3.2,1.55 亿,36.11 亿,36.11 亿,4.382530212402344,29939520,094232,094232,0,一般零售
23,茂业商业,600828,1,首板,9.97624683380127,4.63,1.20 亿,80.16 亿,80.19 亿,1.5362298488616943,73911565,094830,094830,0,一般零售
24,九牧王,601566,1,首板,10.03649616241455,12.06,3.99 亿,69.30 亿,69.30 亿,5.900890350341797,38075832,094832,102438,1,服装家纺
25,嘉德利,603435,1,首板,10.001368522644043,80.4,9.72 亿,28.69 亿,369.17 亿,34.366676330566406,61518220,094042,095653,5,电子化学
26,宁波中百,600857,1,首板,10.0,15.51,4.16 亿,34.79 亿,34.79 亿,12.16693115234375,10753083,095139,103524,2,一般零售
27,东百集团,600693,1,首板,10.043667793273926,10.08,8.11 亿,87.59 亿,87.68 亿,9.5703706741333,9794736,095700,095700,0,一般零售
28,步步高,002251,1,4天3板,9.909910202026367,4.88,15.77 亿,105.04 亿,131.21 亿,15.629868507385254,117733855,095851,095851,0,一般零售
29,晋控电力,000767,1,首板,10.059171676635742,5.58,20.22 亿,162.50 亿,171.69 亿,12.747507095336914,238984782,100000,100000,0,电力
30,江苏国信,002608,1,首板,10.047846794128418,9.2,6.60 亿,347.58 亿,347.58 亿,1.9572334289550781,100219280,100121,100921,2,电力
31,百大集团,600865,1,首板,10.020242691040039,10.87,1.30 亿,40.90 亿,40.90 亿,3.2846028804779053,82809834,100515,100515,0,一般零售
32,广安爱众,600979,1,首板,9.95850658416748,5.3,5.93 亿,65.81 亿,66.87 亿,9.255577087402344,19715183,100843,100919,1,电力
33,华能蒙电,600863,1,5天3板,9.939759254455566,7.3,42.15 亿,476.46 亿,571.97 亿,9.120500564575195,66091097,100923,133641,4,电力
34,交大昂立,600530,1,首板,10.0,7.37,1.85 亿,57.11 亿,57.11 亿,3.33455753326416,27152163,101225,101225,0,食品加工
35,金 螳 螂,002081,1,首板,10.0,6.16,21.56 亿,162.89 亿,163.57 亿,13.749862670898438,104817143,101530,103936,3,装修装饰
36,中成股份,000151,1,首板,10.0,13.31,4.18 亿,40.99 亿,46.71 亿,10.454865455627441,43949620,102218,104439,1,贸易Ⅱ
37,三江购物,601116,1,首板,9.98307991027832,13.0,3.16 亿,71.20 亿,71.20 亿,4.565473556518555,54070900,102820,102820,0,一般零售
38,华峰铝业,601702,1,首板,10.0,20.57,6.38 亿,205.40 亿,205.40 亿,3.1814568042755127,40006593,102944,110311,1,工业金属
39,津药药业,600488,1,首板,9.920635223388672,5.54,6.48 亿,60.49 亿,60.49 亿,11.106156349182129,21104630,103837,104358,4,化学制药
40,特  力Ａ,000025,1,首板,9.971909523010254,15.66,1.94 亿,61.51 亿,67.50 亿,3.2469735145568848,25202969,103921,103921,0,综合Ⅱ
41,国芳集团,601086,1,首板,10.025707244873047,8.56,2.56 亿,57.01 亿,57.01 亿,4.627473831176758,51743488,110335,110335,0,一般零售
42,酒鬼酒,000799,1,首板,10.004810333251953,45.74,12.83 亿,148.61 亿,148.62 亿,8.858280181884766,54114994,110912,131533,2,白酒Ⅱ
43,赛诺医疗,688108,1,首板,20.021528244018555,22.3,12.32 亿,93.20 亿,93.20 亿,13.803810119628906,7807453,112019,143946,12,医疗器械
44,远东股份,600869,1,首板,9.99543571472168,24.1,31.47 亿,534.86 亿,534.86 亿,6.04278564453125,99296820,130107,141843,1,电网设备
45,和胜股份,002824,1,首板,10.01662540435791,26.47,5.69 亿,59.87 亿,82.37 亿,9.76615047454834,158317070,130736,130736,0,工业金属
46,华能国际,600011,1,首板,10.049627304077148,8.87,38.79 亿,975.50 亿,1392.42 亿,4.138592720031738,12164406,133603,145445,11,电力
47,东杰智能,300486,1,首板,20.019248962402344,24.94,13.17 亿,118.97 亿,119.00 亿,11.637188911437988,26412532,135648,141951,2,自动化设
48,福星股份,000926,1,首板,10.21276569366455,2.59,4.57 亿,40.75 亿,41.26 亿,11.636333465576172,43372658,140454,140454,0,房地产开
49,东亚药业,605177,1,首板,9.995372772216797,23.77,2.51 亿,27.02 亿,27.27 亿,9.928418159484863,31856031,142500,142500,0,化学制药
