序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002943,宇晶股份,-9.99647331237793,51.05,7.28 亿,96.41 亿,104.97 亿,-174.69012451171875,7.323856830596924,992258,145406,20833502,1,4,通用设备
2,002096,易普力,-10.024651527404785,10.95,3.21 亿,135.83 亿,135.83 亿,31.600656509399414,2.274174213409424,1449780,145615,41676794,1,29,化学制品
3,002975,博杰股份,-9.998488426208496,119.09,20.11 亿,163.57 亿,247.86 亿,94.02599334716797,12.021135330200195,2179347,145451,851404172,1,13,自动化设
4,002396,星网锐捷,-9.990618705749512,19.19,8.37 亿,145.35 亿,145.95 亿,98.01238250732422,5.564921855926514,2963511,143324,101526415,1,5,通信设备
5,605177,东亚药业,-9.995596885681152,20.44,1.08 亿,23.23 亿,23.45 亿,-16.653223037719727,4.47622013092041,3693508,143613,13063204,1,18,化学制药
6,603285,键邦股份,-10.0,38.52,1.85 亿,24.00 亿,61.63 亿,48.48387908935547,7.488651752471924,4861224,133201,22272264,1,0,化学制品
7,603067,振华股份,-10.005513191223145,32.65,13.35 亿,246.68 亿,246.68 亿,50.707977294921875,5.269687652587891,5250773,150000,83338666,1,2,化学原料
8,002015,协鑫能科,-9.991039276123047,20.09,26.38 亿,326.13 亿,326.13 亿,28.321414947509766,7.7564697265625,6197965,145212,100078254,1,0,电力
9,002976,瑞玛精密,-10.003166198730469,28.43,1.46 亿,18.96 亿,42.56 亿,-77.05924224853516,7.389301300048828,6200583,145630,3965985,1,2,汽车零部
10,001258,立新能源,-9.969788551330566,8.94,4.41 亿,83.44 亿,83.44 亿,329.00775146484375,5.152950286865234,7163872,143721,61981020,1,1,电力
11,002897,意华股份,-9.994532585144043,82.31,16.77 亿,150.17 亿,159.58 亿,99.07190704345703,10.856266975402832,7235049,145639,248337501,1,3,通信设备
12,605162,新中港,-10.0,11.07,4.65 亿,49.02 亿,49.02 亿,100.93769073486328,9.19933032989502,9585402,133638,855372738,1,2,电力
13,001267,汇绿生态,-10.001834869384766,49.04,20.44 亿,298.44 亿,385.04 亿,647.4563598632812,6.682187557220459,9597128,143442,890034659,1,16,通信设备
14,000960,锡业股份,-10.0,35.01,39.93 亿,576.07 亿,576.07 亿,16.599578857421875,6.800321578979492,10296826,144754,503525222,1,34,小金属
15,003019,宸展光电,-9.989400863647461,33.97,4.02 亿,58.10 亿,60.11 亿,54.244441986083984,6.606013298034668,12959045,143633,35783998,1,11,光学光电
16,600791,京能置业,-9.97286319732666,13.27,2.67 亿,60.02 亿,60.10 亿,-20.190322875976562,4.3508477210998535,13831321,135102,51520505,1,9,房地产开
17,300737,科顺股份,-20.022497177124023,7.11,10.99 亿,63.06 亿,78.92 亿,31.04483413696289,16.142518997192383,21790244,143421,181855977,1,26,装修建材
18,603330,天洋新材,-9.988385200500488,7.75,7.20 亿,31.52 亿,33.53 亿,248.6647186279297,22.3792781829834,22235044,141144,3806099205,1,3,塑料
19,001330,博纳影业,-10.038609504699707,6.99,7.63 亿,81.28 亿,96.08 亿,-54.25752639770508,9.036697387695312,22820253,143603,98120724,1,24,影视院线
20,603989,艾华集团,-10.0,31.95,8.56 亿,127.41 亿,127.41 亿,46.282230377197266,6.426305294036865,23770736,133040,26837999,1,0,元件
21,002957,科瑞技术,-10.0,54.18,14.00 亿,226.84 亿,227.55 亿,81.94438171386719,5.966294288635254,24679585,133915,472417092,1,0,自动化设
22,002848,高斯贝尔,-10.02538013458252,14.18,1.54 亿,23.39 亿,23.70 亿,102.0467529296875,6.478277683258057,25411978,134945,136217334,1,2,黑色家电
23,603112,华翔股份,-10.0,18.99,4.05 亿,101.52 亿,102.54 亿,17.459814071655273,3.9383556842803955,29432373,141344,43099870,1,3,家电零部
24,600382,广东明珠,-10.020661354064941,8.71,6.14 亿,60.48 亿,60.48 亿,25.752077102661133,9.73083782196045,29521674,131758,43481669,1,1,冶钢原料
25,603124,江南新材,-10.0,151.2,8.08 亿,117.34 亿,220.37 亿,70.48469543457031,6.823868274688721,30080786,131121,153418403,1,12,金属新材
