序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,大有能源,600403,6,6天6板,9.950860023498535,8.95,18.87 亿,213.98 亿,213.98 亿,9.01945686340332,58826613,093234,143843,3,煤炭开采
2,中重科技,603135,4,4天4板,9.978616714477539,15.43,11.20 亿,97.14 亿,97.87 亿,11.980781555175781,42036411,094832,135905,3,专用设备
3,祥和实业,603500,3,3天3板,9.975469589233398,13.45,7.50 亿,44.74 亿,44.76 亿,16.91155242919922,70169806,093009,145251,2,轨交设备
4,天娱数科,002354,2,2天2板,10.060060501098633,7.33,7.99 亿,119.16 亿,121.28 亿,6.783779144287109,255142705,093045,093045,0,广告营销
5,神剑股份,002361,2,2天2板,9.994050979614258,18.49,48.23 亿,149.59 亿,175.85 亿,32.64031219482422,295191315,093236,133057,4,塑料
6,泰和新材,002254,2,2天2板,9.980682373046875,17.08,11.39 亿,145.29 亿,146.39 亿,8.106531143188477,150485543,093903,133333,1,化学纤维
7,达实智能,002421,2,17天10板,9.980806350708008,5.73,27.04 亿,114.79 亿,121.51 亿,24.345069885253906,135352283,093557,094824,4,IT服务Ⅱ
8,中百集团,000759,2,2天2板,10.0,6.27,6.57 亿,41.11 亿,41.54 亿,16.142263412475586,15543330,093333,104703,5,一般零售
9,北玻股份,002613,2,8天4板,10.080645561218262,5.46,3.24 亿,42.24 亿,60.09 亿,7.821715354919434,136041032,093018,093018,0,玻璃玻纤
10,百合花,603823,2,6天3板,9.993247985839844,32.58,8.30 亿,135.65 亿,135.65 亿,6.370402812957764,23111176,105357,132557,4,化学制品
11,能科科技,603859,2,2天2板,9.991177558898926,49.87,19.17 亿,122.03 亿,122.03 亿,15.98124885559082,58008784,100838,103544,2,IT服务Ⅱ
12,丰光精密,920510,2,2天2板,29.97455596923828,25.54,4.11 亿,23.98 亿,47.05 亿,19.212623596191406,58830087,100101,100101,0,通用设备
13,中天火箭,003009,2,2天2板,10.0,60.94,8.35 亿,100.36 亿,100.38 亿,8.589642524719238,95906396,143127,143127,0,航天装备
14,荣安地产,000517,2,2天2板,9.905660629272461,2.33,1.32 亿,58.06 亿,74.19 亿,2.378431558609009,55423570,093321,093321,0,房地产开
15,粤桂股份,000833,1,首板,9.986065864562988,23.68,5.62 亿,107.44 亿,189.93 亿,5.28295373916626,163108337,093148,093148,0,综合Ⅱ
16,中科三环,000970,1,首板,10.01742172241211,12.63,5.10 亿,153.55 亿,153.55 亿,3.338087797164917,368171572,093103,093103,0,金属新材
17,龙源技术,300105,1,首板,20.066890716552734,7.18,1.74 亿,37.01 亿,37.04 亿,4.764518737792969,97958161,093227,093227,0,其他电源
18,豪尔赛,002963,1,首板,9.981401443481445,17.74,4692.75 万,21.82 亿,26.67 亿,2.2106761932373047,25465770,093639,093639,0,装修装饰
19,华控赛格,000068,1,首板,10.112359046936035,3.92,2.24 亿,39.46 亿,39.46 亿,5.841197490692139,53700472,093745,093745,0,环境治理
20,盈新发展,000620,1,首板,10.06944465637207,3.17,16.29 亿,148.09 亿,186.14 亿,11.151651382446289,71280020,093824,140206,3,房地产开
21,韩建河山,603616,1,首板,9.950248718261719,6.63,5933.21 万,25.48 亿,25.67 亿,2.3287010192871094,169728430,092505,092505,0,水泥
22,湘佳股份,002982,1,首板,10.040816307067871,13.48,1.75 亿,17.54 亿,27.39 亿,10.056276321411133,27747353,093424,093424,0,养殖业
23,嘉环科技,603206,1,首板,10.032362937927246,17.0,1.02 亿,51.88 亿,51.88 亿,2.0079619884490967,104346000,093530,093530,0,通信服务
24,凡拓数创,301313,1,首板,19.991865158081055,59.0,16.65 亿,46.35 亿,61.04 亿,36.873313903808594,90010223,093615,101133,15,数字媒体
25,山东墨龙,002490,1,首板,10.026738166809082,8.23,2.59 亿,44.58 亿,65.66 亿,5.8702616691589355,167815461,093303,093303,0,专用设备
26,金安国纪,002636,1,首板,10.006877899169922,63.98,24.63 亿,463.42 亿,465.77 亿,5.5399250984191895,195435483,094242,094354,1,元件
27,西昌电力,600505,1,4天2板,10.029498100280762,14.92,4.90 亿,54.39 亿,54.39 亿,9.158870697021484,43894640,094109,094109,0,电力
28,宗申动力,001696,1,首板,10.0,15.95,6.29 亿,142.18 亿,182.63 亿,4.502440452575684,91289474,094021,094021,0,通用设备
29,津药药业,600488,1,首板,10.058026313781738,5.69,5.22 亿,62.13 亿,62.13 亿,8.638197898864746,68182695,093944,094229,1,化学制药
30,国晟科技,603778,1,首板,9.982587814331055,18.95,7.62 亿,121.82 亿,125.08 亿,6.326305866241455,96091660,093833,093833,0,光伏设备
31,北辰实业,601588,1,首板,9.90099048614502,2.22,2.52 亿,59.05 亿,74.75 亿,4.379672527313232,29282244,095735,095735,0,房地产开
32,节能铁汉,300197,1,6天4板,19.841270446777344,3.02,19.47 亿,89.55 亿,89.55 亿,22.680715560913086,26618884,095730,145612,3,基础建设
33,亚翔集成,603929,1,首板,10.000588417053223,187.1,18.68 亿,399.20 亿,399.20 亿,4.740530014038086,136770100,094632,134644,2,专业工程
34,锋龙股份,002931,1,3天2板,9.993292808532715,65.6,12.47 亿,132.02 亿,143.34 亿,9.703768730163574,81035680,095936,095936,0,通用设备
35,DR快克智,603203,1,首板,10.003938674926758,55.86,8.17 亿,180.93 亿,141.81 亿,4.645672798156738,115956645,095819,095819,0,自动化设
36,百花医药,600721,1,首板,10.028247833251953,7.79,2.82 亿,29.96 亿,29.96 亿,9.609626770019531,28694465,100658,143834,1,医疗服务
37,三羊马,001317,1,首板,10.001934051513672,56.86,2.95 亿,48.60 亿,48.65 亿,6.2922749519348145,103360108,100257,100257,0,铁路公路
38,巨能股份,920578,1,首板,30.000001907348633,22.75,1.24 亿,8.08 亿,17.40 亿,16.55677604675293,46749475,100731,100731,0,自动化设
39,北路智控,301195,1,首板,19.992755889892578,33.13,2.60 亿,29.05 亿,43.75 亿,9.32068157196045,55459553,100957,102424,1,软件开发
40,中央商场,600280,1,7天4板,10.0,3.74,4.76 亿,42.20 亿,42.20 亿,11.60843563079834,70154583,094654,094654,0,一般零售
41,宁波东力,002164,1,首板,9.977494239807129,14.66,7.83 亿,70.34 亿,78.02 亿,11.392170906066895,60185354,095433,134815,6,通用设备
42,埃斯顿,002747,1,首板,9.993552207946777,34.12,36.80 亿,266.96 亿,330.21 亿,14.429180145263672,229276232,101406,130230,3,自动化设
43,格灵深瞳,688207,1,首板,20.027528762817383,17.44,3.51 亿,45.16 亿,45.16 亿,8.19254207611084,34985965,101309,101309,0,IT服务Ⅱ
44,太平鸟,603877,1,首板,10.015649795532227,14.06,7177.30 万,65.99 亿,66.23 亿,1.1320209503173828,47647934,102539,102539,0,服装家纺
45,居然智家,000785,1,首板,10.12145709991455,2.72,7.50 亿,157.88 亿,169.38 亿,4.898402690887451,39660320,101648,135039,4,一般零售
46,华如科技,301302,1,首板,20.0,30.12,4.61 亿,41.86 亿,46.95 亿,11.645130157470703,50198293,102654,102654,0,军工电子
47,狮头股份,600539,1,首板,10.0,15.4,2.08 亿,35.42 亿,35.42 亿,6.090478420257568,49415520,104116,104116,0,互联网电
48,国机精工,002046,1,4天2板,10.003643989562988,60.37,25.31 亿,320.07 亿,323.70 亿,8.158757209777832,79566452,105639,135751,1,通用设备
49,华正新材,603186,1,首板,10.00323486328125,136.03,32.67 亿,213.28 亿,213.28 亿,15.740863800048828,35721478,101652,142119,6,元件
50,灵康药业,603669,1,首板,10.073710441589355,4.48,1.83 亿,31.91 亿,31.91 亿,5.8453145027160645,30309354,105730,105730,0,化学制药
51,汉王科技,002362,1,首板,10.0246000289917,17.89,1.68 亿,37.14 亿,43.73 亿,4.69166898727417,44302438,110533,110533,0,软件开发
52,中望软件,688083,1,首板,20.003597259521484,66.71,10.34 亿,113.17 亿,113.17 亿,9.586195945739746,62141165,130930,140518,2,软件开发
53,浙江正特,001238,1,首板,10.003534317016602,31.12,4491.43 万,45.17 亿,48.28 亿,1.0324674844741821,30829339,130548,130548,0,文娱用品
54,大业股份,603278,1,首板,10.038910865783691,14.14,7.73 亿,48.32 亿,48.32 亿,16.91116714477539,50949248,131649,131855,1,通用设备
55,新华传媒,600825,1,首板,10.1010103225708,5.45,1.53 亿,56.95 亿,56.95 亿,2.7902278900146484,29398651,132800,132800,0,出版
56,中巨芯-U,688549,1,首板,20.012508392333984,19.19,28.16 亿,113.09 亿,283.49 亿,26.881980895996094,107933214,142706,142706,0,电子化学
57,易事特,300376,1,首板,20.0,5.94,3.97 亿,138.25 亿,138.30 亿,3.2331297397613525,120126063,143836,143836,0,其他电源
