序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,帝欧水华,002798,0天0板,4.1666669845581055,6.5,6.86,3.08 亿,31.48 亿,36.08 亿,9.699385643005371,0.0,093251,2,11.85897445678711,家居用品
2,如通股份,603036,0天0板,3.955223798751831,13.93,14.74,2.54 亿,28.70 亿,28.70 亿,8.748967170715332,-0.1433691680431366,093922,1,11.119402885437012,专用设备
3,巨力索具,002342,0天0板,5.045045375823975,11.66,12.21,24.14 亿,111.32 亿,111.94 亿,21.718448638916016,0.08583690971136093,094106,1,13.693693161010742,通用设备
4,南山控股,002314,0天0板,6.400000095367432,2.66,2.75,4.75 亿,35.60 亿,72.03 亿,13.1954345703125,0.0,094351,1,8.800000190734863,房地产开
5,昊华科技,600378,0天0板,7.768240451812744,50.22,51.26,51.07 亿,538.64 亿,647.84 亿,9.513392448425293,0.0,094729,4,12.360514640808105,化学制品
6,凯盛科技,600552,2天1板,1.566098690032959,22.05,23.88,47.65 亿,208.29 亿,208.29 亿,22.501928329467773,0.27285128831863403,095947,2,12.7590970993042,光学光电
7,中天科技,600522,0天0板,7.510310173034668,49.53,50.68,252.05 亿,1690.43 亿,1690.43 亿,15.03557300567627,0.020193861797451973,102652,1,14.499674797058105,通信设备
8,长城科技,603897,0天0板,2.3481972217559814,43.15,46.38,6.07 亿,89.08 亿,89.08 亿,6.663986682891846,0.18574413657188416,102753,1,13.235294342041016,电网设备
9,唯特偶,301319,0天0板,19.804624557495117,143.49,143.72,25.21 亿,196.44 亿,260.92 亿,13.628032684326172,0.0,104103,1,25.039657592773438,电子化学
10,声迅股份,003004,0天0板,7.3687591552734375,66.88,68.52,4.76 亿,45.97 亿,54.75 亿,10.675870895385742,-0.149298295378685,144533,1,13.661904335021973,计算机设
