序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
37,002165,红 宝 丽,12.76,10.0,1.16,1912003.0,2382708421.79,10.78,12.76,11.51,11.6,11.6,1.33,26.28,187.83,4.59,9382043120.0,9284552369.0,0.0,0.0,64.43,68.78
38,002487,大金重工,80.65,10.0,7.33,507261.0,3978503969.73,9.62,80.65,73.6,73.86,73.32,2.58,8.04,46.62,6.21,51434484997.0,50883719453.0,0.0,0.0,41.39,55.31
39,002382,蓝帆医疗,7.59,10.0,0.69,548009.0,410425259.43,10.0,7.59,6.9,6.9,6.9,1.93,5.48,-20.05,0.99,7644177845.0,7587769914.0,0.0,0.0,40.56,35.54
40,002903,宇环数控,31.03,10.0,2.82,431779.0,1286130418.73,13.61,31.03,27.19,27.4,28.21,1.82,40.49,1191.39,6.03,4862338940.0,3309136913.0,0.0,0.0,28.54,34.91
41,603803,瑞斯康达,13.75,10.0,1.25,782862.0,1020366377.0,13.76,13.75,12.03,12.03,12.5,1.95,18.43,-93.06,3.72,5842148909.0,5842148909.0,0.0,0.0,15.06,23.99
42,600847,万里股份,15.51,10.0,1.41,76061.0,114283350.0,11.7,15.51,13.86,14.0,14.1,2.83,4.96,-53.78,4.62,2377487574.0,2377487574.0,0.0,0.0,29.57,33.48
43,003027,同兴科技,24.52,10.0,2.23,101966.0,242194589.55,10.63,24.52,22.15,22.16,22.29,3.47,9.72,38.79,1.88,3205332864.0,2571190935.0,0.0,0.0,18.8,9.96
44,002056,横店东磁,25.84,10.0,2.35,862026.0,2199581659.67,9.54,25.84,23.6,23.79,23.49,2.3,5.3,21.7,4.1,42034239992.0,41990816777.0,0.0,0.0,34.86,32.51
45,002084,海鸥住工,4.29,10.0,0.39,569000.0,236453237.9,10.51,4.29,3.88,3.91,3.9,3.64,8.83,-33.38,1.99,2771580412.0,2765481756.0,0.0,0.0,-5.09,10.57
46,603929,亚翔集成,140.83,10.0,12.8,22768.0,319935418.0,1.62,140.83,138.75,138.75,128.03,0.73,1.07,33.68,13.04,30047488800.0,30047488800.0,0.0,0.0,82.87,47.47
47,003041,真爱美家,69.85,10.0,6.35,152827.0,1003420234.66,15.35,69.85,60.1,61.98,63.5,2.29,11.17,32.75,6.87,10058400000.0,9557114490.0,0.0,0.0,54.88,28.57
48,600722,金牛化工,16.94,10.0,1.54,1777935.0,2973438231.0,6.82,16.94,15.89,16.0,15.4,1.09,26.13,239.91,9.33,11524615311.0,11524615311.0,0.0,0.0,180.46,185.19
49,603280,南方路机,40.7,10.0,3.7,83578.0,331774288.0,11.08,40.7,36.6,37.0,37.0,4.4,29.91,42.98,3.25,4412151347.0,1137225847.0,0.0,0.0,-3.3,8.82
50,603607,京华激光,24.55,9.99,2.23,96134.0,234229313.0,9.18,24.55,22.5,22.56,22.32,3.49,5.39,44.75,4.34,4382587440.0,4382587440.0,0.0,0.0,-5.58,-10.07
51,603558,健盛集团,12.99,9.99,1.18,97711.0,125067549.0,5.08,12.99,12.39,12.39,11.81,2.63,2.85,10.99,1.9,4450868257.0,4450868257.0,0.0,0.0,13.15,15.67
52,002438,江苏神通,19.26,9.99,1.75,309748.0,577175576.2,11.14,19.26,17.31,17.46,17.51,2.61,6.61,31.29,2.66,9775171499.0,9030641646.0,0.0,0.0,33.01,21.13
53,002637,赞宇科技,15.87,9.98,1.44,182967.0,279351094.0,9.63,15.87,14.48,14.48,14.43,0.74,4.13,37.14,1.98,7465263870.0,7026016391.0,0.0,0.0,49.15,54.83
54,603029,天鹅股份,21.6,9.98,1.96,66916.0,140568488.0,9.52,21.6,19.73,19.73,19.64,2.87,5.51,37.52,2.82,2620987200.0,2620987200.0,0.0,0.0,16.0,18.42
55,603248,锡华科技,28.2,9.98,2.56,321572.0,884247556.0,11.04,28.2,25.37,25.65,25.64,3.27,46.4,60.21,7.56,12972000000.0,1954511488.0,0.07,1.99,179.21,28.36
56,002109,兴化股份,5.18,9.98,0.47,937481.0,475782634.72,10.83,5.18,4.67,4.69,4.71,1.13,7.35,-11.71,1.62,6611077828.0,6611077828.0,0.0,0.0,43.49,45.92
57,001366,播恩集团,15.76,9.98,1.43,59373.0,91652177.0,10.96,15.76,14.19,14.29,14.33,1.53,3.7,-190.66,3.15,2532316800.0,2532316800.0,0.0,0.0,13.14,17.88
58,601218,吉鑫科技,6.94,9.98,0.63,2208996.0,1462069443.0,13.95,6.94,6.06,6.32,6.31,3.22,22.8,44.22,2.27,6725092573.0,6725092573.0,0.0,0.0,39.08,37.15
59,600746,江苏索普,9.26,9.98,0.84,525315.0,470444139.0,10.69,9.26,8.36,8.36,8.42,2.29,4.5,64.41,1.98,10814225106.0,10797922533.0,0.0,0.0,35.38,34.59
60,600756,浪潮软件,17.63,9.98,1.6,301368.0,518057982.0,11.35,17.63,15.81,15.91,16.03,4.36,9.3,-21.9,2.72,6163954915.0,5713861015.0,0.0,0.0,-7.01,-4.29
61,603169,兰石重装,12.8,9.97,1.16,1110834.0,1380104384.0,12.2,12.8,11.38,11.45,11.64,2.48,8.5,1120.04,5.05,16720535014.0,16720535014.0,0.0,0.0,33.75,20.08
62,002323,雅博股份,2.54,9.96,0.23,3665591.0,901905467.31,9.52,2.54,2.32,2.33,2.31,2.12,17.29,-66.99,15.41,5386972061.0,5385770087.0,0.0,0.0,45.98,54.88
63,600336,澳柯玛,8.18,9.95,0.74,524312.0,417818421.0,10.08,8.18,7.43,7.44,7.44,7.86,6.57,-540.43,2.69,6527760810.0,6527760810.0,0.0,0.0,0.0,-0.49
64,000010,美丽生态,4.53,9.95,0.41,475600.0,211570338.25,10.68,4.53,4.09,4.1,4.12,0.88,5.61,-122.43,15.95,5207924883.0,3841591008.0,0.0,0.0,23.43,28.33
65,601669,中国电建,7.19,9.94,0.65,18004770.0,12775678440.0,6.57,7.19,6.76,6.95,6.54,1.96,13.77,12.43,0.86,123856085611.0,93984270862.0,0.0,0.0,37.74,38.27
66,600691,潞化科技,4.43,9.93,0.4,705970.0,312600039.0,2.48,4.43,4.33,4.43,4.03,0.6,2.97,-21.7,2.91,10525600047.0,10523845767.0,0.0,0.0,51.19,60.51
67,600121,郑州煤电,5.65,9.92,0.51,715968.0,404522152.0,0.0,5.65,5.65,5.65,5.14,0.92,5.88,-13.51,4.49,6884028015.0,6884028015.0,0.0,0.0,29.29,35.49
68,002470,金正大,3.22,9.9,0.29,3571085.0,1137969440.96,10.92,3.22,2.9,2.9,2.93,0.59,10.87,-269.22,5.15,10581009329.0,10580113123.0,0.0,0.0,76.92,80.9
69,600307,酒钢宏兴,2.22,9.9,0.2,4270271.0,935629126.0,10.89,2.22,2.0,2.03,2.02,2.52,6.82,-14.68,2.04,13904653481.0,13904653481.0,0.0,0.0,37.89,34.55
70,688131,皓元医药,65.85,9.1,5.49,72443.0,464479574.0,12.03,66.94,59.68,60.0,60.36,3.05,3.42,56.37,4.44,13967044976.0,13967044976.0,-0.06,-0.14,-9.17,-8.64
71,001309,德明利,320.05,9.05,26.55,220302.0,6929269535.5,9.48,322.85,295.02,296.22,293.5,1.25,13.69,105.48,22.21,72601952843.0,51488342677.0,-0.01,-0.23,43.71,38.02
72,300641,正丹股份,22.34,8.76,1.8,635144.0,1424800874.94,13.88,23.55,20.7,20.7,20.54,2.9,12.09,13.05,3.76,11740671055.0,11740671055.0,0.0,0.0,23.02,26.57
73,300436,广生堂,111.17,8.72,8.92,142342.0,1581745636.69,17.69,118.6,100.51,102.25,102.25,2.85,10.41,-119.01,46.22,17705712390.0,15199381294.0,-0.03,-0.12,19.29,24.7
74,688325,赛微微电,122.19,8.32,9.39,40167.0,488478349.0,17.73,129.0,109.0,111.44,112.8,2.97,4.92,109.25,5.85,10525326243.0,9978702924.0,0.03,0.0,22.99,39.6
75,600299,安迪苏,15.46,7.74,1.11,618389.0,922471085.0,13.66,15.79,13.83,14.43,14.35,1.26,2.31,41.24,2.4,47613387313.0,41462193681.0,0.06,0.13,73.12,73.32
76,603218,日月股份,16.65,7.63,1.18,663556.0,1068667289.0,11.25,16.98,15.24,15.5,15.47,3.24,6.45,29.62,1.68,17155181813.0,17116803563.0,-0.12,0.3,30.49,25.66
77,300387,富邦科技,10.38,7.56,0.73,589920.0,619912117.01,15.34,11.09,9.61,9.63,9.65,3.93,20.42,27.9,2.02,3000411847.0,2999369975.0,0.1,0.1,17.82,21.97
78,000912,泸天化,6.02,7.5,0.42,2240428.0,1349844951.52,9.29,6.16,5.64,5.64,5.6,1.56,14.29,3850.68,1.5,9439360000.0,9439360000.0,0.0,0.0,40.98,45.06
79,301389,隆扬电子,54.22,7.49,3.78,123701.0,649384216.44,9.93,54.57,49.56,49.95,50.44,1.66,14.63,148.33,6.92,15371370000.0,4585333728.0,-0.06,0.22,0.31,-0.66
80,688268,华特气体,78.8,7.49,5.49,149343.0,1125435358.0,14.8,80.99,70.14,76.0,73.31,1.92,12.45,65.75,4.68,9455714508.0,9449331708.0,0.08,0.06,38.78,37.31
81,688360,德马科技,19.45,7.46,1.35,91314.0,174526542.0,10.28,19.71,17.85,17.92,18.1,4.55,3.62,54.87,3.54,5129853223.0,4906963381.0,0.31,0.31,-12.82,-8.51
82,002273,水晶光电,27.62,7.43,1.91,1306769.0,3581701524.49,11.16,28.28,25.41,25.51,25.71,2.65,9.59,29.3,4.01,38409261944.0,37624291407.0,-0.04,0.0,12.92,9.95
83,920199,倍益康,46.66,7.17,3.12,58474.0,265669473.49,11.02,47.2,42.4,43.07,43.54,1.62,15.42,461.69,6.01,3178003268.0,1769685718.0,-0.06,0.28,39.41,34.89
84,002627,三峡旅游,9.29,7.15,0.62,426632.0,387946449.52,9.23,9.43,8.63,8.64,8.67,2.17,5.95,58.8,2.17,6731546802.0,6661929297.0,0.11,0.22,36.82,25.2
85,300804,广康生化,53.7,7.04,3.53,55438.0,296618738.97,14.35,56.39,49.19,51.1,50.17,1.36,20.16,85.52,2.92,3973800000.0,1476750000.0,0.07,0.15,52.04,53.43
86,000777,中核科技,26.84,6.93,1.74,509454.0,1343171610.02,9.72,27.12,24.68,24.87,25.1,3.04,13.29,69.18,4.5,10290928196.0,10290746597.0,0.04,0.15,29.79,3.83
87,688230,芯导科技,68.83,6.91,4.45,29792.0,203935916.0,11.71,71.62,64.08,64.9,64.38,3.61,2.53,76.25,3.57,8094408000.0,8094408000.0,0.01,0.13,-0.1,-5.04
88,300594,朗进科技,31.46,6.86,2.02,75082.0,232573877.62,10.36,31.95,28.9,29.39,29.44,1.38,8.25,-160.55,3.5,2890338737.0,2862801013.0,0.0,0.19,79.16,60.43
89,301307,美利信,41.66,6.79,2.65,129774.0,533899998.5,9.33,42.38,38.74,39.08,39.01,1.1,11.91,-30.64,3.07,8773596000.0,4540591722.0,0.34,0.22,9.06,20.47
90,002852,道道全,11.87,6.74,0.75,238892.0,279840981.44,8.18,12.09,11.18,11.2,11.12,3.06,8.37,14.18,1.84,4082903780.0,3386131136.0,0.51,0.42,10.83,12.51
91,301092,争光股份,39.45,6.65,2.46,66253.0,258252774.94,8.65,40.22,37.02,37.06,36.99,3.1,10.92,50.34,2.74,5307416954.0,2394164639.0,0.18,0.61,10.04,12.2
92,300385,雪浪环境,13.43,6.59,0.83,274320.0,372845237.88,14.05,14.27,12.5,12.6,12.6,1.5,9.44,-21.28,54.29,4474149867.0,3903599161.0,-0.3,-0.59,109.84,115.92
93,002173,创新医疗,31.71,6.59,1.96,960363.0,2972927195.34,13.88,32.73,28.6,29.45,29.75,1.8,23.07,2221.4,7.86,13993126802.0,13201013888.0,0.0,0.35,47.15,47.42
94,002733,雄韬股份,27.37,6.58,1.69,739366.0,1954912106.74,14.84,28.25,24.44,25.22,25.68,1.22,20.04,74.14,3.83,10515962169.0,10095773714.0,0.44,0.11,36.99,39.43
95,301629,矽电股份,281.78,6.53,17.26,20599.0,581282605.98,13.24,295.79,260.78,263.11,264.52,2.24,19.75,351.86,10.09,11757911268.0,2939449780.0,-0.02,0.21,30.84,29.14
96,600966,博汇纸业,8.5,6.52,0.52,378468.0,315060514.0,8.4,8.57,7.9,7.97,7.98,1.74,2.83,70.16,1.54,11363176448.0,11363176448.0,0.12,-0.35,42.38,24.45
97,001301,尚太科技,86.66,6.46,5.26,170267.0,1472519480.46,6.76,89.0,83.5,84.5,81.4,3.58,9.15,23.83,3.34,22601131651.0,16123340068.0,0.01,-0.05,0.56,0.99
98,002213,大为股份,28.38,6.41,1.71,492304.0,1408853206.0,10.91,29.34,26.43,26.5,26.67,3.18,23.83,-431.44,12.38,6739822030.0,5862090044.0,0.0,0.28,3.05,9.24
99,301003,江苏博云,51.45,6.35,3.07,84359.0,437333704.45,11.93,53.77,48.0,48.38,48.38,4.32,11.23,46.09,4.5,4997509468.0,3865971213.0,0.12,0.51,31.92,15.36
100,002463,沪电股份,81.18,6.34,4.84,1311108.0,10416944888.1,9.47,83.48,76.25,76.36,76.34,1.98,6.82,40.87,10.34,156219831934.0,156093755253.0,0.04,-0.02,9.93,11.1
101,600057,厦门象屿,8.73,6.33,0.52,420917.0,362216535.0,7.55,8.79,8.17,8.18,8.21,2.7,2.01,11.39,1.49,24798344929.0,18267613732.0,0.0,0.0,-1.69,2.46
102,688819,天能股份,34.69,6.25,2.04,145953.0,503289705.0,9.56,35.47,32.35,32.56,32.65,3.26,1.5,21.2,1.98,33722149000.0,33722149000.0,0.03,0.09,8.17,4.43
103,002692,远程股份,6.23,6.13,0.36,1190030.0,753144768.54,12.44,6.46,5.73,5.86,5.87,4.32,16.58,67.94,3.68,4474049580.0,4471326914.0,-0.16,0.16,18.67,22.64
104,300879,大叶股份,25.27,6.09,1.45,134732.0,341903298.27,12.3,26.59,23.66,23.86,23.82,4.93,6.7,30.98,3.71,5114618510.0,5079988881.0,0.04,0.12,-11.33,-15.34
105,688308,欧科亿,93.38,6.05,5.33,165667.0,1526236639.0,10.79,95.81,86.31,89.81,88.05,1.44,10.43,142.81,5.6,14827035893.0,14827035893.0,-0.21,0.88,201.81,195.13
106,301667,纳百川,84.79,6.01,4.81,147515.0,1254413345.44,14.15,92.2,80.88,82.02,79.98,4.61,65.58,121.83,10.32,9468465384.0,1907305179.0,0.0,0.82,274.68,5.66
107,300225,*ST金泰,5.49,5.98,0.31,186936.0,100401404.04,7.34,5.52,5.14,5.16,5.18,2.92,3.94,111.21,3.02,2610108449.0,2608063424.0,0.0,0.37,-0.18,-3.35
108,002826,易明医药,21.79,5.98,1.23,149296.0,322318609.0,10.21,22.47,20.37,20.4,20.56,1.41,8.56,38.11,5.18,4154868173.0,3798572016.0,0.05,-0.14,20.99,18.55
109,600078,澄星股份,13.66,5.89,0.76,892796.0,1231184695.0,10.54,14.19,12.83,12.83,12.9,1.81,13.47,248.36,5.33,9245263681.0,9050745281.0,0.0,-0.22,31.6,42.44
110,603226,菲林格尔,39.0,5.86,2.16,54868.0,211871489.0,8.28,39.5,36.45,36.51,36.84,1.01,1.54,-297.19,15.27,13864179030.0,13864179030.0,0.0,0.21,8.42,23.34
111,600844,金煤科技,4.17,5.84,0.23,2490420.0,1045837011.0,12.44,4.33,3.84,3.91,3.94,1.82,30.27,-35.8,30.34,4238906081.0,3430786744.0,0.0,-1.18,30.31,44.79
112,001369,双欣材料,18.28,5.79,1.0,827126.0,1470677514.73,10.01,18.68,16.95,16.95,17.28,1.74,41.14,38.92,3.14,20967160000.0,3674817213.0,0.0,0.22,166.86,10.72
113,605056,咸亨国际,24.2,5.77,1.32,186992.0,452600978.0,10.45,24.98,22.59,22.76,22.88,2.22,4.64,57.96,5.91,9907315440.0,9762115440.0,0.0,0.08,25.71,47.38
114,688109,品茗科技,132.3,5.77,7.22,19544.0,257218838.0,9.59,135.0,123.0,125.08,125.08,1.95,2.48,220.56,12.96,10430836290.0,10430836290.0,-0.15,0.0,-24.96,4.09
115,300080,易成新能,6.08,5.74,0.33,1383569.0,823278558.84,8.17,6.18,5.71,5.75,5.75,1.95,7.4,-32.23,2.36,11390153051.0,11374832138.0,0.0,0.5,20.16,25.1
116,300077,国民技术,23.22,5.74,1.26,752797.0,1727546333.46,11.02,23.79,21.37,21.8,21.96,2.03,13.29,-117.31,14.72,13540201974.0,13150122228.0,0.09,0.0,10.2,14.84
117,600639,浦东金桥,10.98,5.68,0.59,268571.0,293329339.0,4.81,11.1,10.6,10.6,10.39,6.2,3.16,11.48,0.81,12324093565.0,9335598999.0,0.0,-0.09,6.4,6.91
118,600773,西藏城投,18.25,5.67,0.98,703085.0,1298217144.0,10.48,19.0,17.19,17.25,17.27,1.7,7.39,-115.77,3.68,17366460286.0,17366460286.0,0.16,0.05,52.08,47.3
119,300324,旋极信息,5.6,5.66,0.3,1258932.0,691900146.21,11.13,5.77,5.18,5.25,5.3,2.55,7.36,-41.85,3.51,9674507332.0,9575948749.0,0.0,-0.18,-10.54,-6.35
120,301272,英华特,45.89,5.62,2.44,27221.0,124430081.3,10.31,47.48,43.0,43.48,43.45,2.89,8.69,100.32,2.65,2684670547.0,1437664865.0,0.35,0.31,6.94,11.79
121,300453,三鑫医疗,10.18,5.6,0.54,275884.0,277927599.2,8.82,10.4,9.55,9.63,9.64,2.47,7.67,20.25,3.65,5314817920.0,3663371899.0,-0.1,0.0,12.11,16.74
122,300611,美力科技,27.36,5.6,1.45,96524.0,261559576.58,8.22,27.85,25.72,25.91,25.91,2.6,6.51,37.09,4.7,5775003245.0,4057569533.0,0.0,-0.11,-3.53,0.37
123,689009,九号公司-WD,49.4,5.53,2.59,179570.0,876330443.0,8.33,50.41,46.51,46.86,46.81,2.63,3.23,20.35,4.96,35699258319.0,27449488997.0,0.73,0.67,-14.21,-11.14
124,002743,富煌钢构,6.16,5.48,0.32,519733.0,323870289.7,10.45,6.42,5.81,5.83,5.84,6.77,11.96,48.69,0.81,2681253824.0,2676957224.0,0.16,0.16,12.0,13.24
125,300129,泰胜风能,15.55,5.42,0.8,1613236.0,2439411416.41,11.93,15.98,14.22,14.7,14.75,2.5,22.45,59.71,3.17,17242667960.0,11175943392.0,0.06,0.13,76.1,48.66
126,002545,东方铁塔,27.39,5.35,1.39,297952.0,820478880.55,9.65,28.54,26.03,26.03,26.0,1.27,2.64,30.86,3.61,34074860453.0,30955183962.0,0.04,-0.15,56.34,48.46
127,300201,海伦哲,10.86,5.33,0.55,713860.0,767030853.06,9.8,11.11,10.1,10.28,10.31,1.53,7.11,46.59,6.49,10958213572.0,10900411309.0,-0.18,0.0,90.86,59.0
128,002203,海亮股份,14.29,5.31,0.72,505669.0,711274779.14,8.7,14.58,13.4,13.5,13.57,2.02,2.29,26.56,1.95,32749182865.0,31611498734.0,-0.07,0.14,21.93,12.88
129,600930,华电新能,6.76,5.3,0.34,7651376.0,5156097635.0,11.21,7.05,6.33,6.42,6.42,3.18,23.69,27.45,2.56,281988571427.0,21833539983.0,0.0,-0.15,4.0,7.99
130,300983,尤安设计,31.12,5.24,1.55,42566.0,130066118.96,8.35,31.5,29.03,29.57,29.57,2.88,3.6,-226.04,1.9,5377536000.0,3680950311.0,-0.03,-0.16,18.37,16.12
131,603863,松炀资源,20.72,5.23,1.03,151463.0,313015087.0,6.25,21.19,19.96,20.5,19.69,2.19,7.4,-36.66,11.65,4240348000.0,4240348000.0,0.0,-0.1,4.7,3.86
132,300340,科恒股份,12.36,5.19,0.61,222945.0,278704430.2,12.09,13.18,11.76,11.76,11.75,4.24,8.15,-18.56,-40.47,3405361877.0,3380003446.0,0.08,0.08,-4.04,0.32
133,605507,国邦医药,29.25,5.18,1.44,89062.0,261170876.0,7.73,29.98,27.83,27.83,27.81,2.31,1.59,18.29,1.98,16345587375.0,16345587375.0,-0.14,-0.07,23.63,17.94
134,605365,立达信,20.34,5.17,1.0,83348.0,168186258.0,8.27,20.95,19.35,19.49,19.34,1.27,1.66,60.16,2.74,10210941898.0,10210941898.0,0.0,1.4,1.6,-23.13
135,605069,正和生态,14.04,5.17,0.69,80318.0,111166507.0,6.22,14.15,13.32,13.32,13.35,1.39,3.79,-105.04,3.49,2972236803.0,2972236803.0,-0.07,-0.07,39.56,-4.49
