序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,002543,万和电气,9.79,10.0,0.89,229719,2.20 亿,10.56,9.79,8.85,8.86,8.9,3.47,11.39,1.44,净水概念
2,600336,澳柯玛,8.18,9.95,0.74,524312,4.18 亿,10.08,8.18,7.43,7.44,7.44,6.57,-540.43,2.69,净水概念
3,002242,九阳股份,10.41,3.27,0.33,145103,1.50 亿,5.06,10.52,10.01,10.07,10.08,1.9,48.2,2.29,净水概念
4,000651,格力电器,38.6,1.9,0.72,593264,22.78 亿,2.27,38.66,37.8,37.88,37.88,1.08,7.56,1.5,净水概念
5,002035,华帝股份,6.27,1.62,0.1,137496,8611.91 万,2.76,6.32,6.15,6.17,6.17,1.76,11.2,1.37,净水概念
6,002778,中晟高科,20.98,1.55,0.32,35136,7392.90 万,4.21,21.45,20.58,20.67,20.66,2.85,31.15,8.29,净水概念
7,300334,津膜科技,8.17,1.36,0.11,102854,8437.32 万,3.72,8.33,8.03,8.08,8.06,3.41,1380.22,4.06,净水概念
8,000521,长虹美菱,6.39,0.63,0.04,124243,7938.95 万,1.89,6.43,6.31,6.34,6.35,1.42,10.11,1.06,净水概念
9,300899,*ST凯鑫,41.74,0.58,0.24,9733,4098.84 万,4.34,42.8,41.0,41.66,41.5,2.38,64.52,4.0,净水概念
10,300272,开能健康,7.78,0.52,0.04,136988,1.07 亿,2.33,7.87,7.69,7.69,7.74,2.95,37.42,3.31,净水概念
11,603408,建霖家居,12.3,0.08,0.01,18785,2322.55 万,1.55,12.43,12.24,12.28,12.29,0.42,11.85,1.6,净水概念
12,300070,碧水源,4.25,0.0,0.0,679822,2.91 亿,2.82,4.32,4.2,4.23,4.25,2.02,-145.06,0.57,净水概念
13,603956,威派格,6.12,-0.16,-0.01,78403,4808.82 万,2.45,6.21,6.06,6.1,6.13,1.38,-35.51,1.76,净水概念
14,688101,三达膜,17.41,-0.46,-0.08,21030,3696.49 万,2.69,17.8,17.33,17.58,17.49,0.63,15.31,1.31,净水概念
15,600690,海尔智家,25.08,-0.63,-0.16,309915,7.81 亿,1.51,25.39,25.01,25.1,25.24,0.5,10.15,1.97,净水概念
