序号,代码,名称,最新价,涨跌幅,成交额(亿元)
4,601868,中国能建,3.74,-1.58,144.12 亿
6,601669,中国电建,7.19,9.94,127.76 亿
15,600410,华胜天成,28.59,-10.01,83.57 亿
17,002281,光迅科技,88.94,-10.0,80.59 亿
