序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业,涨停价,涨速,振幅
1,株冶集团,600961,4.0,4天4板,10.0,26.73,3.17 亿,200.96 亿,286.78 亿,1.5767896175384521,534902049.0,092501,092501,0,工业金属,,,
2,金富科技,003018,3.0,7天4板,9.990728378295898,47.45,5.99 亿,112.64 亿,123.37 亿,5.462005615234375,57609045.0,093621,094539,2,包装印刷,,,
3,圣龙股份,603178,3.0,3天3板,10.02087688446045,21.08,5.57 亿,49.84 亿,49.84 亿,11.824803352355957,110807020.0,093932,094105,2,汽车零部,,,
4,金 螳 螂,002081,3.0,3天3板,10.049019813537598,4.49,5.31 亿,118.74 亿,119.22 亿,4.520808219909668,259267533.0,093024,093024,0,装修装饰,,,
32,华特气体,688268,1.0,首板,20.0,119.04,15.85 亿,142.75 亿,142.84 亿,12.142473220825195,95219976.0,104642,112509,1,电子化学,,,
41,方邦股份,688020,1.0,首板,20.002138137817383,112.25,9.86 亿,92.48 亿,92.48 亿,11.481948852539062,30504049.0,130158,132831,12,元件,,,
44,英联股份,002846,1.0,首板,9.993247985839844,16.29,2.97 亿,42.38 亿,68.42 亿,7.246546268463135,86170842.0,130521,130521,0,包装印刷,,,
1,华升股份,600156,0.0,8天4板,-3.925416946411133,9.79,13.10 亿,39.37 亿,39.37 亿,30.10719871520996,,092500,,5,纺织制造,11.21,-0.6091370582580566,14.32777214050293
