序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000890,法尔胜,14.59,15.18,9204.835,129371.2984,振幅值达15%的证券
2,002342,巨力索具,21.42,15.97,28930.966,567099.5483,振幅值达15%的证券
3,002418,康盛股份,6.13,15.5,41896.5846,267883.8394,振幅值达15%的证券
4,002560,通达股份,14.18,16.55,19277.1469,289367.1672,振幅值达15%的证券
5,600396,华电辽能,8.13,16.98,30359.7232,230000.7,振幅值达15%的证券
6,603178,圣龙股份,21.08,16.98,2795.5239,55678.99,振幅值达15%的证券
7,603189,网达软件,14.2,18.56,5331.4858,70825.58,振幅值达15%的证券
8,605388,均瑶健康,7.95,16.97,7854.7595,66079.03,振幅值达15%的证券
9,001312,福恩股份,30.57,0.0,4099.4823,135456.3595,无价格涨跌幅限制的证券
10,001400,江顺科技,213.62,20.36,881.7516,176731.622,连续三个交易日内，涨幅偏离值累计达20%的证券
11,002217,合力泰,2.98,21.11,213084.918,615848.2101,连续三个交易日内，涨幅偏离值累计达20%的证券
12,002361,神剑股份,22.69,20.37,68246.9791,1443972.4952,连续三个交易日内，涨幅偏离值累计达20%的证券
13,002428,云南锗业,68.4,20.34,33440.4735,2202770.6612,连续三个交易日内，涨幅偏离值累计达20%的证券
14,002565,顺灏股份,22.32,24.73,70344.0287,1380894.4121,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002980,华盛昌,82.2,22.65,6523.6847,495201.8791,连续三个交易日内，涨幅偏离值累计达20%的证券
16,003018,金富科技,47.45,20.34,3082.9478,134007.8181,连续三个交易日内，涨幅偏离值累计达20%的证券
17,600103,青山纸业,5.2,20.1,93810.1953,439892.23,连续三个交易日内，涨幅偏离值累计达20%的证券
18,600961,株冶集团,26.73,20.17,1694.1384,44048.21,连续三个交易日内，涨幅偏离值累计达20%的证券
19,600979,广安爱众,5.32,20.08,29366.5783,144602.34,连续三个交易日内，涨幅偏离值累计达20%的证券
20,603017,中衡设计,15.63,20.14,2822.6429,41799.02,连续三个交易日内，涨幅偏离值累计达20%的证券
21,603083,剑桥科技,161.17,21.29,13320.2553,2039813.03,连续三个交易日内，涨幅偏离值累计达20%的证券
22,603278,大业股份,13.24,20.52,16600.636,208823.79,连续三个交易日内，涨幅偏离值累计达20%的证券
23,603738,泰晶科技,34.67,25.66,17695.9022,552517.08,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002201,九鼎新材,13.93,10.03,9442.6234,124400.1697,涨幅偏离值达7%的证券
25,002338,奥普光电,64.06,10.03,2399.7255,149364.501,涨幅偏离值达7%的证券
26,600032,浙江新能,10.86,9.96,11737.7146,120371.05,涨幅偏离值达7%的证券
27,600308,华泰股份,4.14,10.03,4900.9892,19697.53,涨幅偏离值达7%的证券
28,600736,苏州高新,6.92,9.94,4945.2784,33286.56,涨幅偏离值达7%的证券
29,603788,宁波高发,17.44,9.96,1477.316,25020.56,涨幅偏离值达7%的证券
30,002297,博云新材,18.99,40.96,23474.9188,457219.57,换手率达20%的证券
31,600156,华升股份,9.79,30.11,12106.427,130990.13,换手率达20%的证券
32,600330,天通股份,23.52,31.39,38713.9024,937160.92,换手率达20%的证券
33,603459,红板科技,62.0,29.52,2333.6728,143653.68,换手率达20%的证券
34,603538,美诺华,52.53,24.62,5535.6044,291446.7,换手率达20%的证券
35,603601,再升科技,16.26,24.66,28166.721,444961.4,换手率达20%的证券
36,920012,创达新材,64.82,40.47,536.928,32928.02,换手率达20%的证券
37,920078,族兴新材,28.75,40.09,829.7938,23653.91,换手率达20%的证券
38,920177,恒道科技,37.23,31.49,370.6906,13649.32,换手率达20%的证券
39,920181,赛英电子,78.38,37.16,372.3159,28063.54,换手率达20%的证券
40,920191,瑞尔竞达,13.18,53.96,2153.7841,28775.22,换手率达20%的证券
41,002580,圣阳股份,29.7,-9.97,3999.7747,119817.0279,跌幅偏离值达7%的证券
42,002670,国盛证券,13.21,-9.97,5290.5963,70884.6183,跌幅偏离值达7%的证券
43,002825,纳尔股份,10.33,-9.97,1623.0156,16887.5271,跌幅偏离值达7%的证券
44,002837,英维克,108.97,-9.97,597.93,65156.4321,跌幅偏离值达7%的证券
45,600262,北方股份,25.2,-9.16,1686.3382,42604.02,跌幅偏离值达7%的证券
46,600734,实达集团,2.76,-10.17,17956.05,49558.7,跌幅偏离值达7%的证券
47,603272,联翔股份,24.79,-10.06,54.77,1357.75,跌幅偏离值达7%的证券
48,603912,佳力图,10.54,-9.13,8360.4461,88610.99,跌幅偏离值达7%的证券
49,605178,时空科技,70.35,-10.08,80.56,5667.4,跌幅偏离值达7%的证券
50,300067,安诺其,5.05,20.0,850.2456,4293.7403,
51,300533,冰川网络,30.58,20.0,2578.003,74864.8273,
52,300801,泰和科技,30.88,15.61,2748.2877,83748.2444,
53,301022,海泰科,33.4,20.0,290.8615,9714.1559,
54,301486,致尚科技,209.06,20.0,2124.3849,414357.9331,
55,688020,方邦股份,112.25,20.0,945.9863,98593.82,
56,688268,华特气体,119.04,20.0,1456.0692,158495.37,
57,688661,和林微纳,103.44,20.0,1340.1711,132603.03,
58,300344,立方退,0.25,0.0,7796.1311,1970.946,退市整理的证券
59,300540,蜀道装备,28.1,35.09,8883.3794,233729.1591,
60,688811,有研复材,25.97,30.6,10471.1265,253850.32,
61,301667,纳百川,115.9,54.71,1230.5964,133186.8375,
62,301683,慧谷新材,130.8,33.51,478.0813,61145.6704,
63,301696,三瑞智能,96.75,31.06,934.2597,90746.8432,
64,920111,聚星科技,32.0,26.68,2074.4491,64392.69,
