序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4085.0766,2.949,0.072,4082.1271,4075.8454,4086.6369,4062.1326,576689450.0,1033349016214,10333.49 亿
2,sz399001,深证成指,14982.14,15.393,0.103,14966.747,14920.384,15017.751,14774.076,70037042537.0,1375174879217,13751.75 亿
3,Total,沪深总成交额,,,,,,,,,2408523895431,24085.24 亿
