序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000062,深圳华强,27.03,9.2,5403.9293,143649.8321,涨幅偏离值达7%的证券
2,002025,航天电器,66.72,9.2,3329.6902,217688.8115,涨幅偏离值达7%的证券
3,002051,中工国际,10.48,9.2,14795.9408,153509.4859,涨幅偏离值达7%的证券
4,002491,通鼎互联,13.82,9.2,18357.8588,250124.1115,涨幅偏离值达7%的证券
5,002788,鹭燕医药,19.44,9.2,8867.0759,161795.5209,涨幅偏离值达7%的证券
6,600195,中牧股份,8.64,9.8,9600.2944,81673.79,涨幅偏离值达7%的证券
7,600227,赤天化,3.82,9.83,19688.7799,72927.94,涨幅偏离值达7%的证券
8,600527,江南高纤,2.5,9.87,10513.3222,25744.68,涨幅偏离值达7%的证券
9,601388,怡球资源,3.81,9.86,12628.7352,46176.67,涨幅偏离值达7%的证券
10,603188,亚邦股份,5.13,9.83,2338.23,11608.7,涨幅偏离值达7%的证券
11,000659,珠海中富,4.19,16.3,11098.7581,47890.2717,振幅值达15%的证券
12,600594,益佰制药,5.01,16.67,18893.6379,89696.49,振幅值达15%的证券
13,603122,合富中国,20.91,22.17,10192.8765,207721.38,振幅值达15%的证券
14,603585,苏利股份,25.6,16.16,3012.6725,76166.79,振幅值达15%的证券
15,605162,新中港,14.07,16.09,5947.7441,79446.42,振幅值达15%的证券
16,605299,舒华体育,23.06,20.61,6936.8868,149487.25,振幅值达15%的证券
17,000818,航锦科技,17.36,-10.8,300.51,5216.8536,跌幅偏离值达7%的证券
18,002207,准油股份,8.36,-10.8,653.24,5461.0864,跌幅偏离值达7%的证券
19,002869,金溢科技,23.38,-10.7,2124.3924,51904.3118,跌幅偏离值达7%的证券
20,002893,京能热力,11.57,-8.02,3219.926,38007.2318,跌幅偏离值达7%的证券
21,200521,虹美菱B,3.21,-8.84,357.7277,1012.7719,跌幅偏离值达7%的证券
22,600207,安彩高科,5.75,-10.28,7731.9394,45643.4,跌幅偏离值达7%的证券
23,600513,联环药业,24.96,-10.09,6362.9415,165877.7,跌幅偏离值达7%的证券
24,600850,电科数字,19.84,-10.24,445.48,8838.32,跌幅偏离值达7%的证券
25,603017,中衡设计,13.21,-9.41,3510.0183,46931.57,跌幅偏离值达7%的证券
26,603787,新日股份,13.1,-10.04,2341.47,31141.49,跌幅偏离值达7%的证券
27,001325,元创股份,58.98,29.65,581.0856,34360.5302,换手率达20%的证券
28,002309,中利集团,5.23,34.93,84034.3955,435401.9418,换手率达20%的证券
29,002361,神剑股份,15.25,28.86,24371.8984,378824.7672,换手率达20%的证券
30,002560,通达股份,13.25,40.84,18497.6376,244711.7119,换手率达20%的证券
31,002792,通宇通讯,47.53,30.03,10145.671,468669.7719,换手率达20%的证券
32,601133,柏诚股份,21.43,28.78,4299.9823,90382.66,换手率达20%的证券
33,603248,锡华科技,30.29,29.76,2062.5727,61591.59,换手率达20%的证券
34,603538,美诺华,39.31,30.24,6566.6567,262742.51,换手率达20%的证券
35,920088,科力股份,62.0,21.69,706.3295,42970.98,换手率达20%的证券
36,920230,欧康医药,13.78,26.01,1229.145,17095.16,换手率达20%的证券
37,002222,福晶科技,79.51,21.35,15570.6468,1148957.7829,连续三个交易日内，涨幅偏离值累计达20%的证券
38,002957,科瑞技术,33.68,22.61,8756.1703,269207.2592,连续三个交易日内，涨幅偏离值累计达20%的证券
39,002980,华盛昌,50.7,21.71,3286.6303,157831.363,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600654,中安科,4.0,21.59,37642.3336,144202.17,连续三个交易日内，涨幅偏离值累计达20%的证券
41,603123,翠微股份,13.16,21.81,10844.1319,134463.76,连续三个交易日内，涨幅偏离值累计达20%的证券
42,603222,济民健康,11.27,23.58,24584.9545,256332.9,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603353,和顺石油,40.47,23.45,3641.6298,135563.14,连续三个交易日内，涨幅偏离值累计达20%的证券
44,603863,松炀资源,19.3,24.57,4843.2615,86364.43,连续三个交易日内，涨幅偏离值累计达20%的证券
45,605589,圣泉集团,35.67,21.74,7411.7071,249783.87,连续三个交易日内，涨幅偏离值累计达20%的证券
46,300344,立方退,0.32,0.0,6842.9377,2349.012,退市整理的证券
47,300391,长药退,0.25,0.0,5097.37,1310.687,退市整理的证券
48,300651,金陵体育,32.4,20.0,2632.1342,77593.1921,
49,300821,东岳硅材,13.39,20.0,5600.4733,74937.1079,
50,300927,江天化学,30.49,20.0,1379.9304,39279.4683,
51,301373,凌玮科技,82.86,20.0,759.7699,59557.2978,
52,301630,同宇新材,211.92,20.0,249.5907,52420.717,
53,688345,博力威,51.6,20.0,874.7479,42614.06,
54,688485,九州一轨,33.51,36.87,4815.7399,144713.22,
