序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3890.1645,10.068,0.259,3880.0967,3884.1505,3902.6065,3875.6843,473615076.0,723905837261,7239.06 亿
2,sz399001,深证成指,13400.412,47.508,0.356,13352.904,13392.942,13476.079,13305.507,53943656647.0,890452406627,8904.52 亿
3,Total,沪深总成交额,,,,,,,,,1614358243888,16143.58 亿
