序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3990.2353,-51.003,-1.262,4041.2382,4019.4942,4028.5139,3971.7126,514453091.0,1196371087894,11963.71亿
2,sz399001,深证成指,15225.113,-191.691,-1.243,15416.804,15345.393,15461.366,15081.923,67811163112.0,1384777464014,13847.77亿
3,Total,沪深总成交额,,,,,,,,,2581148551908,25811.49亿
