序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.4,0.0,774.1323,310.2426,退市整理的证券
2,002808,恒久退,0.22,0.0,873.0868,194.4373,退市整理的证券
3,002898,赛隆退,0.33,0.0,546.5007,179.87,退市整理的证券
4,300029,天龙退,0.13,0.0,1454.513,191.5109,退市整理的证券
5,000007,全新好,11.59,16.48,1679.555,20305.8414,振幅值达15%的证券
6,000593,德龙汇能,26.25,16.18,5087.5852,126373.2212,振幅值达15%的证券
7,002767,先锋电子,18.5,16.73,1656.9143,33111.5445,振幅值达15%的证券
8,002774,快意电梯,14.25,19.3,1933.4688,29533.5723,振幅值达15%的证券
9,600379,宝光股份,16.9,15.84,4169.044,68322.27,振幅值达15%的证券
10,600791,京能置业,8.03,17.68,4452.6109,37492.31,振幅值达15%的证券
11,603211,晋拓股份,37.04,17.67,3287.68,129403.16,振幅值达15%的证券
12,603757,大元泵业,74.18,16.29,2111.3861,165032.96,振幅值达15%的证券
13,603937,丽岛新材,15.23,16.21,2698.4635,40040.72,振幅值达15%的证券
14,000301,东方盛虹,12.43,-8.08,8842.198,113387.1941,跌幅偏离值达7%的证券
15,000949,新乡化纤,5.56,-8.08,8150.6967,46410.5975,跌幅偏离值达7%的证券
16,002931,锋龙股份,71.64,-8.08,1769.1574,130324.2529,跌幅偏离值达7%的证券
17,002989,中天精装,30.17,-8.08,1075.166,33222.2082,跌幅偏离值达7%的证券
18,003009,中天火箭,57.93,-8.08,908.4586,53287.4045,跌幅偏离值达7%的证券
19,600376,首开股份,3.57,-8.81,15757.0988,57753.41,跌幅偏离值达7%的证券
20,600630,龙头股份,7.79,-8.78,3508.6039,27416.96,跌幅偏离值达7%的证券
21,600843,上工申贝,8.0,-8.75,2483.5941,20523.32,跌幅偏离值达7%的证券
22,603020,爱普股份,13.22,-8.74,2055.2081,27691.47,跌幅偏离值达7%的证券
23,001311,多利科技,19.67,20.52,1746.6123,31240.2415,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002329,皇氏集团,3.47,20.02,21168.3993,70847.1765,连续三个交易日内，涨幅偏离值累计达20%的证券
25,002457,青龙管业,14.99,20.38,14603.6979,210511.9266,连续三个交易日内，涨幅偏离值累计达20%的证券
26,002607,中公教育,2.26,22.13,88976.2208,191742.8022,连续三个交易日内，涨幅偏离值累计达20%的证券
27,002747,埃斯顿,49.0,22.84,49599.963,2286097.4026,连续三个交易日内，涨幅偏离值累计达20%的证券
28,002841,视源股份,43.08,23.67,3261.5875,126612.5229,连续三个交易日内，涨幅偏离值累计达20%的证券
29,600246,万通发展,18.6,22.34,38281.4706,672777.73,连续三个交易日内，涨幅偏离值累计达20%的证券
30,600288,大恒科技,15.55,22.33,14494.4742,219032.13,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603823,百合花,72.45,22.31,5842.1799,394888.31,连续三个交易日内，涨幅偏离值累计达20%的证券
32,603861,白云电器,15.2,22.34,6467.6008,93391.55,连续三个交易日内，涨幅偏离值累计达20%的证券
33,603903,中持股份,15.82,21.82,10008.6581,151225.04,连续三个交易日内，涨幅偏离值累计达20%的证券
34,000962,东方钽业,63.66,-20.74,10609.8363,760967.0897,连续三个交易日内，跌幅偏离值累计达20%的证券
35,001399,惠科股份,34.78,-23.26,29089.2857,1115475.3313,连续三个交易日内，跌幅偏离值累计达20%的证券
36,002842,翔鹭钨业,37.69,-22.42,14973.357,645576.8467,连续三个交易日内，跌幅偏离值累计达20%的证券
37,601678,滨化股份,5.94,-21.9,91471.5306,611935.86,连续三个交易日内，跌幅偏离值累计达20%的证券
38,603407,长裕集团,79.32,-20.28,1724.2966,154138.13,连续三个交易日内，跌幅偏离值累计达20%的证券
39,603458,勘设股份,8.96,-22.52,9468.7023,97317.07,连续三个交易日内，跌幅偏离值累计达20%的证券
40,603978,深圳新星,25.8,-22.05,6190.73,178094.22,连续三个交易日内，跌幅偏离值累计达20%的证券
41,000973,佛塑科技,14.58,11.92,9962.1793,144284.3986,涨幅偏离值达7%的证券
42,002129,TCL中环,11.02,11.92,35295.5169,379745.2155,涨幅偏离值达7%的证券
43,002137,实益达,11.43,11.92,10013.115,112002.9795,涨幅偏离值达7%的证券
44,002185,华天科技,21.93,11.92,56263.8385,1199910.2685,涨幅偏离值达7%的证券
45,002585,双星新材,11.37,11.92,4362.5562,48144.499,涨幅偏离值达7%的证券
46,600094,大名城,3.84,11.29,3335.8857,12270.04,涨幅偏离值达7%的证券
47,601121,宝地矿业,6.47,11.3,780.26,5048.28,涨幅偏离值达7%的证券
48,603178,圣龙股份,16.35,11.29,919.354,14715.3,涨幅偏离值达7%的证券
49,605399,晨光新材,14.51,11.27,1031.8334,14453.6,涨幅偏离值达7%的证券
50,002141,贤丰控股,5.85,24.86,25680.8661,147098.3788,换手率达20%的证券
51,002354,天娱数科,8.71,27.03,43985.4868,385015.8179,换手率达20%的证券
52,600172,黄河旋风,18.36,28.29,36102.252,686052.51,换手率达20%的证券
53,603538,美诺华,43.7,33.24,7998.5024,353053.87,换手率达20%的证券
54,603778,国晟科技,10.95,22.23,14289.6134,149971.62,换手率达20%的证券
55,920072,科莱瑞迪,29.56,26.3,380.4916,11661.44,换手率达20%的证券
56,920083,金戈新材,43.3,25.24,507.0113,23374.75,换手率达20%的证券
57,920193,吉和昌,49.0,48.37,1218.9188,61249.81,换手率达20%的证券
58,920211,新睿电子,168.71,28.42,163.6824,27261.33,换手率达20%的证券
59,920222,益坤电气,27.57,23.13,267.4902,7544.47,换手率达20%的证券
60,301067,显盈科技,29.66,-19.73,1284.9431,40726.1163,
61,300745,欣锐科技,56.01,33.34,6260.54,316698.7368,
62,301516,中远通,18.72,33.23,3641.279,61496.9195,
63,301251,威尔高,50.77,20.0,423.281,21489.9764,
64,688261,东微半导,99.08,16.33,1932.6641,190286.35,
65,688432,有研硅,46.14,20.0,7656.5979,338904.04,
66,688584,上海合晶,35.71,15.31,3336.8292,113962.3,
67,688605,先锋精科,113.05,15.22,1284.7179,136370.46,
68,301520,万邦医药,37.74,40.07,1310.3328,49930.2058,
69,920527,夜光明,17.02,25.06,760.9485,12667.31,
