序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4177.9175,-64.655,-1.524,4242.572,4256.1569,4258.8631,4177.9175,764235004.0,1498116800622,14981.17 亿
2,sz399001,深证成指,15745.736,-344.013,-2.138,16089.749,16202.215,16207.752,15745.736,87352549161.0,1864136878632,18641.37 亿
3,Total,沪深总成交额,,,,,,,,,3362253679254,33622.54 亿
