序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,蒙娜丽莎,002918,5,5天5板,10.0,16.94,4.45 亿,36.28 亿,69.25 亿,12.405832290649414,74809835,093039,093218,1,家居用品
2,利仁科技,001259,4,4天4板,10.0,55.0,2286.99 万,26.15 亿,40.47 亿,0.8745848536491394,250826565,092500,092500,0,小家电
3,可川科技,603052,3,3天3板,10.00095272064209,115.38,8.59 亿,216.80 亿,216.80 亿,3.9869561195373535,83359627,092501,111746,4,消费电子
4,合肥城建,002208,3,3天3板,10.0,19.8,18.88 亿,159.01 亿,159.05 亿,12.037111282348633,44256643,094421,104254,5,房地产开
5,花王股份,603007,3,3天3板,9.97624683380127,9.26,2.68 亿,64.37 亿,81.92 亿,4.163898468017578,231160324,092501,092501,0,汽车零部
6,威龙股份,603779,2,5天3板,10.0,9.02,1631.78 万,29.95 亿,29.95 亿,0.5447636246681213,479314086,092501,092501,0,非白酒
7,京能电力,600578,2,2天2板,10.017271041870117,6.37,13.82 亿,426.45 亿,426.45 亿,3.251830577850342,90643711,092502,102056,3,电力
8,金房能源,001210,2,2天2板,9.988776206970215,29.4,4.83 亿,28.02 亿,46.10 亿,17.6365966796875,4953576,093830,134327,6,电力
9,昂利康,002940,2,2天2板,9.991765022277832,40.07,11.92 亿,74.24 亿,80.83 亿,16.12087631225586,24574931,093021,140954,9,化学制药
10,中船特气,688146,2,4天3板,20.0,141.12,37.68 亿,204.58 亿,747.11 亿,18.60112953186035,87174622,093349,130410,42,半导体
11,华升股份,600156,2,2天2板,10.0,14.19,6174.29 万,57.06 亿,57.06 亿,1.0820796489715576,115517128,092504,092504,0,纺织制造
12,贵州燃气,600903,2,2天2板,10.043041229248047,7.67,7.11 亿,88.21 亿,88.21 亿,8.352147102355957,45185457,133054,133054,0,燃气Ⅱ
13,欧克科技,001223,2,2天2板,9.993782997131348,70.77,3.59 亿,35.30 亿,66.07 亿,10.53885555267334,51069401,131315,144324,1,自动化设
14,可立克,002782,2,2天2板,9.987668991088867,26.76,15.26 亿,130.19 亿,132.72 亿,11.915970802307129,16273023,100442,145542,5,其他电子
15,南华期货,603093,2,2天2板,9.983007431030273,25.89,11.25 亿,157.95 亿,185.82 亿,7.2702956199646,7477032,100143,144449,24,多元金融
16,宁波中百,600857,2,2天2板,9.992913246154785,15.52,3.91 亿,34.81 亿,34.81 亿,11.913970947265625,35577272,133318,133318,0,一般零售
17,协鑫集成,002506,1,首板,10.112359046936035,4.9,38.42 亿,286.38 亿,286.67 亿,13.589604377746582,375997041,093324,094530,1,光伏设备
18,晶升股份,688478,1,首板,19.996503829956055,68.65,4.42 亿,94.99 亿,94.99 亿,4.8187665939331055,86845682,093855,093855,0,半导体
19,泰和新材,002254,1,3天2板,9.970458030700684,14.89,10.88 亿,126.66 亿,127.62 亿,8.644942283630371,100257139,093200,105930,1,化学纤维
20,中利集团,002309,1,首板,10.0,5.17,6.17 亿,124.40 亿,155.50 亿,4.958678722381592,311115219,092500,092500,0,光伏设备
21,金富科技,003018,1,首板,10.006138801574707,53.76,2.14 亿,127.62 亿,139.78 亿,1.6779316663742065,283084032,092500,092500,0,包装印刷
22,华秦科技,688281,1,首板,20.00505828857422,94.9,3.29 亿,258.67 亿,258.67 亿,1.2728394269943237,157824299,093002,093002,0,航空装备
23,共进股份,603118,1,首板,10.00621509552002,17.7,16.90 亿,139.35 亿,139.35 亿,12.160319328308105,105977334,092503,111836,4,通信设备
24,耀皮玻璃,600819,1,首板,9.986129760742188,7.93,1.67 亿,59.27 亿,77.46 亿,2.8667361736297607,40010735,094347,094347,0,玻璃玻纤
25,双良节能,600481,1,首板,9.952607154846191,6.96,23.00 亿,143.67 亿,143.67 亿,16.350875854492188,23425968,094206,131624,4,光伏设备
26,天富能源,600509,1,首板,10.010649681091309,10.33,9.70 亿,141.98 亿,141.98 亿,6.941549301147461,146653636,094017,104522,1,电力
27,科创新材,920580,1,首板,29.951690673828125,18.83,3.98 亿,10.31 亿,16.19 亿,40.777252197265625,18519192,093948,112954,2,装修建材
28,和远气体,002971,1,4天2板,10.014684677124023,37.46,6.06 亿,58.59 亿,79.32 亿,10.500273704528809,43144929,093445,094806,2,化学制品
29,宁夏建材,600449,1,首板,10.007147789001465,15.39,4.11 亿,73.59 亿,73.59 亿,5.69677209854126,16487614,100613,101752,1,水泥
30,晨光新材,605399,1,首板,9.971098899841309,15.22,1.22 亿,47.41 亿,47.52 亿,2.62437105178833,108878659,094715,094715,0,化学制品
