序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000066,中国长城,22.67,-7.89,52402.0832,1223390.8224,跌幅偏离值达7%的证券
2,000925,众合科技,10.66,-7.89,15183.3266,165518.5285,跌幅偏离值达7%的证券
3,000973,佛塑科技,17.63,-7.89,10096.3053,184150.2632,跌幅偏离值达7%的证券
4,002560,通达股份,11.61,-7.89,18247.9477,219537.3573,跌幅偏离值达7%的证券
5,002580,圣阳股份,31.32,-7.89,11539.5009,387857.0712,跌幅偏离值达7%的证券
6,600118,中国卫星,100.8,-8.47,7973.4452,835654.52,跌幅偏离值达7%的证券
7,603045,福达合金,69.4,-8.47,2249.0046,158338.24,跌幅偏离值达7%的证券
8,603090,宏盛股份,62.1,-8.47,1056.63,68472.56,跌幅偏离值达7%的证券
9,603216,梦天家居,28.77,-8.48,918.1081,27335.76,跌幅偏离值达7%的证券
10,605060,联德股份,59.18,-8.48,1225.1697,74828.91,跌幅偏离值达7%的证券
11,000601,韶能股份,8.23,34.57,36284.9604,322528.1349,换手率达20%的证券
12,000880,潍柴重机,32.43,28.16,6393.7337,208127.419,换手率达20%的证券
13,002297,博云新材,24.91,26.02,14910.1275,381541.1243,换手率达20%的证券
14,002929,润建股份,86.9,25.97,5566.2445,509173.9934,换手率达20%的证券
15,600172,黄河旋风,11.83,29.34,37439.4474,452786.76,换手率达20%的证券
16,600379,宝光股份,18.94,34.05,11243.9178,225812.38,换手率达20%的证券
17,601778,晶科科技,7.52,25.78,96361.812,733401.33,换手率达20%的证券
18,603278,大业股份,15.42,28.32,9679.9601,153791.02,换手率达20%的证券
19,603459,红板科技,85.56,43.58,3444.8168,303500.45,换手率达20%的证券
20,920012,创达新材,75.8,39.53,524.5733,40511.03,换手率达20%的证券
21,920125,鸿仕达,148.5,32.16,530.0369,80315.53,换手率达20%的证券
22,920181,赛英电子,127.09,37.31,373.8902,46144.17,换手率达20%的证券
23,920200,振宏股份,65.8,41.48,1004.5202,71336.34,换手率达20%的证券
24,920580,科创新材,18.83,40.78,2233.0877,39844.09,换手率达20%的证券
25,000767,晋控电力,4.7,20.09,68704.8427,352857.9671,振幅值达15%的证券
26,001211,双枪科技,56.37,20.77,1159.841,60893.0507,振幅值达15%的证券
27,002868,绿康生化,38.6,17.48,870.0552,35981.9396,振幅值达15%的证券
28,600530,交大昂立,7.9,16.71,8647.2857,68827.79,振幅值达15%的证券
29,600857,宁波中百,15.52,15.22,2672.541,39149.24,振幅值达15%的证券
30,600982,宁波能源,6.61,16.04,19216.1065,135291.9,振幅值达15%的证券
31,601016,节能风电,5.1,15.95,113913.3196,619217.32,振幅值达15%的证券
32,605198,安德利,59.0,15.19,1001.0026,57026.0,振幅值达15%的证券
33,001210,金房能源,29.4,21.57,2336.29,65716.2482,连续三个交易日内，涨幅偏离值累计达20%的证券
34,001223,欧克科技,70.77,21.58,821.4894,54201.2142,连续三个交易日内，涨幅偏离值累计达20%的证券
35,001259,利仁科技,55.0,21.6,101.5317,5284.4935,连续三个交易日内，涨幅偏离值累计达20%的证券
36,002254,泰和新材,14.89,24.98,22155.3196,301956.2588,连续三个交易日内，涨幅偏离值累计达20%的证券
37,002782,可立克,26.76,21.56,7771.3559,199932.0119,连续三个交易日内，涨幅偏离值累计达20%的证券
38,002918,蒙娜丽莎,16.94,21.58,7838.072,119862.8722,连续三个交易日内，涨幅偏离值累计达20%的证券
39,002940,昂利康,40.07,21.57,5556.0191,209127.0828,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600156,华升股份,14.19,21.84,1884.9602,24877.29,连续三个交易日内，涨幅偏离值累计达20%的证券
41,600578,京能电力,6.37,21.97,31436.9587,193311.23,连续三个交易日内，涨幅偏离值累计达20%的证券
42,600903,贵州燃气,7.67,21.85,15605.4675,111835.68,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603007,顺景科技,9.26,21.91,4217.4798,37942.38,连续三个交易日内，涨幅偏离值累计达20%的证券
44,603093,南华期货,25.89,21.85,7236.5033,176787.58,连续三个交易日内，涨幅偏离值累计达20%的证券
45,603779,威龙股份,9.02,21.94,618.7431,5222.04,连续三个交易日内，涨幅偏离值累计达20%的证券
46,001267,汇绿生态,69.78,12.11,6260.0556,414074.773,涨幅偏离值达7%的证券
47,002208,合肥城建,19.8,12.11,9666.6706,188826.6181,涨幅偏离值达7%的证券
48,002506,协鑫集成,4.9,12.11,79423.594,384204.72,涨幅偏离值达7%的证券
49,002617,露笑科技,9.7,12.11,34356.6622,320455.4189,涨幅偏离值达7%的证券
50,003031,中瓷电子,166.09,12.11,1681.6601,272987.1793,涨幅偏离值达7%的证券
51,600509,天富能源,10.33,11.54,9540.4475,97040.27,涨幅偏离值达7%的证券
52,603082,北自科技,38.45,11.54,485.5286,18047.78,涨幅偏离值达7%的证券
53,603717,天域生物,8.23,11.55,2755.824,22087.54,涨幅偏离值达7%的证券
54,300363,博腾股份,16.46,-20.0,3158.4394,52885.4102,
55,300565,科信技术,15.15,33.32,7604.6407,115624.7913,
56,300571,平治信息,66.48,30.62,3540.8731,230581.212,
57,300632,光莆股份,31.85,31.25,7111.2923,225615.9484,
58,300721,怡达股份,24.47,30.52,4224.0459,97615.1451,
59,301157,华塑科技,88.46,32.04,661.8894,58012.5344,
60,300715,凯伦股份,18.24,20.0,3978.4659,68303.3661,
61,300965,恒宇信通,93.88,18.54,940.5374,88207.8114,
62,688143,长盈通,91.6,19.94,2268.9204,200639.11,
63,688146,中船特气,141.12,20.0,2696.6214,376765.46,
64,688281,华秦科技,94.9,20.01,346.9387,32923.31,
65,688478,晶升股份,68.65,20.0,666.7539,44190.13,
66,688596,正帆科技,46.15,19.99,4627.0551,199777.98,
67,300782,卓胜微,140.88,31.53,15029.7813,1855741.0797,
68,300903,科翔股份,79.24,30.89,14813.1741,1067254.672,
69,688234,天岳先进,169.0,34.44,7487.8801,1115226.79,
70,688300,联瑞新材,127.0,31.68,4889.3915,576474.02,
71,688323,瑞华泰,34.6,32.49,5435.8389,171686.31,
72,920469,富恒新材,9.19,48.54,4248.0263,36609.13,
