序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688205,德科立,247.21,20.0,41.2,161827,38.94 亿,13.69,247.21,219.0,219.98,206.01,10.22,546.84,16.88,CPO概念
2,300620,光库科技,222.96,11.44,22.89,243933,53.64 亿,12.45,229.9,205.0,205.0,200.07,9.87,314.46,25.6,CPO概念
3,300757,罗博特科,434.0,11.14,43.5,123119,52.60 亿,11.75,452.8,406.9,408.0,390.5,8.17,-1094.85,43.47,CPO概念
4,301312,智立方,114.62,10.95,11.31,127585,13.93 亿,13.5,117.5,103.55,105.81,103.31,21.07,148.92,11.27,CPO概念
5,600487,亨通光电,58.05,8.73,4.66,1698326,98.07 亿,8.84,58.73,54.01,54.45,53.39,6.95,45.2,4.65,CPO概念
6,002281,光迅科技,90.39,7.74,6.49,840587,75.37 亿,8.28,91.95,85.0,85.02,83.9,10.78,76.06,7.46,CPO概念
7,603220,中贝通信,26.25,6.28,1.55,545028,14.12 亿,9.03,27.0,24.77,25.15,24.7,12.55,124.17,5.73,CPO概念
8,000938,紫光股份,25.62,5.87,1.42,1446405,36.65 亿,7.15,26.0,24.27,24.43,24.2,5.06,39.15,5.06,CPO概念
9,600330,天通股份,17.01,5.72,0.92,1595490,27.09 亿,7.83,17.61,16.35,16.65,16.09,12.94,274.53,2.62,CPO概念
10,688025,杰普特,244.0,4.77,11.1,70604,17.38 亿,7.25,255.0,238.11,241.49,232.9,7.43,83.19,10.09,CPO概念
11,300548,长芯博创,165.18,4.62,7.3,285764,47.63 亿,7.89,172.6,160.14,161.3,157.88,10.61,143.83,24.52,CPO概念
12,600522,中天科技,30.67,4.6,1.35,1963989,60.24 亿,7.67,31.5,29.25,29.46,29.32,5.75,33.57,2.86,CPO概念
13,688167,炬光科技,391.14,4.4,16.5,70691,28.54 亿,7.35,418.13,390.61,395.0,374.64,7.87,-844.05,15.79,CPO概念
14,920045,蘅东光,340.6,4.34,14.17,14307,4.92 亿,6.27,353.55,333.08,333.14,326.43,7.11,76.82,21.53,CPO概念
15,300308,中际旭创,606.52,4.21,24.52,290271,176.95 亿,5.27,625.0,594.35,600.0,582.0,2.63,62.42,22.64,CPO概念
