序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300308,中际旭创,606.52,4.21,176.95 亿
4,600487,亨通光电,58.05,8.73,98.07 亿
8,000617,中油资本,10.7,7.86,84.81 亿
9,002281,光迅科技,90.39,7.74,75.37 亿
10,000988,华工科技,103.54,3.19,71.33 亿
12,601869,长飞光纤,352.5,6.02,65.23 亿
14,600522,中天科技,30.67,4.6,60.24 亿
15,600498,烽火通信,49.16,2.8,57.92 亿
17,002428,云南锗业,51.71,8.86,55.69 亿
19,300620,光库科技,222.96,11.44,53.64 亿
