序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3881.2797,67.997,1.783,3813.2829,3849.6312,3881.4236,3807.9937,680622039.0,931418842711,9314.19 亿
2,sz399001,深证成指,13536.556,191.042,1.432,13345.514,13514.67,13536.556,13169.251,73071623317.0,1151421880430,11514.22 亿
3,Total,沪深总成交额,,,,,,,,,2082840723141,20828.41 亿
