序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,汉森制药,002412,5,5天5板,9.991079330444336,12.33,12.36亿,61.38亿,62.04亿,21.265901565551758,117349788,094536,094536,0,中药Ⅱ
2,深中华A,000017,4,4天4板,9.974424362182617,8.6,4.97亿,37.91亿,59.27亿,13.12454891204834,122828863,092500,095812,1,饰品
3,楚天龙,003040,3,3天3板,10.021322250366211,15.48,6.78亿,70.72亿,71.38亿,9.913867950439453,160849088,093548,093548,0,通信设备
4,新华百货,600785,3,3天3板,9.990663528442383,11.78,7.84亿,37.21亿,37.21亿,22.599348068237305,32046547,095650,140008,1,一般零售
5,海鸥住工,002084,2,2天2板,10.126582145690918,4.35,1111.50万,28.04亿,28.10亿,0.3963761329650879,195710950,092500,092500,0,家居用品
6,登海种业,002041,2,6天3板,10.00981330871582,11.21,9.31亿,98.65亿,98.65亿,9.63973331451416,8143538,093415,144427,3,种植业
7,中南文化,002445,2,2天2板,10.089020729064941,3.71,2093.86万,87.79亿,88.17亿,0.2385128289461136,233229075,092500,092500,0,通用设备
8,建设机械,600984,2,2天2板,10.022271156311035,4.94,6832.42万,62.10亿,62.10亿,1.1002638339996338,162802195,092502,092502,0,工程机械
9,上海能源,600508,2,2天2板,10.020242691040039,10.87,4.23亿,109.98亿,109.98亿,3.862980842590332,33752002,093029,102544,1,煤炭开采
10,园林股份,605303,1,首板,10.014443397521973,22.85,8342.40万,36.84亿,36.84亿,2.2837131023406982,76101925,093212,093512,2,基础建设
11,凯撒旅业,000796,1,首板,10.0,4.18,1.67亿,55.63亿,67.04亿,3.0495293140411377,42638090,093251,093315,1,旅游及景
12,万向德农,600371,1,6天3板,10.02538013458252,8.67,4.06亿,25.37亿,25.37亿,16.272275924682617,46891660,093319,133249,4,种植业
13,华阳国际,002949,1,首板,9.991158485412598,12.44,2.66亿,18.90亿,24.39亿,14.240029335021973,7777488,093315,111933,10,工程咨询
14,透景生命,300642,1,首板,20.0,16.2,1.79亿,22.31亿,26.29亿,8.18323040008545,53800200,093324,093324,0,医疗器械
15,卫光生物,002880,1,4天2板,10.0,22.55,7824.07万,51.14亿,51.14亿,1.539973497390747,23159977,093012,093012,0,生物制品
16,金健米业,600127,1,7天5板,10.047281265258789,9.31,27.15亿,59.75亿,59.75亿,46.16722869873047,28919857,093154,145503,7,农产品加
17,华天酒店,000428,1,首板,9.923664093017578,4.32,7678.73万,44.02亿,44.02亿,1.779201865196228,93092302,093148,093148,0,酒店餐饮
18,六国化工,600470,1,首板,10.018552780151367,5.93,2.06亿,30.93亿,30.93亿,6.776531219482422,78405351,093523,093705,1,农化制品
19,百傲化学,603360,1,首板,9.984025001525879,13.77,1.58亿,97.25亿,97.25亿,1.651909589767456,34048321,093518,093533,1,农化制品
20,湖南天雁,600698,1,首板,9.969788551330566,7.28,2.31亿,60.46亿,77.80亿,3.8663458824157715,44127428,093410,093410,0,汽车零部
21,华阳新材,600281,1,首板,10.0217866897583,5.05,1.59亿,25.98亿,25.98亿,6.229799747467041,49350039,093946,101143,2,小金属
22,越剑智能,603095,1,10天5板,9.993292808532715,16.4,2.92亿,42.36亿,42.36亿,7.050419330596924,71651600,094037,100352,1,专用设备
23,圣达生物,603079,1,8天4板,9.97624683380127,13.89,2.13亿,26.26亿,26.26亿,8.403953552246094,93712357,094229,094229,0,化学制品
24,冀衡医药,002742,1,首板,10.117647171020508,4.68,2.21亿,24.52亿,32.02亿,9.226219177246094,36986456,094306,094306,0,化学制药
25,上海九百,600838,1,首板,10.013717651367188,8.02,1.10亿,32.15亿,32.15亿,3.4841597080230713,44266646,093650,093708,1,一般零售
26,青山纸业,600103,1,首板,10.139860153198242,3.15,5.13亿,69.69亿,70.59亿,7.509376525878906,33846772,094537,094537,0,造纸
27,红四方,603395,1,7天4板,10.019268035888672,28.55,3.76亿,18.56亿,74.23亿,20.862396240234375,93508244,094713,094713,0,农化制品
28,华森制药,002907,1,首板,9.993012428283691,15.74,2.54亿,53.37亿,65.73亿,4.9629011154174805,87843366,094906,094906,0,中药Ⅱ
29,金能科技,603113,1,首板,10.0401611328125,5.48,1.89亿,46.50亿,46.50亿,4.19357442855835,61131674,094836,094836,0,化学原料
30,滨海能源,000695,1,首板,10.035842895507812,15.35,3.00亿,34.05亿,35.57亿,9.000675201416016,89465924,095300,095951,1,电池
31,海南海药,000566,1,首板,9.955751419067383,4.97,4.90亿,64.45亿,64.48亿,7.843836307525635,128748222,095403,095403,0,化学制药
32,石头科技,688169,1,首板,20.0,135.0,25.57亿,350.39亿,350.39亿,7.472938537597656,98149860,095450,100320,3,小家电
33,水发燃气,603318,1,3天2板,9.989258766174316,10.24,7.39亿,47.01亿,56.80亿,16.243764877319336,88163624,095639,100548,2,燃气Ⅱ
34,浙江世宝,002703,1,首板,9.979209899902344,15.87,11.60亿,93.01亿,130.55亿,12.889159202575684,62815586,095806,102206,5,汽车零部
35,北投科技,600936,1,首板,9.935205459594727,5.09,4.77亿,85.06亿,85.06亿,5.7351484298706055,87405067,095822,101801,2,IT服务Ⅱ
36,甘咨询,000779,1,首板,10.0,10.01,6.08亿,46.52亿,46.53亿,13.598295211791992,181897495,095830,095830,0,工程咨询
37,金 螳 螂,002081,1,10天5板,10.0,5.5,11.46亿,145.89亿,146.04亿,8.280413627624512,168428150,095945,095945,0,装修装饰
38,康盛股份,002418,1,首板,10.05434799194336,4.05,3.75亿,46.02亿,46.02亿,8.3206205368042,51021944,100009,103621,1,家电零部
39,镇海股份,603637,1,4天2板,10.039215087890625,14.03,1.63亿,33.49亿,33.49亿,4.995213508605957,82260696,100128,100304,1,专业工程
40,英维克,002837,1,首板,10.009132385253906,60.23,56.47亿,682.55亿,769.22亿,8.51327896118164,326130693,100548,111236,1,专用设备
41,东易日盛,002713,1,首板,10.055248260498047,9.96,1.49亿,52.20亿,94.76亿,3.005276679992676,38510340,101124,101136,1,装修装饰
42,特发信息,000070,1,首板,9.993155479431152,16.07,8.33亿,137.68亿,139.55亿,6.255198001861572,121344570,101548,101548,0,通信设备
43,亿利达,002686,1,3天2板,10.0,6.82,2.52亿,35.65亿,38.62亿,7.3277177810668945,36685462,101939,101939,0,通用设备
44,恒铭达,002947,1,首板,10.001845359802246,59.61,6.88亿,118.21亿,152.46亿,6.042917251586914,111229577,103642,105100,2,消费电子
45,青岛金王,002094,1,首板,10.064239501953125,5.14,1.86亿,35.49亿,35.51亿,5.409899711608887,28577886,103654,103654,0,家居用品
46,人民同泰,600829,1,首板,9.978307723999023,10.14,4.16亿,58.80亿,58.80亿,7.338248252868652,108536146,105903,130618,1,医药商业
47,我爱我家,000560,1,首板,10.138248443603516,2.39,6.58亿,55.89亿,56.30亿,12.181095123291016,67197414,111212,111212,0,房地产服
48,捷荣技术,002855,1,首板,10.0,11.0,5063.37万,27.08亿,27.11亿,1.9347530603408813,36550800,111406,111406,0,消费电子
49,金瑞矿业,600714,1,首板,10.006373405456543,17.26,4.20亿,49.74亿,49.74亿,9.202391624450684,72804233,130112,130112,0,化学原料
50,大胜达,603687,1,首板,10.0,14.41,2.14亿,79.26亿,79.26亿,2.868920087814331,62349188,130115,130115,0,包装印刷
51,凯莱英,002821,1,首板,10.001916885375977,172.23,28.07亿,546.04亿,621.17亿,5.368891716003418,158255257,130142,130142,0,医疗服务
