序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000017,深中华A,8.6,22.3,6669.4894,56660.4911,连续三个交易日内，涨幅偏离值累计达20%的证券
2,002041,登海种业,11.21,22.4,13020.9887,138156.945,连续三个交易日内，涨幅偏离值累计达20%的证券
3,002084,海鸥住工,4.35,22.51,744.0439,3041.1805,连续三个交易日内，涨幅偏离值累计达20%的证券
4,002445,中南文化,3.71,22.59,1044.1214,3710.579,连续三个交易日内，涨幅偏离值累计达20%的证券
5,002536,飞龙股份,51.56,21.61,19434.0749,955749.8771,连续三个交易日内，涨幅偏离值累计达20%的证券
6,600508,上海能源,10.87,21.45,7490.2232,76996.87,连续三个交易日内，涨幅偏离值累计达20%的证券
7,000506,招金黄金,20.61,-8.07,10062.3161,212170.3577,跌幅偏离值达7%的证券
8,000603,盛达资源,36.27,-9.34,9510.3397,351266.5059,跌幅偏离值达7%的证券
9,000688,国城矿业,30.97,-8.97,3139.7467,99161.5461,跌幅偏离值达7%的证券
10,002132,恒星科技,4.81,-7.83,22522.0807,109133.6186,跌幅偏离值达7%的证券
11,601069,西部黄金,31.38,-8.11,4665.718,148253.83,跌幅偏离值达7%的证券
12,603156,养元饮品,42.96,-10.18,2194.9767,94744.86,跌幅偏离值达7%的证券
13,603226,菲林格尔,36.14,-10.2,422.3091,15493.23,跌幅偏离值达7%的证券
14,603565,中谷物流,12.53,-7.51,8004.1889,102590.24,跌幅偏离值达7%的证券
15,002081,金螳螂,5.5,9.67,21964.217,114581.9008,涨幅偏离值达7%的证券
16,002412,汉森制药,12.33,9.67,10587.1223,123622.7036,涨幅偏离值达7%的证券
17,002703,浙江世宝,15.87,9.67,7553.6672,115984.6924,涨幅偏离值达7%的证券
18,002821,凯莱英,172.23,9.67,1702.1741,280727.2408,涨幅偏离值达7%的证券
19,002837,英维克,60.23,9.67,9647.5886,564653.0144,涨幅偏离值达7%的证券
20,600103,青山纸业,3.15,9.95,16613.2113,51346.15,涨幅偏离值达7%的证券
21,600127,金健米业,9.31,9.86,29629.3521,271541.66,涨幅偏离值达7%的证券
22,603113,金能科技,5.48,9.85,3558.2085,18858.53,涨幅偏离值达7%的证券
23,603912,佳力图,9.08,9.87,4131.34,36115.79,涨幅偏离值达7%的证券
24,002172,澳洋健康,4.62,31.19,23865.1773,112145.5557,换手率达20%的证券
25,002437,誉衡药业,4.3,37.59,79041.7714,334266.9553,换手率达20%的证券
26,002491,通鼎互联,21.4,24.28,28566.8349,602123.0751,换手率达20%的证券
27,002580,圣阳股份,21.23,24.59,11124.1182,233885.4258,换手率达20%的证券
28,600272,开开实业,19.18,35.28,5644.323,106064.63,换手率达20%的证券
29,600367,红星发展,38.27,27.28,8782.0069,338171.77,换手率达20%的证券
30,600613,神奇制药,10.27,36.08,17293.9021,170299.42,换手率达20%的证券
31,600721,百花医药,14.96,34.97,13445.7512,195869.64,换手率达20%的证券
32,920059,双英集团,15.05,22.32,721.2234,10928.18,换手率达20%的证券
33,920093,信胜科技,19.58,28.09,707.8906,13806.29,换手率达20%的证券
34,920176,维琪科技,60.78,42.28,336.0371,20084.52,换手率达20%的证券
35,920206,彩客科技,46.5,22.54,620.4122,31102.66,换手率达20%的证券
36,002636,金安国纪,64.06,15.09,5477.3792,346299.5761,振幅值达15%的证券
37,600487,亨通光电,64.6,16.44,26014.3443,1627322.32,振幅值达15%的证券
38,600785,新华百货,11.78,16.4,7138.7678,78360.04,振幅值达15%的证券
39,601869,长飞光纤,394.5,19.16,2090.3179,806664.56,振幅值达15%的证券
40,603813,原尚股份,28.75,17.99,69.01,1967.13,振幅值达15%的证券
41,300097,智云股份,10.54,20.0,4670.1204,45379.9962,
42,300542,新晨科技,13.95,16.74,4727.4894,65400.5633,
43,300642,透景生命,16.2,20.0,1126.8764,17873.2721,
44,300922,天秦装备,20.53,20.0,1727.1387,33148.2028,
45,301130,西点药业,38.72,17.01,2165.0582,80386.225,
46,688169,石头科技,135.0,20.0,1939.6095,255738.9,
47,300189,神农种业,6.23,36.77,32587.1121,204476.9213,
48,301152,天力锂能,23.98,36.78,2614.4739,64116.5159,
49,301520,万邦医药,82.33,39.07,1277.6057,101768.8522,
50,301591,肯特股份,39.82,33.22,1484.8815,58015.9255,
51,688828,国仪公司,102.96,32.05,834.573,83080.77,
52,300313,天山生物,16.63,32.36,10645.8853,163437.2365,
53,688717,艾罗能源,49.16,-16.04,1570.3892,77166.59,
54,603823,百合花,66.95,-22.14,5064.0868,363663.95,连续三个交易日内，跌幅偏离值累计达20%的证券
