序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3891.6005,27.321,0.707,3864.2794,3861.7457,3894.6635,3842.7211,459125108.0,871141346852,8711.41亿
2,sz399001,深证成指,13454.743,166.769,1.255,13287.974,13276.854,13482.983,13185.827,53089679783.0,967980526765,9679.81亿
3,Total,沪深总成交额,,,,,,,,,1839121873617,18391.22亿
