序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3931.8375,50.558,1.303,3881.2797,3892.269,3933.0613,3891.8159,688343626.0,967854261245,9678.54 亿
2,sz399001,深证成指,13801.001,264.445,1.954,13536.556,13669.053,13835.031,13666.842,72288882956.0,1211952310208,12119.52 亿
3,Total,沪深总成交额,,,,,,,,,2179806571453,21798.07 亿
