序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,丽岛新材,603937,2天1板,5.7676682472229,13.02,13.54,2.56 亿,27.20 亿,27.20 亿,9.253787994384766,0.0,093044,1,6.0113725662231445,工业金属
2,亚翔集成,603929,2天1板,4.602991580963135,199.98,210.3,20.53 亿,426.68 亿,426.68 亿,4.7209696769714355,0.1201561987400055,093429,1,6.726644992828369,专业工程
3,云南能投,002053,0天0板,6.230769157409668,13.81,14.3,7.79 亿,127.15 亿,127.15 亿,6.147522926330566,0.0,093754,1,11.461539268493652,电力
4,光环新网,300383,0天0板,17.76485824584961,18.23,18.58,78.77 亿,326.96 亿,327.70 亿,24.29891586303711,0.0,094024,3,16.602067947387695,通信服务
5,圣晖集成,603163,0天0板,6.544996738433838,118.51,122.35,7.47 亿,118.51 亿,118.51 亿,6.276350021362305,-0.03374103829264641,094550,1,9.826485633850098,专业工程
6,中瓷电子,003031,0天0板,7.858754634857178,81.25,82.86,15.14 亿,276.38 亿,366.48 亿,5.476295471191406,-0.012306177988648415,101736,2,5.602017879486084,通信设备
7,均瑶健康,605388,0天0板,4.113924026489258,6.58,6.95,1.27 亿,39.51 亿,39.51 亿,3.1517670154571533,0.0,101918,1,10.284810066223145,饮料乳品
8,晋控电力,000767,0天0板,8.226221084594727,4.21,4.28,16.73 亿,122.61 亿,129.54 亿,13.874030113220215,0.0,104100,1,11.568122863769531,电力
9,万邦德,002082,2天1板,8.741788864135742,21.52,21.77,8.36 亿,119.06 亿,131.64 亿,7.103390693664551,0.23288309574127197,104830,1,7.427994251251221,化学制药
10,云南锗业,002428,4天2板,8.441558837890625,48.43,49.13,61.71 亿,316.27 亿,316.31 亿,19.621492385864258,-0.02064409665763378,131457,4,5.194805145263672,小金属
11,科森科技,603626,0天0板,7.110889911651611,21.54,22.12,9.26 亿,119.52 亿,119.52 亿,7.7689361572265625,-0.04640371352434158,131809,2,8.70213794708252,消费电子
12,浙江众成,002522,0天0板,6.0037522315979,5.65,5.86,3.39 亿,51.13 亿,51.18 亿,6.625548362731934,-0.35273367166519165,132727,1,9.756096839904785,塑料
13,光迅科技,002281,0天0板,8.238387107849121,86.45,87.86,63.85 亿,673.86 亿,697.37 亿,9.646102905273438,0.011568717658519745,140039,1,6.7109055519104,通信设备
14,金溢科技,002869,0天0板,7.281344413757324,24.9,25.53,4.54 亿,39.22 亿,44.05 亿,11.850334167480469,0.0,143127,1,11.589832305908203,计算机设
