序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,合百集团,000417,4天3板,-2.308499336242676,9.31,10.48,23.57 亿,72.53 亿,72.61 亿,30.275390625,0.3232758641242981,092500,3,13.221405029296875,一般零售
2,五方光电,002962,0天0板,7.831325531005859,19.69,20.09,3.98 亿,41.19 亿,57.43 亿,9.561946868896484,-0.050761424005031586,092500,1,4.326396465301514,光学光电
3,华灿光电,300323,0天0板,9.853372573852539,18.73,20.46,65.04 亿,222.46 亿,303.99 亿,27.78446388244629,0.0,092500,4,11.730205535888672,光学光电
4,彩虹股份,600707,0天0板,9.91337776184082,11.42,11.43,22.07 亿,409.71 亿,409.79 亿,5.383375644683838,-0.0874890685081482,092502,9,1.2512030601501465,光学光电
5,TCL科技,000100,0天0板,3.309692859649658,4.37,4.65,108.69 亿,836.07 亿,909.00 亿,12.482728958129883,0.2293577939271927,093000,4,9.692670822143555,光学光电
6,盛剑科技,603324,2天1板,7.375979423522949,32.9,33.7,5.08 亿,48.59 亿,48.59 亿,10.408727645874023,0.0,093038,1,5.874673843383789,环保设备
7,禾盛新材,002290,0天0板,3.227513313293457,97.55,103.95,27.33 亿,241.14 亿,242.03 亿,10.872350692749023,0.05128204822540283,093039,2,7.354496955871582,家电零部
8,雷曼光电,300162,0天0板,11.633109092712402,9.98,10.73,11.32 亿,34.15 亿,41.87 亿,32.533260345458984,0.0,093045,2,13.646533012390137,光学光电
9,万通发展,600246,0天0板,8.444757461547852,15.41,15.63,41.11 亿,291.31 亿,299.41 亿,14.026339530944824,0.0,093116,11,6.544686794281006,房地产开
10,旗滨集团,601636,0天0板,7.389937400817871,6.83,7.0,13.85 亿,202.08 亿,202.08 亿,6.731056213378906,-0.1461988389492035,093116,15,4.716981410980225,玻璃玻纤
11,市北高新,600604,2天1板,7.222222328186035,5.79,5.94,9.06 亿,81.49 亿,108.46 亿,10.944144248962402,0.0,093141,6,5.0,房地产开
12,东方钽业,000962,0天0板,2.816133737564087,56.59,60.54,18.06 亿,283.89 亿,298.49 亿,6.167698860168457,0.0,093209,1,8.466569900512695,小金属
13,利仁科技,001259,9天8板,9.276045799255371,88.0,88.58,3.90 亿,41.84 亿,64.76 亿,9.451566696166992,2.3255813121795654,093306,2,10.021109580993652,小家电
14,声迅股份,003004,2天1板,9.993352890014648,49.64,49.64,1.61 亿,34.12 亿,40.64 亿,4.829823017120361,0.0,093406,1,8.132062911987305,计算机设
15,铖昌科技,001270,0天0板,6.190200328826904,146.5,151.76,30.72 亿,298.13 亿,301.96 亿,10.11635684967041,-0.4078858196735382,093457,5,10.865468978881836,军工电子
16,华安证券,600909,0天0板,7.552870273590088,7.12,7.28,33.20 亿,357.72 亿,357.72 亿,9.154552459716797,0.0,093548,22,5.287009239196777,证券Ⅱ
17,招商南油,601975,0天0板,7.504690647125244,5.73,5.86,35.50 亿,268.18 亿,268.18 亿,13.085752487182617,0.35026270151138306,093617,32,9.94371509552002,航运港口
18,龙蟠科技,603906,0天0板,5.282069683074951,29.3,30.61,24.80 亿,164.96 亿,227.40 亿,14.82067584991455,0.1367053985595703,093849,1,6.503772735595703,电池
19,红星发展,600367,0天0板,1.8465327024459839,24.82,26.81,12.22 亿,79.91 亿,84.67 亿,14.650555610656738,0.0,093914,1,8.658185958862305,化学原料
20,凯恩股份,002012,0天0板,2.03804349899292,7.51,8.1,4.30 亿,35.12 亿,35.12 亿,11.87964916229248,-0.3978779911994934,093927,2,10.05434799194336,造纸
21,康欣新材,600076,0天0板,1.2376238107681274,4.09,4.44,5.77 亿,54.99 亿,54.99 亿,10.108172416687012,0.0,093952,1,11.386138916015625,包装印刷
22,胜通能源,001331,0天0板,7.8558878898620605,61.37,62.59,12.26 亿,120.98 亿,173.21 亿,10.053953170776367,-0.032578594982624054,094509,10,10.333919525146484,燃气Ⅱ
23,鹏鼎控股,002938,0天0板,4.7217912673950195,94.48,99.24,50.98 亿,2181.95 亿,2190.09 亿,2.2652812004089355,-0.021164022386074066,094745,6,6.074041366577148,元件
24,深天马Ａ,000050,0天0板,3.4013607501983643,7.6,8.09,7.60 亿,185.12 亿,186.79 亿,3.9476099014282227,0.0,094848,1,7.210884094238281,光学光电
25,立新能源,001258,0天0板,7.157676696777344,10.33,10.6,9.65 亿,96.41 亿,96.41 亿,9.98430061340332,-0.09671179950237274,095012,1,10.788381576538086,电力
26,联域股份,001326,0天0板,2.613584518432617,67.53,72.39,3.32 亿,16.28 亿,49.43 亿,19.730594635009766,0.0,095257,1,9.983285903930664,照明设备
27,园林股份,605303,0天0板,7.5972371101379395,29.6,30.26,4.61 亿,47.73 亿,47.73 亿,9.625507354736328,-0.03377237170934677,095443,5,10.977826118469238,基础建设
28,红板科技,603459,0天0板,6.784562110900879,96.01,98.9,37.15 亿,75.90 亿,723.68 亿,48.786842346191406,-0.01041449699550867,095515,7,9.876543045043945,元件
29,沃格光电,603773,0天0板,4.192387104034424,81.02,85.54,30.18 亿,182.02 亿,182.08 亿,16.18841552734375,0.0,095540,1,7.278806686401367,光学光电
30,江苏新能,603693,0天0板,6.289308547973633,16.9,17.49,9.27 亿,150.66 亿,150.66 亿,6.113833427429199,0.0,095548,2,10.125785827636719,电力
31,博敏电子,603936,0天0板,1.7335314750671387,20.54,22.21,21.96 亿,129.48 亿,129.48 亿,16.193954467773438,0.0,095702,2,8.816246032714844,元件
32,伯特利,603596,0天0板,8.116989135742188,32.9,33.47,21.58 亿,295.32 亿,295.32 亿,7.289627552032471,0.0,095736,3,9.858692169189453,汽车零部
33,大智慧,601519,0天0板,3.779069662094116,10.71,11.35,10.07 亿,213.04 亿,213.04 亿,4.611369609832764,0.0,095909,1,9.302325248718262,软件开发
34,豪恩汽电,301488,0天0板,10.637701034545898,157.88,171.24,11.89 亿,36.96 亿,145.25 亿,31.57903480529785,0.0,095918,2,20.840925216674805,汽车零部
35,共达电声,002655,0天0板,4.149000644683838,34.39,36.32,14.45 亿,124.87 亿,125.11 亿,11.319817543029785,0.14560279250144958,100015,1,10.327075004577637,消费电子
36,埃泰克,603293,0天0板,5.245964527130127,54.77,57.24,6.85 亿,19.22 亿,98.09 亿,35.14076614379883,0.0,100018,2,10.395849227905273,汽车零部
37,长虹华意,000404,0天0板,8.461538314819336,9.87,10.01,7.79 亿,68.37 亿,68.69 亿,11.42915153503418,0.0,100612,3,10.659340858459473,家电零部
38,赛力斯,601127,0天0板,6.135437965393066,83.38,86.42,59.52 亿,1298.40 亿,1452.47 亿,4.536105632781982,0.0,101420,2,10.081466674804688,乘用车
