序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002365,永安药业,-9.980682373046875,13.98,6.88亿,34.34亿,41.20亿,47.45246505737305,19.650846481323242,1013550,150000,88258536,1,12,化学制药
2,600479,千金药业,-9.985836029052734,12.71,11.26亿,53.19亿,62.56亿,17.296432495117188,20.490127563476562,1173044,144406,120230497,1,1,中药Ⅱ
3,603090,宏盛股份,-10.00487995147705,36.88,3.32亿,36.88亿,36.88亿,60.7432975769043,8.769432067871094,7173160,143341,23208584,1,0,通用设备
4,000020,深华发Ａ,-10.0,13.41,2.09亿,24.29亿,37.97亿,225.86334228515625,8.440022468566895,23204221,095203,218983959,1,0,光学光电
5,603042,华脉科技,-10.016068458557129,16.8,9.89亿,35.07亿,35.07亿,94.56986236572266,27.440555572509766,24294580,150000,216143457,1,27,通信设备
6,000912,泸天化,-10.0,4.68,9.28亿,73.38亿,73.38亿,442.9232482910156,12.18199348449707,32719747,140724,100534743,1,4,农化制品
7,601118,海南橡胶,-9.938650131225586,7.34,15.64亿,314.11亿,314.11亿,-120.36766815185547,4.77419900894165,44631082,140949,114087821,1,0,种植业
8,002855,捷荣技术,-9.969969749450684,14.99,3.38亿,36.91亿,36.94亿,-47.549827575683594,9.082470893859863,56480821,103551,572601511,2,8,消费电子
9,003040,楚天龙,-10.0,18.9,13.53亿,86.34亿,87.15亿,-70.14551544189453,15.546770095825195,86606679,132151,352089378,1,14,通信设备
10,600737,中粮糖业,-10.0,17.82,36.81亿,381.14亿,381.14亿,31.3262996673584,9.277871131896973,127761452,140501,260766421,1,1,农产品加
11,000017,深中华A,-10.043196678161621,8.33,4.15亿,36.72亿,57.41亿,271.2335510253906,10.815037727355957,130969666,101127,65024812,1,0,饰品
