序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3934.4036,-17.103,-0.433,3951.5068,3939.0948,3949.2549,3927.3472,484675114.0,779672692270,7796.73亿
2,sz399001,深证成指,13617.67,-105.652,-0.77,13723.322,13641.181,13713.875,13585.598,55902342543.0,867475137215,8674.75亿
3,Total,沪深总成交额,,,,,,,,,1647147829485,16471.48亿
