序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000017,深中华A,7.11,21.55,5927.8514,40380.8386,连续三个交易日内，涨幅偏离值累计达20%的证券
2,000931,中关村,5.09,22.29,8321.2812,40990.8991,连续三个交易日内，涨幅偏离值累计达20%的证券
3,002038,双鹭药业,7.08,20.47,10128.3999,67641.5854,连续三个交易日内，涨幅偏离值累计达20%的证券
4,600547,山东黄金,37.05,23.52,50167.2859,1730234.98,连续三个交易日内，涨幅偏离值累计达20%的证券
5,603626,科森科技,18.65,20.75,9305.4789,161462.84,连续三个交易日内，涨幅偏离值累计达20%的证券
6,603958,哈森股份,20.55,20.75,3222.1265,61293.76,连续三个交易日内，涨幅偏离值累计达20%的证券
7,000505,京粮控股,6.74,-10.49,6204.3206,42533.584,跌幅偏离值达7%的证券
8,000523,红棉股份,3.18,-10.49,14484.611,47733.7484,跌幅偏离值达7%的证券
9,002900,哈三联,13.77,-10.49,1903.53,26228.8328,跌幅偏离值达7%的证券
10,003032,传智教育,10.76,-10.49,4657.4306,51478.7973,跌幅偏离值达7%的证券
11,600371,万向德农,7.74,-10.04,2967.7476,23134.06,跌幅偏离值达7%的证券
12,600664,哈药股份,8.17,-10.06,44866.0775,367990.45,跌幅偏离值达7%的证券
13,601011,宝泰隆,2.88,-10.04,6327.31,18224.36,跌幅偏离值达7%的证券
14,603538,美诺华,28.51,-10.04,4315.7519,123612.78,跌幅偏离值达7%的证券
15,603823,百合花,77.75,-10.04,979.382,80252.18,跌幅偏离值达7%的证券
16,000603,盛达资源,36.61,9.51,9512.4393,335481.849,涨幅偏离值达7%的证券
17,002396,星网锐捷,33.17,9.51,7423.4594,240631.3239,涨幅偏离值达7%的证券
18,002491,通鼎互联,21.2,9.51,35832.6052,726318.5994,涨幅偏离值达7%的证券
19,002716,湖南白银,10.42,9.51,42483.1682,431298.5678,涨幅偏离值达7%的证券
20,003031,中瓷电子,142.04,9.51,1611.7945,220251.0037,涨幅偏离值达7%的证券
21,200521,虹美菱B,2.61,10.18,192.9023,432.0601,涨幅偏离值达7%的证券
22,600110,诺德股份,10.74,10.0,22028.3218,228522.66,涨幅偏离值达7%的证券
23,600785,新华百货,9.74,10.02,509.8904,4966.33,涨幅偏离值达7%的证券
24,603330,天洋新材,9.97,10.01,11728.9878,112732.39,涨幅偏离值达7%的证券
25,603333,福华尚纬,9.85,10.02,1860.5641,18218.54,涨幅偏离值达7%的证券
26,001277,速达股份,35.43,30.08,1377.1745,52932.8787,换手率达20%的证券
27,002365,永安药业,16.59,37.56,9227.2911,149057.8867,换手率达20%的证券
28,002437,誉衡药业,4.35,31.8,66863.9264,299488.8034,换手率达20%的证券
29,002903,宇环数控,33.74,24.66,2652.9407,85701.8771,换手率达20%的证券
30,600127,金健米业,8.2,42.41,27218.3943,233448.19,换手率达20%的证券
31,600227,赤天化,3.95,22.5,28741.3897,108242.39,换手率达20%的证券
32,600613,神奇制药,9.0,36.79,17632.2147,150193.16,换手率达20%的证券
33,600721,百花医药,13.25,28.35,10901.1101,140986.01,换手率达20%的证券
34,920059,双英集团,15.62,42.3,1367.1666,21525.74,换手率达20%的证券
35,920088,科力股份,46.2,20.6,666.5452,31553.15,换手率达20%的证券
36,603801,志邦家居,6.95,15.22,7256.6593,54682.22,振幅值达15%的证券
37,300016,北陆药业,10.44,20.0,12735.0753,123029.2514,
38,300214,日科化学,12.9,20.0,6587.4905,79041.1158,
39,300839,博汇股份,12.47,20.0,1909.084,22594.8952,
40,301591,肯特股份,37.78,20.0,1113.0499,38120.0707,
41,688137,近岸蛋白,80.99,20.0,1057.3288,79465.36,
42,688185,康希诺,77.32,20.01,2559.3388,189101.91,
43,688328,深科达,91.16,19.99,1278.2159,110320.33,
44,688356,键凯科技,107.34,20.0,327.0246,35102.82,
45,300142,沃森生物,16.1,32.28,50926.5315,817943.3603,
46,300189,神农种业,5.59,30.13,26705.0802,150984.4224,
47,300615,欣天科技,16.15,33.6,5143.1885,91808.9575,
48,301520,万邦医药,71.15,34.77,1137.043,79386.2468,
49,688828,国仪公司,89.59,42.62,1109.8568,102415.75,
50,688114,华大智造,74.79,30.7,3870.3043,288985.36,
51,920344,三元基因,26.8,41.31,1887.8936,47812.34,
