序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3905.2026,1.482,0.038,3903.721,3891.1751,3912.1314,3883.787,446895868.0,883423480099,8834.23亿
2,sz399001,深证成指,14094.168,121.388,0.869,13972.78,13935.638,14132.041,13866.394,54395391449.0,995840925246,9958.41亿
3,Total,沪深总成交额,,,,,,,,,1879264405345,18792.64亿
