序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300308,中际旭创,734.65,6.01,238.43 亿
2,300502,新易盛,522.5,6.63,225.95 亿
3,002475,立讯精密,58.18,5.61,222.40 亿
4,300750,宁德时代,416.0,6.67,207.52 亿
5,002384,东山精密,143.55,8.83,200.94 亿
6,300394,天孚通信,358.9,3.46,172.00 亿
7,603986,兆易创新,265.09,5.83,140.80 亿
8,300476,胜宏科技,289.77,4.23,140.27 亿
9,300274,阳光电源,130.79,5.65,136.83 亿
10,600487,亨通光电,55.98,-5.98,119.24 亿
11,300059,东方财富,19.76,4.27,119.21 亿
12,000988,华工科技,115.92,0.86,116.21 亿
13,600030,中信证券,25.9,7.25,110.37 亿
14,002281,光迅科技,107.82,-0.25,108.70 亿
15,688256,寒武纪,1210.7,1.06,108.40 亿
16,601138,工业富联,56.52,2.73,107.91 亿
17,688525,佰维存储,241.51,6.15,102.12 亿
18,001309,德明利,447.24,10.0,101.90 亿
19,601869,长飞光纤,384.38,-3.5,95.00 亿
20,300058,蓝色光标,16.49,-1.02,91.23 亿
