序号,代码,名称,最新价,涨跌幅,成交额(亿元)
4,300750,宁德时代,416.0,6.67,207.52 亿
5,002384,东山精密,143.55,8.83,200.94 亿
18,001309,德明利,447.24,10.0,101.90 亿
