序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000534,万泽股份,45.68,22.45,7079.3417,296277.5306,连续三个交易日内，涨幅偏离值累计达20%的证券
2,000889,中嘉博创,4.35,20.24,29770.8011,122882.4569,连续三个交易日内，涨幅偏离值累计达20%的证券
3,002213,大为股份,33.87,20.78,15462.2025,499946.3057,连续三个交易日内，涨幅偏离值累计达20%的证券
4,002328,新朋股份,10.11,20.15,16330.7927,153422.899,连续三个交易日内，涨幅偏离值累计达20%的证券
5,002364,中恒电气,35.12,20.05,1083.617,35681.0297,连续三个交易日内，涨幅偏离值累计达20%的证券
6,002384,东山精密,143.55,26.36,26182.7392,3512887.5702,连续三个交易日内，涨幅偏离值累计达20%的证券
7,002580,圣阳股份,18.98,20.12,30166.232,528927.1972,连续三个交易日内，涨幅偏离值累计达20%的证券
8,002824,和胜股份,25.27,20.1,5538.7136,131758.5537,连续三个交易日内，涨幅偏离值累计达20%的证券
9,002962,五方光电,16.91,20.12,5200.9586,83741.3106,连续三个交易日内，涨幅偏离值累计达20%的证券
10,600105,永鼎股份,38.1,23.65,57315.9346,1979922.2,连续三个交易日内，涨幅偏离值累计达20%的证券
11,600345,长江通信,54.36,21.21,4988.7041,253994.39,连续三个交易日内，涨幅偏离值累计达20%的证券
12,600482,中国动力,40.44,22.15,15211.8611,559359.26,连续三个交易日内，涨幅偏离值累计达20%的证券
13,600707,彩虹股份,7.02,21.25,13938.2224,94415.1,连续三个交易日内，涨幅偏离值累计达20%的证券
14,603272,联翔股份,37.02,20.44,1687.67,58050.99,连续三个交易日内，涨幅偏离值累计达20%的证券
15,603306,华懋科技,101.8,24.43,6554.5069,620940.37,连续三个交易日内，涨幅偏离值累计达20%的证券
16,603538,美诺华,49.59,23.68,20657.549,942192.84,连续三个交易日内，涨幅偏离值累计达20%的证券
17,603773,沃格光电,43.14,21.23,5362.5204,216922.61,连续三个交易日内，涨幅偏离值累计达20%的证券
18,603777,来伊份,16.97,21.17,4856.5396,80301.2,连续三个交易日内，涨幅偏离值累计达20%的证券
19,603950,长源东谷,49.37,21.22,723.6546,35391.29,连续三个交易日内，涨幅偏离值累计达20%的证券
20,605060,联德股份,59.03,20.1,2072.83,113915.01,连续三个交易日内，涨幅偏离值累计达20%的证券
21,000586,汇源通信,22.61,-11.54,2466.0854,57493.103,跌幅偏离值达7%的证券
