序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300207,欣旺达,28.63,14.7,3.67,2890808,83.13 亿,16.79,29.95,25.76,25.85,24.96,16.87,28.23,2.12,GDR
2,002074,国轩高科,38.81,10.01,3.53,1048988,40.36 亿,8.87,38.81,35.68,35.7,35.28,6.04,20.84,2.47,GDR
3,600499,科达制造,18.2,6.81,1.16,601278,10.90 亿,4.99,18.45,17.6,17.96,17.04,3.14,26.67,2.77,GDR
4,601688,华泰证券,18.72,4.41,0.79,1726649,32.49 亿,5.35,19.23,18.27,18.27,17.93,2.36,10.31,0.97,GDR
5,002340,格林美,8.09,1.89,0.15,1641814,13.32 亿,2.64,8.21,8.0,8.02,7.94,3.23,27.93,2.01,GDR
6,300003,乐普医疗,16.45,1.61,0.26,260995,4.31 亿,2.47,16.75,16.35,16.45,16.19,1.65,23.16,1.96,GDR
7,601615,明阳智能,16.55,1.35,0.22,720740,12.07 亿,4.1,17.08,16.41,16.66,16.33,3.19,36.66,1.42,GDR
8,601601,中国太保,38.63,0.89,0.34,377528,14.63 亿,2.35,39.3,38.4,38.68,38.29,0.55,6.95,1.23,GDR
9,600380,健康元,11.15,0.36,0.04,120619,1.35 亿,2.16,11.34,11.1,11.12,11.11,0.66,15.27,1.34,GDR
10,600900,长江电力,26.4,0.04,0.01,665589,17.56 亿,0.68,26.5,26.32,26.47,26.39,0.27,18.91,2.92,GDR
11,600886,国投电力,13.41,-0.37,-0.05,172814,2.32 亿,1.19,13.5,13.34,13.43,13.46,0.23,12.35,1.62,GDR
