序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3986.2247,20.054,0.506,3966.1712,3985.464,4011.0243,3979.814,546415541.0,955664107214,9556.64 亿
2,sz399001,深证成指,14309.472,313.206,2.238,13996.266,14098.016,14382.61,14095.882,66751097781.0,1367174715576,13671.75 亿
3,Total,沪深总成交额,,,,,,,,,2322838822790,23228.39 亿
