序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,北投科技,600936,3天2板,-1.353965163230896,5.1,5.69,13.65 亿,85.22 亿,85.22 亿,15.508516311645508,-0.1956947147846222,093142,1,11.992262840270996,IT服务Ⅱ
2,誉帆科技,001396,0天0板,5.363833427429199,53.43,55.78,2.56 亿,11.87 亿,57.12 亿,21.14927101135254,-0.01871257647871971,093145,1,5.462433338165283,基础建设
3,金正大,002470,0天0板,5.902777671813965,3.05,3.17,15.56 亿,100.21 亿,100.22 亿,15.380545616149902,0.0,093227,3,9.375,农化制品
4,综艺股份,600770,0天0板,5.484694004058838,8.27,8.62,19.46 亿,107.51 亿,107.51 亿,17.783344268798828,0.0,093340,3,6.632652759552002,综合Ⅱ
5,华升股份,600156,0天0板,1.3411567211151123,12.09,13.12,8.20 亿,48.62 亿,48.62 亿,16.376657485961914,-0.4938271939754486,093747,2,10.81307601928711,纺织制造
6,中金岭南,000060,0天0板,6.918238639831543,8.5,8.75,53.23 亿,377.49 亿,377.50 亿,13.906122207641602,0.11778563261032104,093818,3,7.295597553253174,工业金属
7,金 螳 螂,002081,14天10板,6.617647171020508,7.25,7.48,42.46 亿,191.71 亿,192.51 亿,21.97797393798828,-1.2261580228805542,094115,10,10.29411792755127,装修装饰
8,众泰汽车,000980,0天0板,4.9242424964904785,2.77,2.9,13.09 亿,139.68 亿,139.68 亿,9.222207069396973,0.0,094439,5,10.227272987365723,汽车零部
9,三孚股份,603938,0天0板,4.592287063598633,35.53,37.37,12.39 亿,135.95 亿,135.95 亿,9.021678924560547,-0.05625879392027855,094608,1,7.653812408447266,化学原料
10,上海电气,601727,0天0板,9.471094131469727,8.9,8.94,67.64 亿,1122.79 亿,1383.07 亿,6.073671340942383,0.0,094611,2,7.8720784187316895,其他电源
11,大业股份,603278,4天3板,2.9510395526885986,15.35,16.4,17.80 亿,52.46 亿,52.46 亿,33.37129211425781,-0.2599090337753296,095035,2,13.279678344726562,通用设备
12,合肥城建,002208,0天0板,5.23708438873291,14.87,15.54,11.35 亿,119.42 亿,119.45 亿,9.374967575073242,0.0,095430,1,7.926397800445557,房地产开
13,华宏科技,002645,0天0板,9.897735595703125,30.09,30.12,18.87 亿,168.18 亿,188.84 亿,11.549922943115234,-0.09960159659385681,100230,8,10.555150032043457,环保设备
14,有研新材,600206,0天0板,8.125,32.87,33.44,42.70 亿,278.26 亿,278.26 亿,15.383993148803711,-0.03041362576186657,100733,2,7.598683834075928,半导体
15,中天科技,600522,0天0板,7.23716402053833,43.86,44.99,182.94 亿,1496.92 亿,1496.92 亿,12.156147956848145,0.0,100937,1,5.476772785186768,通信设备
16,金瑞矿业,600714,0天0板,7.229436874389648,24.77,25.41,8.60 亿,71.38 亿,71.38 亿,12.08479118347168,-0.040355123579502106,101014,1,10.389610290527344,化学原料
17,农尚环境,300536,0天0板,19.230770111083984,13.33,13.42,7.73 亿,39.09 亿,39.10 亿,20.425004959106445,0.0,103003,5,18.604650497436523,基础建设
18,裕太微-U,688515,0天0板,11.958949089050293,210.55,225.67,19.48 亿,104.89 亿,168.44 亿,18.271516799926758,0.0,104149,2,14.952674865722656,半导体
19,波导股份,600130,4天3板,5.365853786468506,6.48,6.77,17.39 亿,48.60 亿,48.60 亿,35.976016998291016,-0.3076923191547394,105034,10,18.861787796020508,消费电子
20,康普顿,603798,0天0板,7.77385139465332,18.3,18.68,3.82 亿,46.93 亿,46.93 亿,8.202378273010254,-0.10917031019926071,105415,2,10.541813850402832,炼化及贸
21,数据港,603881,0天0板,5.248756408691406,42.31,44.22,59.28 亿,303.95 亿,303.95 亿,19.405202865600586,0.0,110011,1,8.134328842163086,通信服务
22,禾望电气,603063,0天0板,10.0,56.65,56.65,27.20 亿,260.33 亿,260.33 亿,10.720939636230469,0.0,111644,25,9.417475700378418,风电设备
23,昂利康,002940,0天0板,7.098186016082764,34.25,35.18,10.51 亿,63.46 亿,69.09 亿,16.780540466308594,0.11692487448453903,112021,1,10.256410598754883,化学制药
24,澜起科技,688008,0天0板,18.5238037109375,249.22,252.32,268.86 亿,2857.12 亿,3045.97 亿,9.613717079162598,0.0,112832,1,10.614923477172852,半导体
25,兆易创新,603986,0天0板,8.389703750610352,362.13,367.51,206.74 亿,2418.47 亿,2538.90 亿,8.610968589782715,0.0027615155559033155,112902,3,6.135887145996094,半导体
26,京泉华,002885,0天0板,5.598923206329346,39.23,40.87,16.02 亿,93.08 亿,106.28 亿,17.35601806640625,0.12761612236499786,130057,2,10.955585479736328,其他电子
27,雷赛智能,002979,2天1板,8.887093544006348,53.91,54.46,26.96 亿,119.11 亿,169.88 亿,23.261493682861328,0.0185528751462698,131515,4,10.664512634277344,自动化设
28,沃森生物,300142,0天0板,19.850187301635742,16.0,16.02,40.23 亿,252.34 亿,255.90 亿,16.900056838989258,0.0,132800,12,19.026216506958008,生物制品
29,金海通,603061,0天0板,9.996525764465332,284.99,285.0,12.70 亿,247.94 亿,247.94 亿,5.308990955352783,0.34859153628349304,133946,1,9.000733375549316,半导体
30,三力制药,603439,0天0板,7.354260444641113,11.97,12.27,1.98 亿,48.34 亿,48.95 亿,4.1611008644104,0.16736401617527008,135912,1,10.941704750061035,中药Ⅱ
31,四方股份,601126,0天0板,7.196261882781982,68.82,70.62,22.12 亿,567.82 亿,573.39 亿,3.988801956176758,-0.014528549276292324,140646,1,10.607476234436035,电网设备
